word,counts
,480
景色 趣味 性价比,197
不错,150
不错 不错 不错,136
不错 地方 值得 逛一逛,73
周末 朋友 带上 孩子 玩玩 不错 选择,72
周末 朋友 带上 孩子 玩玩 不错,56
好好 好好,50
好好 好好 好好 好好 好好 好好 好好 好好 好好 好好 好好 好好 好好 好好 好好 好好 好好 好好,44
值得 一去,43
不错 地方 下次,42
值得 一游,41
不错 天气 逛逛 不错,40
值得,36
呀呀 呀呀 呀呀 呀呀 呀呀 呀呀 呀呀,35
景色 趣味 性价比 不错,35
景色 不错,35
真心 挺不错 天气 逛逛 开心,33
开心,33
好好 好好 好好 好好 好好 好好 好好 好好 好好 好好 好好 好好 好好 好好 好好 好好 好好 好好 好好,33
好好 好好 好好 好好 好好 好好 好好 好好 好好 好好 好好 好好 好好 好好 好好 好好,32
值得一看,31
好好 好好 好好 好好 好好 好好 好好 好好 好好 好好 好好 好好 好好 好好 好好,29
不错 不错,28
喜欢 氛围 不错,27
不错 不错 不错 不错 不错 不错 不错 不错 不错 不错 不错 不错 不错 值得一看 棒棒,27
体验,26
孩子 喜欢,25
周末 朋友 带上 孩子 玩玩 不错 地方,25
挺不错 天气 逛逛 开心,24
景色 喜欢 趣味 喜欢,24
呀呀 呀呀 呀呀 呀呀 呀呀 呀呀 呀呀 呀呀,23
真不错 天气 逛逛 不错,23
呀呀 呀呀 呀呀 呀呀 呀呀 呀呀,23
不错 体验,22
满意,21
不错 不错 不错 不错 不错 不错 不错 不错 不错 不错 不错 不错 不错 不错 值得一看 棒棒,20
景色 美如画 景色宜人 环境优美 趣味 好玩 有趣 性价比 挺棒 挺不错 值得 一去 游玩,20
确实 不错 喜欢,20
好好 好好 好好,19
不错 风景,19
不错 不错 不错 不错 不错 不错 不错 不错 不错 不错 不错 值得一看 棒棒,18
工作人员 专业 讲解 过程 耐心 解答,18
地理位置 优越 环境优美 值得 游览,18
收获 风景 感受,18
趣味 不错 性价比 不错 景色 不错,18
地理位置 地库,17
美丽 风景 别致 建筑 值得 打卡,17
环境 不错,17
景色 迷人 趣味 有趣 性价比 超级 棒棒,16
不错 地方,16
第二次 第一次 惊艳 没想到 第二次 惊喜,16
美丽 风景 清新 空气 舒服 氛围,16
性价比,16
风景 不错,15
环境优美 自然 整洁 服务周到 细致入微,15
不错 不错 好玩,15
位置 好找 周末 停车位,15
交通 便利 环境 不错 值得 前往,15
景色 趣味 有趣 性价比,15
景色 世界 一流 趣味 世界 一流 性价比 世界 一流,15
好好 好好 好好 好好 好好 好好 好好 好好 好好 好好 好好 好好 好好 好好 好好 好好 好好 好好 好好 好好 好好 好好 好好 好好,15
上海证券交易所 国内 最早 证券交易 机构 虹口区 虹口 搬到 浦东 成立 上海证券交易所 门口 交易 去年 春节 特别 参观 希望 牛市 来临 小牛 一把 不错,15
康路 位于 上海市 徐汇区 原名 福开 森路 美国 传教士 约翰 福开森 命名 上海 租界 公董局 修筑 光绪 三十三年 康路 被誉为 浓缩 上海 近代 百年 历史 名人 沿线 优秀 历史 建筑 总计 保留 历史 建筑 上海市 徐汇区 康路 入选 文化部 国家文物局 批准 第三届 中国 历史 文化 名街,15
环境优美 待客 热情 消费 门槛 交通 便利 停车,15
第一次 体验 满意 确实 放松 地方 会常来,14
趣味 这家 饭店 真的 好吃 没想到 简单 食物 这家 好吃 这下 可成 家门口 食堂 时间 好好 大餐 一顿 环境 干净 整洁 吃饭 舒适 感觉 希望 店家 越来越 越做越,14
景色 超级 无敌 趣味 超级 好玩 性价比 超级,14
环境 雅致 景色宜人 约会 地方,14
提前 团购 划算 周边 吃喝玩乐 地方 便捷,14
景色 美丽 趣味 十足,14
地方 适合 场景 爱人 小孩 体验,13
景色 不错 趣味 性价比,13
不虚此行 架不住 全程 惊喜,13
每次 上海 迪士尼 乐园 孩子 感谢,13
放心 体验 一级 推荐 打卡,13
好好 好好 好好 好好 好好 好好 好好 好好 好好 好好 好好 好好 好好 好好 好好 好好 好好 好好 好好 好好 好好,13
门口 停车位 进门 感觉 舒适 环境 分给,13
不错 推荐,13
好玩,13
外滩 位于 上海 黄浦区 黄浦江畔 中国 历史 文化 街区 外滩 全长 千米 南起 延安东路 苏州河 外白渡桥 东面 黄浦江 西面 上海 金融 外贸 机构 集中地 外滩 矗立 风格 迥异 古典 复兴 大楼 中国 近代 史迹 代表性 建筑 上海 地标,12
喜欢,12
好玩 好玩 好玩,12
地处 黄浦江畔 背拥 陆家嘴 地区 现代化 建筑 楼群 隔江 外滩 万国 建筑 博览 交相辉映 始建 都市 观光 时尚 餐饮 购物 娱乐 历史 陈列 浦江 游览 会展 演出 广播电视 发射 多功能 一体 上海市 标志性 建筑,12
值得 一去 景点 性价比,12
特别 环境 大人 孩子 喜欢 推荐,12
景色 趣味 性价比 好玩,12
全方位 死角 干净 性价比 超级 值得 推荐,12
不错 不错 不错 不错 不错 不错 不错 不错 不错 不错 值得一看 棒棒,12
皇后 御花园 迪士尼 乐园 著名景点 适合 拍照 留影 图十 椅子 抓拍 二边 有人 走向 地方 帽子 茶会 景点 爱丽丝 梦游 仙境 迷宫 小朋友 抓紧 转身 二条 麻烦 适合 小朋友 游玩 大人 坐在 皇后 椅子 留下 倩影,12
地方 好玩 全家 好玩 好玩 好玩 好玩 好玩 好玩 好玩 好玩,12
周末 朋友 孩子 玩玩 不错 选择,12
景色 不错 有趣 好玩,12
体验 有趣 好玩 值得 推荐 景色 不错,12
孩子,11
贴心 服务 温暖 真的 完事,11
第一次 幸好 工作人员 耐心 讲解 收获 美好 回忆,11
景色 不错 趣味 不错 性价比 不错,11
迪士尼 小镇 上海 迪士尼 度假区 组成部分 迪士尼 小镇 上海 迪士尼 度假区 大型 购物 餐饮 娱乐区 这一 面积 超过 平方米 迪士尼 小镇 公众 免费 开放 地理位置 优越 迪士尼 小镇 游览 主题乐园 游客 得以 延续 乐园 神奇 体验 上海 周边地区 居民 最佳 休闲 去处 包括 五个 区域 小镇 市集 百食 香街 百老汇 大道 百老汇 广场 迪士尼 小镇 湖畔,11
景色宜人 趣味性 性价比,11
