word,counts
导游,1383
讲解,1134
布达拉宫,1053
西藏,358
拉萨,295
地方,289
服务,267
门票,256
值得,254
预约,240
不错,230
专业,229
好好,223
携程,221
时间,210
详细,208
参观,204
王导,199
体验,198
特别,189
耐心,184
细致,170
历史,154
提前,151
建筑,151
布宫,140
宫殿,140
震撼,134
真的,130
热情,125
推荐,125
游客,125
神圣,109
到位,107
景点,106
很好,105
感觉,104
文化,102
满意,96
壮观,94
安排,92
广场,91
排队,89
小时,87
世界,85
全程,84
行程,81
宏伟,78
拍照,76
景色,76
解说,75
旅游,74
态度,74
很棒,73
性价比,73
感受,72
高原,69
游览,69
知识,69
圣地,67
好评,64
海拔,64
细心,63
耳机,63
超级,63
一座,61
打卡,61
负责,61
不到,60
建议,60
大昭寺,60
雄伟,57
下次,57
信仰,56
仔细,55
一生,55
陈导,55
只能,54
介绍,54
下午,53
照顾,52
集合,52
一点,52
旅行社,51
一路,51
拉萨市,50
服务态度,50
感谢,48
清晰,48
神秘,47
藏传佛教,47
门口,46
旺季,45
旅行,45
山上,44
喜欢,44
希望,43
价格,43
孩子,42
藏族,41
