word,counts
大昭寺,1661
导游,1110
讲解,831
拉萨,630
西藏,475
不错,408
值得,398
地方,382
藏传佛教,338
虔诚,319
寺庙,289
布达拉宫,281
历史,272
朝拜,268
信徒,239
信仰,221
建筑,193
藏民,191
文化,186
门票,185
圣地,181
中心,177
参观,170
佛像,161
特别,158
游客,156
时间,151
景点,150
八廓街,147
详细,141
释迦牟尼,141
推荐,140
体验,133
感受,131
寺院,129
松赞干布,129
感觉,129
真的,128
神圣,126
门口,125
景色,120
专业,120
佛教,120
携程,110
文成公主,108
震撼,107
地位,104
供奉,102
服务,101
拍照,95
位于,94
磕长,93
释迦,92
很好,91
性价比,88
藏王,87
总体,86
摩尼,83
细致,83
一座,82
知识,82
耐心,79
喜欢,79
下午,77
到位,75
宗教,75
广场,74
藏式,73
力量,70
预约,70
拥有,70
尼泊尔,70
心中,70
有趣,69
热情,68
老城区,68
多年,67
至高无上,67
一圈,67
小时,66
建造,66
佛祖,65
耳机,64
超赞,64
佛殿,64
好玩,62
藏族,61
十二岁,60
解说,60
吐蕃,60
建议,59
排队,59
朝圣,59
香火,59
负责,58
门前,58
旅游,57
公主,57
特色,56
来到,56
