content,emotion_scroe
素材提供：感谢@小念吖（一字时代已远去） [比心][比心],0.9111125636971924
完美诠释了隔代亲[送心],0.9731390934160377
所谓的隔代亲只是因为父母看到了你小时候的影子[流泪],0.9932993577050008
曾经我也拥有一位这样疼爱我的姥爷、希望他在那个世界幸福！ 我很想他！！！,0.9965524539792963
姥姥姥爷是唯一一个不在乎妈妈生男生女的人[流泪],0.9640885694898094
因为上一个这么关心他的是他的父母。,0.9525956712155262
咿呀学语的宝宝已经充分表达了：你养小，我养你老[赞],0.8733046775537617
"宝宝都说叫你不要穿拖鞋了
还是抹着眼泪穿着拖鞋开车去了
一幸福了，啥都忘了[捂脸][捂脸][捂脸]",0.6883329584106741
这不是念念么，前段时间学说话的时候，一个字一个字的往外蹦，老可爱了[大笑],0.9951598386655517
男人激动，是有人那么心疼他，平时家人大多都是做啥，可真正的说没有，要的其实就是一句话,0.9577854302866045
她跟她姥爷长好像，尤其是笑起来的时候,0.4280262123213806
东北人不重男轻女，一家基本就一个孩子，女儿的孩子都当成宝贝。,0.9978257315243907
不仅是妈妈的小棉袄，还是姥爷的小心肝宝贝,0.9666828539831331
可我再也没有姥爷了 小气的小老头 一次也没来过我梦里[流泪],0.3762049332278472
这就是为什么生孩子的意义，丰富自己和参与孩子的人生就是价值，而不是拿孩子说不给彩礼孩子跟女方姓？这种心态的女人都不配当妈妈，总觉得孩子是给对方生的，自己都拿自己当一个生育机器,0.9999624994549784
是东北那嘎达的吗,0.5939889282141876
视频姥爷就是指外公对吗？每个地方叫法不一样，问问[呲牙],0.03262557007273714
呜呜呜太感动了[流泪],0.782064823407764
姥爷看着外孙女就像看到了自己女儿的小时候[流泪][流泪],0.8936137225174374
还上什么班[捂脸],0.7780647570959596
爱到骨子里了,0.5782010739881399
这孩子说话太亲了[赞],0.6242929776959506
给我看哭了,0.7539012456514468
泪崩了,0.8437938897592079
幸福,0.9162790697674418
如果父亲健在的话，现在也会抱着他的大孙子幸福到流泪，人这辈子，总是会有遗憾的吧[流泪][流泪][流泪],0.9998859857270743
@二夢 呜呜呜,0.5262327818078083
[呲牙][呲牙][呲牙][呲牙],0.2500000000000001
确实感动,0.9282292501349352
无缘无故我就跟着哭了[泣不成声],0.6420440937170806
何尝不是对你的割舍不下[泣不成声],0.7495094119577445
这爷俩真好！,0.7971069556943123
@小鼠标 真好,0.659726197600683
@文管第一深情 [泣不成声][泣不成声][泣不成声],0.5
老小真是发自内心骨子里的亲，这不是能演的。,0.9889349145752746
完美诠释了隔代亲[比心][比心]孩子是最单纯的，谁好心里跟明镜似的,0.9958399262503115
？,0.5262327818078083
天伦之乐  [微笑],0.5
算是有明白人,0.6402752007592808
谁带和谁亲[比心],0.7655347600615547
@雾散. 小朋友[赞],0.23285210505431975
爷爷年轻因为要教育儿女不能太溺爱孩子！孙子由儿女教育，就可以很孙子很亲近！隔代亲[呲牙],0.9999998603272535
@奈晴子 [泣不成声],0.5262327818078083
姥爷的真爱[比心],0.7313982866155323
亲不完[感谢],0.7050905584511057
隔代亲,0.6970400123880269
暖心的宝贝[赞][赞][送心][送心],0.8903622785293667
东北男人的柔情,0.9184665190538533
也不一定[捂脸],0.3693910911319984
视频来源@过客,0.7971018239876031
说归说 怎么还人工呼吸上了[看],0.6301806208222077
气氛到这了，二哥今天必须走[泣不成声],0.8346410599495774
还是老三讲义气，赶紧救人，老大就不行，只会坐那哭,0.35303156644316613
这兄弟能交，关键时刻真上嘴啊[捂脸],0.4484991317815983
二哥不走都对不起这气氛[捂脸],0.49999395903096866
硬是让我看了十几次[泪奔][泪奔][泪奔]这声二哥是真感情[泪奔][泪奔][泪奔][泪奔],0.1550108986915022
气氛都哄到这了，二哥今天不走也得走,0.7690732733078723
把老三吓得不轻[大笑][大笑][大笑],0.8585214515571226
这兄弟能交，有事是真哭[捂脸],0.20201415639328157
抱歉，没忍住，被一声二哥给整笑了[捂脸][捂脸],0.009008483191433214
我大鞍山人真是出人才呀。,0.80921026006196
三弟人工呼吸，心脏复苏都用上了，下次喝酒的时候又有得吹了[呲牙],0.9032341208404929
二哥这朋友不错，哭喊的撕心裂肺[捂脸],0.9981104014997424
二哥：气氛烘托到这了，我还好意思喘气？憋我也得憋着。,0.3169207112677349
他二哥呀，你这老弟值得交啊[捂脸][捂脸],0.4278293782707666
二哥本来没走，差点让你给按走了[捂脸][捂脸],0.09639612403308129
@@胸口碎大石,0.5
就冲老三的义气，二哥还得找老三喝一顿,0.8554940505929991
@所爱隔山海༊ 三兄弟。[捂脸][捂脸][捂脸],0.2375340914924301
气氛到这了 二哥必须要走,0.8346410599495774
@防、 哈哈哈哈哈哈,0.9751349273004098
@wjlong 二哥，你别吓唬我啊,0.7763434481590256
走了要赔钱的,0.42989604180766383
@zxy 是你吗，二哥,0.5880539322936313
作为二哥，我朋友让我来看的[泪奔],0.7208450120286398
