所属主题,文章数量,特征词,主题强度
Topic0,15,房间、值得、干净、整洁、下次、位置、价格、民宿、橘子洲、热心、特别、床垫、坡子街、长沙、喜欢、江边、睡眠、选择、服务、酒店、真的、不错、热情、地理位置、环境、推荐、老板、性价比、行李、五六分钟、洗完、家里、收纳、浴缸、晚上、黄车、好找、直达、老人、美丽、不好、充足、投影、红店、居民楼、帮忙、小姐姐、两张、冰箱、衣服、每次、周到、景点、洗衣机、设计、住店、回复、广场、步行、马桶、餐饮店、非常适合、空间、旁边、远眺、慎选、惊艳、很好、阿姨、中心地段、休息区、景观、暑假、天宝兄弟、管家、很快、体验、近在咫尺、夜市、便捷、有求必应、抱进来、地铁口、睡觉、时尚、卫生间、几个、智能、质量、几站、海信广场、拥挤、入住、五一广场、安静、卫生、满意、舒适、设施、服务态度,0.034642
Topic1,8,干净、环境、旅游、入住、体验、酒店、特别、舒适、房间、哈哈哈、心情、不错、位置、满意、露台、功夫茶、空气、出差、贴心、礼物、本来、开心、周六、挺无语、舒服、第一次、服务态度、适合、没住、好好、院子、山姆、点钟、装修、科普、泡茶、妥妥、古风、牛奶、橘子洲、冲冲、中式、店家、大清早、电钻、一家、小朋友、好吃、边上、地理位置、早上、随便、空间、漂亮、朋友、哇塞、没得说、瞬间、秋高气爽、整洁、氛围、湘江、走路、更是、早餐、地方、犹豫、性价比、楼下、超级、卫生、服务、民宿、推荐、老板、安静、热情、下次、真的、设施、交通、长沙、喜欢、价格、温馨、江景、风景、坡子街、免费、地铁站、停车、周到、空调、风格、选择、步行街、宽敞、晚上、机会、东西,0.018476
Topic2,45,房间、服务、不错、真的、环境、干净、酒店、民宿、推荐、舒服、老板、管家、卫生、喜欢、安静、入住、风格、贴心、小姐姐、舒适、体验、满意、适合、早餐、院子、宠物、齐全、感觉、下次、长沙、地铁站、很好、两个、选择、地理位置、细心、依然、泳池、回来、换房、楼下、房东、停车、很大、好吃、免费、隔音、超级、整洁、发现、五一广场、旅游、晚上、视野、客厅、湘江、忘记、周边、景区、周到、好评、很棒、设计、前栋、一家人、布置、咖啡、性价比、到位、服务周到、小池、洗手间、不失、后栋、第二天、家庭、空调、装修、出游、大床、设备、小朋友、位置、两点、特色、物品、特别、出行、合适、老板娘、孩子、提前、朋友、重点、解决、早上、宝藏、耐心、旁边、图片,0.10393
Topic3,39,不错、服务、干净、房间、老板、推荐、环境、舒服、设施、卫生、齐全、热情、投影、态度、整洁、周到、喜欢、漂亮、超级、孩子、很棒、到位、设计、总体、特别、图片、景点、行李、晚上、宽敞、值得、性价比、民宿、管家、交通、隔音、入住、贴心、满意、位置、风景、晒衣服、夸赞、景色、拿下、不算、伤眼、电动车、不便、马路、自带、聚餐、人性化、异味、体贴、床上、阳台、起床、年轻、冲冲、很新、升级、露台、那间、考完试、名宿、酷暑、关键、一会儿、窗外、夜市、打车、选择、跛子、睡着、沉重、天宝兄弟、负责、湖南大学、不值、游泳池、店长、湘江、有个、打开门、动画、全程、早上、小朋友、化妆镜、这家、打扫、沟通、盆友、哥哥、价格、潮宗街、惬意、听说、太好了,0.090069
Topic4,19,干净、喜欢、房间、服务、特别、卫生、环境、民宿、长沙、热情、整洁、下次、超级、老板、好看、安静、不错、舒服、打电话、咖啡、拍照、阿姨、鸳央、温馨、美食、空调、提前、这家、装修、风格、服务态度、值得、小姐姐、房子、冬瓜山、晚上、风光、送别、风味十足、智能、打卡、韵味、关键、咖啡馆、帮开、小吃、有问必答、几步、饭店、发消息、网红、夜景、巷子、两天、打扫、哥哥、美好、超高、家具、情调、车上、整体、对面、外卖、设施、文物古迹、性价比、天堂、一线、电动、前台、清扫、吃到、美食街、简风、天气、周围环境、烘干、大片、和善、送到、出去玩、棒棒、游客、同学、随便、保洁、智能家居、书店、旁边、湘江、布置、不到、告知、地上、用餐、就可以看、孩子、临走、行李,0.04388
Topic5,35,卫生、设施、服务、干净、民宿、环境、房间、真的、装修、位置、老板、不错、满意、风格、酒店、楼下、长沙、出行、入住、齐全、热情、很好、完善、阳台、周边、体验、超级、图片、洗衣机、选择、性价比、下次、特别、提前、江景、这家、正街、朋友、晚上、希望、住宿、微信、距离、需求、景点、步行、前台、黄兴、公寓、无敌、聊天、很大、潮宗街、步行街、很漂亮、地上、空调、视野、热闹、舒适、好吃、地方、店家、出游、开关、开心、回来、交通、几天、超好、冬瓜山、智能、本来、孩子、推荐、安静、五一广场、好看、小吃街、风景、住店、人员、闹中取静、友好、简约、喜欢、旅游、到达、出片、大道、价格、地段、嘈杂、舒服、不远、橘子洲、斜对面、想不到、文艺、公司,0.080831
Topic6,26,房间、干净、卫生、民宿、真的、长沙、下次、推荐、不错、楼下、朋友、喜欢、满意、入住、地铁站、住宿、夜景、整洁、不远、出行、选择、晚上、距离、地理位置、步行、夏天、这家、湘江、用心、订到、周边、设计、小姐姐、服务态度、妙哉、前台、冬瓜山、服务、老板、机会、楼上、特别、天宝兄弟、热情、好吃、对面、体验、旅游、交通、微信、湖南、号线、孩子、到位、押金、分离、收走、阳台、干湿、可惜、好评、有个、一顿、咖啡、周全、看得出来、五一、潮宗街、简约、分布、空间、东西、有家、房子、美食、很棒、一点、温柔、老板娘、超好、强力、玩订、天台、秋天、很好、洗手间、瑞幸、很漂亮、隔音、正街、服务周到、期待、角落、有求必应、区域、床房、江景、喝喝、全家人、感觉,0.060046
Topic7,20,房间、推荐、民宿、干净、这家、服务、热情、舒服、长沙、小姐姐、风格、安静、早餐、不错、酒店、入住、用心、下次、强烈推荐、下个月、装修、优越、特色、在线、市中心、打卡、日式、朋友、到位、免费、管家、卫生、地理位置、照片、前台、环境优美、尝试、预订、老板、位置、楼下、性价比、适合、友好、好吃、院子、很棒、睡着、满意、舒适、体验、东瓜、退房、完美、布置、打印、儿子、点中、高级、半天、超赞、茶颜悦色、天宝兄弟、热情周到、挺大、打开、订房、晚上、杜甫、还给、周边环境、实在、落幕、一楼、老公、夜市、水果、忘记、哈哈哈、升级、帆布袋、机会、枣树、想着、游泳池、小米、行李、浴缸、号线、挑选、氛围、处于、需求、智能家居、住宿、用品、很新、投影、注重、包场,0.046189
Topic8,29,服务、不错、房间、环境、体验、晚上、舒适、干净、距离、民宿、位置、工作人员、卫生、泳池、酒店、安静、地理位置、很棒、旁边、尽收眼底、周到、小朋友、地铁站、风格、外卖、酒吧、值得、巷子、喜欢、出行、浴缸、舒服、五一广场、步行街、推荐、楼下、江景、长沙、噪音、这家、泡沫、流量、一点、玉米、一小块、师范、参观、提供、大门、一碗、地方、哥哥、要到、离灵、逛街、景点、天宝兄弟、一次性、几百米、半个、黄兴路、安稳、优越、早餐、公交、吸引、整体、湘江、细致、加油、西红柿、夜市、步行、送到、服务到位、极致、网红、特别、环境卫生、临街、贴心、一家、上楼、打点、门口、整洁、帘子、不远、漂亮、老板娘、预约、饺子、官渡、罩子、哈哈哈、年轻人、齐全、小姐姐、简约、五一,0.066975
Topic9,21,房间、热情、老板、干净、民宿、推荐、五一广场、不错、地理位置、前台、哥哥、设施、体验、舒适、服务、机会、拍照、一般般、闹中取静、设计、特别、提前、管家、贴心、安静、卫生、齐全、长沙、喜欢、小时、环境、服务态度、潮宗街、胡同、一楼、住店、物业、没什么、蚊虫、打扫卫生、闲暇、院子、卫生设施、风格、旅居、太太、独特、第二次、很漂亮、引导、惬意、客人、大小、吵闹、整洁、湖水、有待、赠送、景色、饮品、展示、市中心、好喝、他家、七月、距离、深处、景点、姐姐、客服、位置、逛街、普普通通、岳麓山、配套、风景、免费、可圈可点、关键、餐厅、减免、行李、一家、服务周到、地方、到位、超级、一晚、优势、拍照片、咖啡馆、小巷、空调、寄存、地铁站、晚上、品质、地段、提高、感觉,0.048499
