Unnamed: 0,Unnamed: 1,Unnamed: 2,评论内容,fenci,情感得分,情感类别,主题概率,主题类型
于2023年7月入住,情侣出游,5.0,这个房间早上8:00那个阳光太可了，超级无敌容易出片，有手就行，沐浴露也是棒棒的！服务也超级无敌好！地点也方便！期待嘉尔明天回来，哈哈哈！,房间 早上 阳光 超级 无敌 出片 沐浴露 棒棒 服务 超级 无敌 地点 期待 嘉尔 明天 回来 哈哈哈,0.9999255464989304,正面,"[(5, 0.9473635)]",5
于2023年7月入住,其他,5.0,民宿一楼是个咖啡馆，特别适合拍照，而且住店客人还会免费赠送饮品超级棒（拿铁很好喝哟）。就在潮宗街离五一广场也很近，感觉去哪都方便。晚上蛮安静的，不像住在五一广场那么吵闹。不管是老板、管家小哥哥还是打扫卫生的姐姐人都特别好。推荐！,民宿 一楼 咖啡馆 特别 适合 拍照 住店 客人 免费 赠送 饮品 超级 好喝 潮宗街 五一广场 感觉 晚上 安静 五一广场 吵闹 老板 管家 哥哥 打扫卫生 姐姐 特别 推荐,0.9991970639157296,正面,"[(9, 0.9661642)]",9
于2023年7月入住,家庭亲子,5.0,服务到位，干净整洁，还有饮品赠送。,服务到位 干净 整洁 饮品 赠送,0.9465364031682764,正面,"[(12, 0.8420972)]",12
于2023年7月入住,情侣出游,5.0,位置很好。所有玩的地方基本上走路都能到。,位置 地方 走路,0.2200086945446127,正面,"[(0, 0.013158259), (1, 0.013158276), (2, 0.013158258), (3, 0.013158258), (4, 0.013158258), (5, 0.013158259), (6, 0.013158258), (7, 0.013158258), (8, 0.013158259), (9, 0.013158258), (10, 0.013158259), (11, 0.013158258), (12, 0.7631513), (13, 0.013158258), (14, 0.013158258), (15, 0.013158258), (16, 0.013158258), (17, 0.013158258), (18, 0.013158259)]",12
于2023年7月入住,朋友出游,5.0,房间很漂亮 名宿很漂亮,房间 很漂亮 名宿 很漂亮,0.9405246823030844,正面,"[(0, 0.0105267), (1, 0.0105267), (2, 0.0105267), (3, 0.010526701), (4, 0.0105267), (5, 0.0105267), (6, 0.0105267), (7, 0.0105267), (8, 0.0105267), (9, 0.0105267), (10, 0.0105267), (11, 0.0105267), (12, 0.81051934), (13, 0.0105267), (14, 0.0105267), (15, 0.0105267), (16, 0.010526701), (17, 0.0105267), (18, 0.0105267)]",12
于2023年7月入住,情侣出游,5.0,卫生很不错，进来第一眼就很喜欢，老板人也很好，在这里住了三天，好评！,卫生 不错 第一眼 喜欢 老板 三天 好评,-0.0481588279914273,负面,"[(2, 0.8815723)]",2
于2023年7月入住,商务出差,5.0,挺好，宽敞，适合出游,宽敞 适合 出游,0.5217385725415415,正面,"[(0, 0.013158527), (1, 0.013158527), (2, 0.013158528), (3, 0.013158529), (4, 0.013158527), (5, 0.013158528), (6, 0.013158527), (7, 0.013158528), (8, 0.013158527), (9, 0.013158527), (10, 0.013158528), (11, 0.013158527), (12, 0.013158527), (13, 0.013158528), (14, 0.013158527), (15, 0.7631465), (16, 0.013158527), (17, 0.013158528), (18, 0.013158527)]",15
于2023年7月入住,独自旅行,5.0,设施：很新很齐全 卫生：整洁干净，很有家的感觉 服务：管家贴心到位，很不错！ 总体评价：值得入住，冲冲冲！,设施 很新 齐全 卫生 整洁 干净 感觉 服务 管家 贴心 到位 不错 总体 评价 值得 入住 冲冲,0.9999816991574866,正面,"[(3, 0.9473669)]",3
于2023年7月入住,家庭亲子,5.0,房间干净，4口入住的，很喜欢，下次还会光顾的 棒棒棒,房间 干净 入住 喜欢 下次 光顾 棒棒,0.9968833816013868,正面,"[(4, 0.46314934), (10, 0.42500553)]",4
于2023年7月入住,家庭亲子,5.0,房间不错，在长沙订到的最满意的民宿了,房间 不错 长沙 订到 满意 民宿,0.4138081869953764,正面,"[(6, 0.86465997)]",6
于2023年7月入住,家庭亲子,5.0,去湖南旅游住了4家民宿，这家最受孩子们喜欢。因为他家有投影，有吊椅。坐标：出地铁2号线芙蓉广场站，步行10分钟设施：坐落在公寓楼内，到位后微信联系，入住小程序押金100元后，发送开门密码。密码不会变化。开启盲盒房——进屋非常满意，一应俱全。一楼：投影，沙发，吊椅，4人餐桌，洗衣机（自备洗衣液），橱柜（无电磁炉或锅具），卫生间二楼：2个隔间分别有1米大床，有布帘可以隔开，但是拉上布帘后有一件房无空调会略热，有电扇可用。有入住须知写的每天20度电，超过从押金中扣，住了2天押金全额退，所以不用担心用电量热水器用电的，但是夏天每人洗澡很快，基本等个10分钟就继续洗澡，水温都是够的。不足：淋浴房没有门，洗完澡浴室里有些脏，介意的就自己用旁边的拖把擦一下吧,湖南 旅游 民宿 这家 孩子 喜欢 他家 投影 吊椅 坐标 地铁 号线 芙蓉 广场 步行 分钟 设施 坐落 公寓楼 到位 微信 入住 程序 押金 元后 发送 开门 密码 密码 变化 开启 盲盒 进屋 满意 一应俱全 一楼 投影 沙发 吊椅 餐桌 洗衣机 自备 洗衣 橱柜 电磁炉 锅具 卫生间 二楼 隔间 大床 布帘 隔开 布帘 一件 房无 空调 会略 电扇 可用 入住 须知 超过 押金 中扣 押金 全额 不用 担心 用电量 热水器 用电 夏天 每人 洗澡 很快 分钟 洗澡 水温 是够 淋浴房 洗完 浴室 介意 旁边 拖把,-0.9999999999867916,负面,"[(16, 0.9889834)]",16
于2023年7月入住,情侣出游,2.2,1.开盲盒的床型，进去是这个钢铁架的床。光坐上去就会咯吱响，晚上翻身都是声音。2.位置和长沙最热闹主要的黄兴/五一步行街不近。走过去要二十分钟多，酒店本身周边没有热闹的逛街的地方。3.卫生不合格，进去浴室地上一搓头发，真的有点恶心……浴帘底部发霉，洗衣机脏，洗衣液是水一样的那种用不了的。4.开关位置不合理。床头开关离床远很不方便。要下床关了灯再重新上床。以上，希望可以改进。,盲盒 床型 钢铁 坐上去 咯吱 晚上 翻身 声音 位置 长沙 热闹 黄兴 五一 步行街 二十分钟 酒店 周边 热闹 逛街 地方 卫生 合格 浴室 地上 头发 真的 恶心 浴帘 底部 发霉 洗衣机 洗衣 液是 那种 开关 位置 不合理 床头 开关 离床 下床 关了灯 上床 希望 改进,-0.9999999979105478,负面,"[(5, 0.97940296)]",5
于2023年7月入住,朋友出游,3.0,没有什么可圈可点的地方，就是普普通通，床是软床，但不好睡。停车费有点贵，45元一小时。要去20楼找另一家店的客服前台，才可以减免20。,可圈可点 地方 普普通通 软床 不好 停车费 小时 另一家 客服 前台 减免,-0.9994912882869004,负面,"[(9, 0.9210489)]",9
于2023年7月入住,家庭亲子,5.0,房间不错，主要是位置合适，去五一广场商圈很近。从窗户望出去，视野很好，孩子比较喜欢。,房间 不错 位置 合适 五一广场 商圈 窗户 望出去 视野 孩子 喜欢,0.9998619884879558,正面,"[(10, 0.9210492)]",10
