所属主题,文章数量,特征词,主题强度
Topic0,49,房间、不错、民宿、服务、干净、环境、卫生、酒店、满意、齐全、设施、位置、风格、装修、适合、推荐、舒适、值得、整洁、特别、温馨、喜欢、围炉、挺大、空间、这家、布置、热情、好好、体验、到位、赠送、出行、整体、店家、拍照、煮茶、朋友、布局、奶油、床铺、旅游、贴心、好找、异味、很大、够用、牙膏、吃喝玩乐、地理位置、对面、一楼、设备、超级、员工、用心、老板娘、实用、用品、一家、牙刷、设计、前台、质量、小时、院子、棒棒、吃饭、便利、很美、柔软、效果、不用、住宿、隔音、舒服、汇景、到步、空气、吹风、跟进、阳台、一整天、选择、融合、美景、西餐厅、缺点、带路、特色、早上、一线、吵闹、好久、文和友、预想、悠哉悠哉、西路、眼罩、友好,0.12727
Topic1,11,房间、围炉、环境、干净、舒适、民宿、喜欢、赠送、煮茶、真的、服务、卫生、周到、风格、温暖、女朋友、心静、满眼、一张、院子、老板、舒服、特别、背靠、江面、想到、榻榻米、直木山、绿色、两天、很大、客厅、一颗、驶过、想住、故乡、很小、独处、电影、忽略、周围环境、卧室、吧台、两个、鲁迅、退掉、空调、观夏、六便士、餐厅、地台、味道、一楼、懒人、植物、好几本、来住、套房、下次、看书、效果、冬天、满意、日落、精致、脆弱、免费、天气、酒店、冬瓜山、氛围、事情、烧烤、下楼、夏天、露营、丰盛、照片、一点、温泉、亮丽、没想到、树木、软垫、长沙、奶思、卫生间、距离、天宝兄弟、哈哈哈、本来、厨房、靠山、阳光、沙发、前庭、寒冷、锁死、漂亮、这家,0.028571
Topic2,22,干净、卫生、环境、房间、设施、服务、楼下、齐全、舒服、推荐、不错、超级、民宿、耐心、长沙、效果、体验、位置、地理位置、愉快、管家、好吃、感觉、元旦、性价比、热情、整体、隔音、满意、亲切、伴手、小姐姐、餐馆、小吃、整洁、早餐、舒适、岳麓山、宽敞明亮、暖暖的、布局合理、还行、追剧、欢笑、情调、厨房、够朋友、值得、妥妥、前一晚、图片、优秀、节日、绿色植物、顺便、景点、排名、轻微、娱乐、巨多、院子、城景、奶茶、事先、惬意、几家、图书馆、很足、求助、地铁口、工作人员、超市、睡衣、周边、哈哈哈、出差、整整齐齐、毛巾、便利、感谢、东西、礼酱、暖气、酒店设计、实用、就行了、第四、天幕、开心、桌椅、放好、口味、马桶、吃货、孩子、麦当劳、影响、完善、餐桌、好多,0.057143
Topic3,39,房间、不错、民宿、干净、喜欢、服务态度、环境、朋友、服务、推荐、体验、酒店、入住、舒服、特别、舒适、位置、好看、适合、设施、卫生、下次、聚会、装修、细节、超级、拍照、这家、很大、老板、整体、热心、马桶、小姐姐、好吃、感觉、很漂亮、细致、开心、景点、一家、照片、毛巾、挺大、煮茶、安静、早餐、齐全、地方、很棒、卫生间、公寓、那种、围炉、贴心、几个、聚住、用心、拖鞋、一线、沙发、快捷、列表、小孩、小酒、哈哈哈哈、网络、洗漱、网速、小贺、繁华、挑不出、订错、牛奶、私人、院子、度过、店门口、浴巾、大学城、风筒、下午茶、美美、电影、用品、便捷、消毒、出行、寒日、保洁、特色、洗衣机、一碗、帮忙、泡温泉、打扫、第二次、看得出、团建、时间,0.1013
Topic4,35,酒店、房间、舒服、服务、设施、真的、热情、环境、特别、干净、舒适、体验、民宿、老板、适合、很好、管家、推荐、很棒、拍照、这家、围炉、卫生、煮茶、早上、隔音、不错、冬天、长沙、齐全、贴心、名宿、好评、夜景、值得、一家、用心、早餐、喜欢、睡懒觉、旅游、超级、小姐姐、总体、泡澡、温泉、牛奶、优雅、下次、感觉、整洁、装修、区别、友好、雷点、店长、房型、楼下、原因、欣赏、晚上、太棒了、布置、简约、设计、打卡、湘江、一楼、很漂亮、机会、温馨、感到、宝贝、入住、态度、很大、完美、美食、夏天、网红、照片、老板娘、朋友、泳池、特意、地方、热闹、热情周到、智能、发现、花瓣、暖暖的、室外、一口、放心、惊艳、标准、长沙市、色调、罗汉床,0.090909
Topic5,15,房间、感觉、酒店、入住、超级、保洁、服务、民宿、电梯、房东、不错、退房、真的、喜欢、到位、建议、景色、阿姨、大堂、离开、办理、管家、风景、浴缸、出片、便捷、程序、打卡、打扫、夜景、晚上、五一广场、装修、卫生、冬天、人员、设施、舒服、驻店、位置、特别、环境、强烈建议、昨天、送餐、不太好、被子、浴室、完好、培训、只能、巴适、试试、文和友、牛奶、更换、柠檬、玫瑰花、太小、不远、房型、泡澡、小狗、太平街、员工、围炉、提前、不知、安逸、敲门、停车、房卡、提出、第一次、节省、小时、预定、泡池、还给、店家、啊啊啊、告知、老板、收藏夹、过生日、鼻子、说话、电影、环形、楼梯、空空、几天、地点、美中不足、沟通、关上灯、烈士、更好、延时、性价比,0.038961
Topic6,54,房间、干净、卫生、入住、服务、体验、超级、整洁、交通、喜欢、出行、特别、位置、下次、不错、环境、风格、民宿、管家、舒服、推荐、热情、设施、长沙、满意、感觉、装修、选择、真的、酒店、房东、齐全、楼下、很好、价格、设计、视野、窗外、超好、大学城、五星、很棒、地铁口、宽敞、安静、整体、便利、老板、回复、温馨、太阳、楼层、强烈推荐、几天、机场、舒适、小姐姐、找到、旁边、清新、米粉、指南、博物馆、五一、江景、好看、清晰、五一广场、好吃、空间、坐地铁、友好、愉快、前台、贴心、投影、暖气、围炉、正好、号线、特色、煮茶、实惠、开心、地方、好评、内容、一览无余、辛苦、洗澡、有事、隐藏、好找、吃货、那天、投屏、细致、没想到、便宜、无与伦比,0.14026
Topic7,22,哈哈哈、特别、房间、喜欢、环境、推荐、舒服、老板娘、民宿、服务、装修、长沙、卫生、下次、设施、酒店、干净、便利、交通、贴心、值得、位置、周边、完善、用心、咖啡店、这家、整洁、光线、打卡、封顶、居住、公寓、布置、布局、真的、入住、床垫、很软、大片、管家、泡温泉、小朋友、楼下、晚上、超级、满意、安静、送到、舒适、适合、脑子、记得、啊啊啊、设计、睡着、公区、风格、很大、好看、篝火、桔子、优美、停车、不太好、齐全、对面、罗汉床、香香的、花园、写字楼、纯白、自驾、淡季、外卖、巷子深、分钟、旁边、周末、化妆镜、坐在、泡池、到位、特产、好吃、带有、产品、中式、一家老小、马场、距离、提前、完美、灯光、湘江、朋友、摘下来、餐厅、两张床、步行街,0.057143
Topic8,18,环境、房间、民宿、满意、干净、特别、体验、酒店、小姐姐、景色、围炉、提前、一家、女朋友、天气、长沙、不错、喜欢、煮茶、舒适、热情、很好、推荐、超级、温馨、服务态度、市中心、能住、手礼、前台、拍照片、出片、氛围、放在、喝茶、江景、窗户、艺术、热闹、机会、团建、宝藏、很漂亮、很足、接待、回来、幸运、稍微、去逛、泳池、再来、活动、份伴、泡温泉、几天、帮忙、团队、画廊、开心、他家、绝子、消费、满分、每次、价格、用心、公共、顶楼、餐食、出门、拍照、暖气、完善、池子、小时、感绝、设备、晚才、预想、放松、预定、晚上、放水、实惠、经济、很棒、时尚、完好、冬天、洁净、宽敞、夜去、闹市区、服务、装修、再续、下次、卫生、大学、真的,0.046753
Topic9,16,房间、不错、酒店、热情、服务、推荐、环境、拍照、下次、整洁、干净、宽敞、好看、设施、很大、围炉、整体、老板、体验、卫生条件、客服、网红、地点、对面、满意、投影、真的、没得说、小姐姐、早餐、煮茶、长沙、楼下、感觉、电影、卫生、橘子、游玩、有求必应、好吃、细节、花瓣、原以为、投影仪、控制、影院、层高、露营、水果、十几分钟、小吃街、打麻将、床上、东西、压抑、晚上、是绝、音乐、实用、泡温泉、酒吧、很熟、打车、观感、放心使用、物品、照片、爽歪歪、天宝兄弟、活动、地铁口、一点、坡子街、分钟、饮食、提水、奈斯、老街、要加、国金、太平、氛围、玫瑰、小家、前台、广场、太棒了、一次性、图书馆、客房、哈哈哈、装修、只用、投诉、这家、实在、公寓、玩累、免费、热风,0.041558
Topic10,12,房间、设施、推荐、干净、入住、齐全、舒适、温馨、宽敞、空间、装修、很快、客厅、布局、不错、六个、满意、环境、位置、长沙、洗澡、刚刚、小酌、惬意、洗漱、五星、冬天、价格、影响、升温、停车、一家、三天、宠物、壁炉、喜欢、三家、美食、景色、周边、看不到、充足、潮宗、出行、地方、古街、夜市、五一广场、完美、轮流、贴心、配品、一杯、很齐、耐心、出游、风格、一点、工作人员、湘江、投影、整洁、安心、智能、比较严重、夜景、舒服、热水、首选、用品、朋友、体验、看着、细致、开阔、强烈推荐、好评、服务态度、店长、餐厅、暖和、到位、完好、质量、空空、用心、值得、优美、民宿、时尚、轻松、哇塞、简约、卫生、友好、超级、风景优美、特别、文和友、太平街,0.031169
Topic11,12,老板、不错、干净、热情、环境、整洁、卫生、服务、民宿、真的、泳池、好玩、解决、出差、优美、开心、景色、泡浴、露台、效果、地理位置、整体、款待、位置、十分高兴、体验、谢谢、服务态度、装修、贴心、特别、设施、下次、舒服、特意、享受、柠檬、温泉、极米、岳麓区、密码、白色、真太、水果、每次、环境优美、便捷、晒太阳、这款、烟花、喝茶、落地窗、一段、在线、投影、碰上、江景、大屏、很好、亲子、博物馆、好吃、床品、环境卫生、对面、近期、很棒、出游、一级、鲜花、推荐、距离、选择、五一广场、有求必应、管家、美食街、机会、入住、一家、空调、影院、高雅、住宿、朋友、投影仪、两家、清爽、店主、采光、相符合、期待、餐厅、出行、巨幕、快速、响应、适合、楼下、夜景,0.031169
Topic12,17,特别、环境、不错、服务、位置、房间、出门、管家、干净、喜欢、安静、推荐、下次、卫生、朋友、酒店、旁边、程序、笨萝卜、办理、地理位置、热情、晚上、闹中取静、温馨、东茅街、设施、开心、他家、隔音、入住、价格、退房、体验、住宿、家里、网红、中古、牙具、比住、老板、质量、地方、极力推荐、奶油、效果、房屋、日料、便利、不远处、一家、面积、完美、还给、实惠、几个、这家、法式、著名景点、阿姨、驱寒、拍拍、别致、商业街、喝茶、小吃、便捷、升级、床单、友好、洗澡、态度、应有尽有、特产、环境卫生、不想、五一广场、太好了、小小、拖鞋、小巷子、操作、主动、投影、冰箱、茶颜、巨好、巷子、适合、长沙、算是、茶杯、学校、氛围、楼下、贴心、装修、第二次、强力、不到,0.044156
