Unnamed: 0,Unnamed: 1,Unnamed: 2,评论内容,fenci,情感得分,情感类别,主题概率,主题类型
于2023年12月入住,家庭亲子,5.0,酒店设施非常完善 ，卫生干净 ，周围包括里面环境也很好 ，隔音效果也非常好 ，重点是最最好的是服务，基本上都是有答必应（能帮助到我们的），求助了工作人员 非常有耐心的帮忙 很感谢！,酒店设施 完善 卫生 干净 包括 环境 隔音 效果 重点 服务 有答 必应 求助 工作人员 耐心 帮忙 感谢,-0.4349242972484364,负面,"[(2, 0.9479141)]",2
于2023年12月入住,情侣出游,5.0,很好的一家店，环境很好哦，非常干净。店内复古风格我很喜欢，非常不错的一次出行体验。离五一广场很近，附近有很多可以逛的店铺，下次来还会选择这里哦！,很好 一家 环境 干净 复古 风格 喜欢 不错 出行 体验 五一广场 店铺 下次 选择,0.9999558634568642,正面,"[(6, 0.93749726)]",6
于2023年12月入住,朋友出游,5.0,性价比极高！非常干净舒适，这周过来长沙很冷，暖气非常的足不用担心冷。房间设施配备齐全，吹风筒还是戴森的，这点太赞了！,性价比 干净 舒适 长沙 暖气 不用 担心 房间 设施 配备 齐全 吹风 戴森,0.8998070479872122,正面,"[(14, 0.9330323)]",14
于2023年12月入住,朋友出游,5.0,房间很整洁，环境也很漂亮，拍照特别特别出片，推荐！,房间 整洁 环境 很漂亮 拍照 特别 特别 出片 推荐,0.9943913139909104,正面,"[(12, 0.38470268), (13, 0.5277945)]",13
于2023年12月入住,朋友出游,5.0,好看！喜欢！特别好！,好看 喜欢 特别,0.7548539148269335,正面,"[(0, 0.015625205), (1, 0.015625205), (2, 0.015625196), (3, 0.7656218), (4, 0.015625207), (5, 0.015625203), (6, 0.01562521), (7, 0.015625231), (8, 0.015625212), (9, 0.015625203), (10, 0.0156252), (11, 0.015625201), (12, 0.01562536), (13, 0.015625197), (14, 0.015625203), (15, 0.0156252)]",3
于2023年12月入住,朋友出游,5.0,很好 推荐 很漂亮 服务也很好,推荐 很漂亮 服务,0.920821409281546,正面,"[(0, 0.015625395), (1, 0.015625384), (2, 0.015625397), (3, 0.015625417), (4, 0.76561916), (5, 0.015625386), (6, 0.015625393), (7, 0.015625395), (8, 0.015625393), (9, 0.015625395), (10, 0.015625393), (11, 0.015625386), (12, 0.015625395), (13, 0.015625399), (14, 0.01562539), (15, 0.015625384)]",4
于2023年12月入住,情侣出游,5.0,房间环境很好，客服态度也非常好，一楼有一个大沙发，还有投影仪 可以看电影，二楼有我最爱的4，玩了一晚上双人成行，真的太适合周末度假了！！民宿旁边吃吃喝喝的店超级多，还临地铁口，出门就可以到处玩，地段也很完美,房间 环境 客服 态度 一楼 沙发 投影仪 电影 二楼 最爱 晚上 双人 成行 真的 适合 周末 度假 民宿 旁边 吃吃喝喝 超级 还临 地铁口 出门 地段 完美,0.6416810664617287,正面,"[(4, 0.9652747)]",4
于2023年12月入住,朋友出游,5.0,很不错，非常的好，设施齐全舒适，卫生干净，环境很好，服务也不错，值得推荐！绝对不会踩雷的！,不错 设施 齐全 舒适 卫生 干净 环境 服务 不错 值得 推荐,0.9993752259382612,正面,"[(0, 0.9218743)]",0
于2023年12月入住,家庭亲子,5.0,写字楼下周围吃的很丰富，交通很方便，离马场地铁口10分钟的距离。两张床，房间够大。一家老小住很合适。,写字楼 交通 马场 地铁口 分钟 距离 两张床 房间 一家老小 合适,0.3798294028672586,正面,"[(7, 0.9147672)]",7
于2023年12月入住,朋友出游,5.0,非常喜欢梦 每次出门都是预定梦 坏境好价格优惠,喜欢 每次 出门 预定 价格 优惠,0.1676530868107528,正面,"[(8, 0.8660654)]",8
于2023年12月入住,朋友出游,5.0,环境特别好 住在里面特别温馨卫生也特别安静,环境 特别 特别 温馨 卫生 特别 安静,0.899938590016993,正面,"[(12, 0.8828114)]",12
于2023年12月入住,情侣出游,5.0,住的感觉非常好，投影和游戏机的体验感也很棒，和商家沟通起来非常轻松有问题也能及时解决！赞！,感觉 投影 游戏机 体验 很棒 商家 沟通 轻松 解决,0.2627897446769327,正面,"[(15, 0.9062475)]",15
于2023年12月入住,其他,5.0,入住舒适 下次继续订这家,入住 舒适 下次 这家,0.1430981023961721,正面,"[(0, 0.012500223), (1, 0.012500223), (2, 0.012500215), (3, 0.8124967), (4, 0.012500226), (5, 0.012500219), (6, 0.012500228), (7, 0.012500226), (8, 0.012500218), (9, 0.012500221), (10, 0.012500223), (11, 0.012500216), (12, 0.012500223), (13, 0.01250023), (14, 0.01250023), (15, 0.012500218)]",3
