,word,counts
0,便宜,63
1,激活,41
2,麻烦,38
3,不错,36
4,最差,34
5,厉害,29
6,谨慎,23
7,慎重,22
8,确实,20
9,流畅,20
10,稳定,19
11,充满,19
12,太慢,19
13,模糊,17
14,耐用,16
15,虚假,15
16,频繁,15
17,糟糕,15
18,倒霉,14
19,不爽,13
20,成功,13
21,郁闷,13
22,糟心,12
23,连续,12
24,纯纯,10
25,不灵,10
26,不通,9
27,妥妥,9
28,烦死,9
29,松动,9
30,疯狂,8
31,愉快,8
32,失效,7
33,健康,7
34,准确,7
35,忠实,6
36,舒服,6
37,很大,6
38,完整,6
39,耐心,6
40,详情,5
41,不亮,5
42,很烂,5
43,尴尬,5
44,不小,5
45,烦人,5
46,正好,5
47,不动,4
48,良心,4
49,清晰,4
50,完单,4
51,发霉,4
52,不良,4
53,固定,4
54,寂寞,4
55,敏感,4
56,很小,4
57,漂亮,4
58,完好,4
59,费劲,4
60,最低,4
61,真烂,4
62,无效,3
63,惊喜,3
64,简单,3
65,细微,3
66,不易,3
67,不好意思,3
68,很烦,3
69,危险,3
70,较差,3
71,高配,3
72,恶劣,3
73,迟钝,3
74,火大,3
75,平均,3
76,不稳,3
77,挺好,3
78,平衡,3
79,辛苦,2
80,犹豫,2
81,拖沓,2
82,狂暴,2
83,均匀,2
84,很好,2
85,奇慢,2
86,惊讶,2
87,很脏,2
88,优秀,2
89,着急,2
90,充当,2
91,舒适,2
92,着重,2
93,顺畅,2
94,严谨,2
95,极限,2
96,重进,2
97,欣喜,2
98,惊艳,2
99,仔细,2
