所属主题,文章数量,特征词,主题强度
Topic0,8,感觉、店家、老板、走路、户外、特别、真的、房间、性价比、行程、体验、温柔、声音、五一广场、春节、少部分、二路、费用、整体、非常适合、介绍、烧烤、玩耍、泳池、以内、信息、五分钟、阳台、居住、小孩子、位置、美食、地铁、一晚、夏天、喜欢、设计、长沙、愉快、酒店设施、商家、耐心、态度、营地、感谢、很漂亮、民宿、有变、理解、惬意、还行、老板娘、配合、十分钟、热情、再来、不错、环境、服务、干净、酒店、服务态度、卫生、舒服、满意、设施、不值、小巷子、温馨、齐全、样子、地理位置、超级、好好、下次、推荐、入住、值得、贴心、很棒、舒适、装修、晚上、周到、步行、周边、投影、出行、坡子街、两个、机会、房东、智能家居、距离、到位、热心、行李、适合、这家、楼下,0.051948
Topic1,15,民宿、不错、老板、干净、房间、服务、环境、酒店、咖啡、拍照、价格、卫生、推荐、晚上、微信、设施、店家、地方、特色、五一广场、水面、入住、年前、到位、开心、周边、智能、温馨、一家、值得、装修、小酒馆、位置、齐全、舒服、贴心、长沙、整体、第三、楼下、房间内、早餐、停车、安静、只能、两只、早上、衣服、冰箱、饮品、负责人、当天、年后、回应、效果、家用、安逸、洗澡、民谣、热水、度假、绿色、打开、满意、隔壁、半小时、解决、便捷、剥落、哥哥、有误、夜宵、攻略、马桶、坡子街、步行、墙面漆、位子、惬意、停不下来、美中不足、开门、优惠、设备齐全、搭建、整间、热水器、回来、冷门、地段、美食、没法、导致、靠近、一整片、续住、热情、游玩、地理位置、体验,0.097403
Topic2,9,服务、老板、小度、热情、民宿、房间、环境、阳光、喜欢、五星、长沙、老板娘、惬意、智能、很棒、孩子、不错、好评、舒服、木门、选择、是因为、投影、好吃、五一、市区、走路、中南大学、室内、放松、日系、地铁站、周边、加热、文创、还给、自动、缘故、宝藏、李自健、攻略、院子、社区、价格、整体、体验、分钟、大吉、小姐姐、马桶、湖景、周到、泡池、米粉、冬天、格调、安静、白天、遥控、设施、室外、五一广场、兔年、妥妥、预定、超大、可爱、早餐、装修、美术馆、岳麓山、卫生、隔音、开心、买买、超好、直木、设计师、感觉、吸引、河景、合适、好人、新装修、机会、温泉、图片、别提、下次、中古、氛围、干净、有个、入住、五分钟、开灯、同学、智能家居、停车、晒太阳,0.058442
Topic3,8,民宿、服务、坡子街、不错、很好、地理位置、房间、拍照、后栋、设计、这家、环境、适合、位置、国金中心、不算、安排、公共、日落、无宿、对面、酒店、配色、明亮、真心、江景、绝美、好看、远云玺、高品质、卫生条件、莫兰迪、朋友、生活、地铁站、海信广场、浴缸、店长、延迟、公寓、国金、评价、总体、长沙、小伙伴、太平街、满意、西华、机会、体验、隔音、有意思、到达、结束、舒服、稍差、落地窗、步行街、茶颜悦色、一点、一点点、真的、解放、步行、投影、入住、选定、酒吧、前栋、感觉、区域、下次、终于、全景、黄兴路、奶油、舒适、很棒、喜欢、一年、露台、店名、好好、风格、北塔、干净、公社、复式、更好、民俗、优选、很早、出去玩、市中心、有个、围着、老板、热情、设施、卫生,0.051948
Topic4,8,长沙、房间、不错、东西、真的、号线、干净、超级、民宿、老板娘、电梯、地铁、安静、太好了、舒适、五一广场、位置、密码、地段、喜欢、地铁站、服务、两只、微信、快递、叫外卖、特别、房间内、离开、很大、空间、接受、临时、卫生间、管家、点点、逛逛、半夜、车里、体验、超市、装修、停车场、蛮大、黄兴广场、无良、橘子洲、干干净净、设施、西路、解放、很漂亮、重重的、真心、感觉、解决、印象、超好、吾辈、贴心、庙街、不火、值得、滴滴、二楼、随手、店家、身份证、很棒、洗衣机、很快、还好、感恩、惬意、楷模、环境、本来、地理位置、司机、湘江、感谢、小姐姐、南塔、小孩、天理难容、发红包、房东、地下、惊喜、小时、服务态度、下次、行程、院子、老板、齐全、希望、回复、一站、晒太阳,0.051948
Topic5,12,房间、舒服、五一广场、干净、舒适、地理位置、民宿、距离、下楼、打扫、优越、安静、走路、环境、特别、一条、文和友、老街、贴心、超级、满意、落地窗、哥哥、挑一、餐厅、庆幸、三晚、卫生间、旅游、值得、闺蜜、洗漱、万里、好吃、阳台、橘子洲、第一夜、容纳、夜景、楼下、一点、小夜灯、步行、不远、气质、服务态度、很漂亮、法式、空间、态度、地铁、窗外、唯一、几家、行李、几分钟、十分钟、服务、瑕疵、拍照、热心、复古风、景色、博物馆、客服、独特、绝望、整洁、小小、完美、连住、只能、便利、超出、晚上、被子、周边、江边、老板、这家、温馨、干干净净、宝藏、老字号、坡子街、环境卫生、上楼、古街、米粉、巷子、潮宗街、结伴、长沙、十多分钟、交通、壹盏灯、酒店、适合、位置、回来,0.077922
Topic6,4,好好、咖啡、晚上、喜欢、早上、供应、手冲、民宿、店员、媲美、文和友、造景、几步、真的、房东、一层、拍拍、经典、笑笑、随手、房间、性价比、不错、每次、广告牌、地理位置、特别、服务态度、失望、安静、酒店、照片、重度、实在、点钟、此行、聊聊、意式、便宜、爱好者、早餐、住店、店家、七点、豆子、第一晚、名头、设施、芳华、离店、八点半、细问、亚朵、喝到、冲着、长沙、晚餐、消费、不想、一间、老板、本来、浓缩、想着、收费、不算、楼下、状态、喝咖啡、环境、服务、干净、热情、舒服、卫生、满意、舒适、整体、再来、五一广场、小巷子、样子、位置、不值、周到、推荐、超级、感觉、齐全、值得、温馨、坡子街、行李、下次、热心、入住、距离、贴心、装修、很棒,0.025974
Topic7,8,房间、法式、入住、长沙、干净、服务、正街、免费、花园、热情、小楼、露台、设施、一点、老板、咖啡厅、二楼、罗马、名宿、停车、宠物、区域、轻松、过年、对外、异味、一楼、一趟、阳台、合影、细节、还好、很大、简单、逛逛、浪漫、空调、性价比、走廊、房东、出门时、冬天、夏天、房问、景点、舒适度、暖暖的、整洁、四楼、不错、蔷薇花、十年、整体、特别、讲究、帮忙、地址、楼下、同价位、前台、齐全、隐藏、天气、八百多、太阳、狗狗、舒服、拍拍、一年、地理位置、拍照、温馨、独栋、贴心、足够、步行街、二三、隔壁、自费、小时、体验、空间、满意、十分钟、卫生条件、逛街、黄兴、店面、一整、走路、效果、公区、制热、假日、友好、环境、潮宗街、装修、整栋、自驾,0.051948
Topic8,11,民宿、感觉、房间、不错、老板、位置、酒店、热情、环境、入住、好吃、设施、特别、行李、长沙、洗手间、广场、头发、总体、唯一、洗澡、分离、地板、楼下、卫生间、整体、客服、靠窗、这家、干湿、公寓、一条、空间、芙蓉、齐全、一遍、服务、很好、地铁、五一广场、老板娘、导致、房客、空调、阿姨、潮宗街、干净、景点、几天、出行、那一刻、咖啡、市中心、澳门、吓人、开开关关、面积、号线、提前、购物、消息、街道、温馨、自助式、餐厅、灰尘、中午、发现、建议、商圈、半边、开得、微微、瓜子、就行了、半小时、不贵、洗衣机、软硬件、后楼、下次、逛街、一种、热水器、闹中取静、很棒、中规中矩、到位、携程、坐地铁、免费、小心翼翼、一开、靠着、亲测、三晚、关门、下午、整理、露台,0.071429
Topic9,8,房间、超级、不错、满意、舒适、友好、下次、设施、干净、民宿、喜欢、一点、旅店、白色、匆忙、情况、紧邻、接触、打扫、基本一致、小朋友、坡子街、浴室、对面、湘江、地方、一家人、智能、景区、真的、所得、早餐、暖气、愿待、环境、设备、信息、很足、在线、景点、所见即、老板娘、再来、长沙、屋内、闹中取静、马路、图片、散步、小吃街、很大、体验、服务、出门、临水、很棒、冬瓜山、热心、离开、市中心、卫生、装修、自由、宠物、干干净净、需求、景色、五一广场、名宿、房东、位置、距离、算是、老板、性价比、热情、服务态度、酒店、小巷子、整体、不值、温馨、特别、值得、店家、入住、样子、舒服、步行、贴心、推荐、地理位置、齐全、感觉、出行、周到、耐心、空间、腔调、还行,0.051948
