所属主题,文章数量,特征词,主题强度
Topic0,36,满意、民宿、干净、服务、房间、不错、位置、环境、管家、舒服、出行、用心、晚上、下次、卫生、喜欢、体验、入住、水果、真的、装修、设施、热情、品牌、朋友、特色、早餐、拍照、闹中取静、整洁、齐全、放松、选择、漂亮、适合、一家、主人、出游、周到、挺好、小朋友、贴心、宽敞、酒店、更好、空调、前台、温馨、这家、住宿、边上、灯光、泡澡、很棒、建议、开心、房东、马桶、完美、新鲜、长沙、推荐、帮忙、阿姨、风格、好吃、地铁站、效果、吃饭、店家、开会、顺畅、聊天、旅途、晚餐、坐在、餐饮、套房、聊聊天、洗漱、一览无遗、银耳、抵达、茶点、安静、最舒服、就行了、提供、依山、安排、份量、黄兴、临睡前、红书、秋天、分钟、用品、闺蜜、培元、聚会,0.10435
Topic1,18,民宿、房间、真的、长沙、干净、管家、小姐姐、周边、舒适、特别、茶颜悦色、景点、图片、舒服、推荐、设施、服务、晚上、美食、拍照、酒店、入住、卫生、强烈推荐、氛围、这家、感觉、洗澡、热情、位置、满意、下次、更好、终于、告知、早餐、感到、一趟、旅游、地理位置、空气、岳麓山、赠送、整体、好吃、早上、浪漫、浴缸、国庆、湘江、不错、蜘蛛、出行、交通、地方、齐全、温馨、边上、一点、睡觉、惬意、微信、打卡、超级、地铁、南站、饭店、烟霞、细心、夸张、卫生间、体验、隔音、程度、店家、完美、碰到、潮宗街、用品、电话、专程、爬虫、宿主、房型、清新、设计、优化、早饭、投影、不热、个人感觉、市区、有史以来、下午茶、配套、城市、哈哈哈、名不虚传、吵闹、朋友,0.052174
Topic2,22,下次、房间、干净、五一广场、满意、长沙、设施、江景、入住、推荐、体验、舒服、朋友、安静、江阁、杜甫、位置、橘子洲、晚上、酒店、房东、不远、交通、空气、这家、品质、旅程、夜景、不错、卫生、一览无余、湘江、选择、热情、设计、值得、感觉、服务、区别、所得、广场、小朋友、夜观、小吃、街市、简约、好看、很好、两天、散步、提前、岳麓山、自驾、行李、第二次、异味、书院、一流、入户、中央空调、扑面而来、壁炉、细致入微、热闹、第一印象、小吃店、温暖、有问必答、电梯、一楼、地铁口、时间、布草、视野、洗衣机、用品、大自然、宣传、环境优美、玩乐、机会、整洁、沿江、出乎意料、文和友、预定、小酌、沙发、隔音、停车场、亲近、小吃街、温馨、几个、超好、木香、住房、紧张、一百米、耐心,0.063768
Topic3,14,民宿、环境、热情、设施、房间、安静、推荐、喜欢、满意、小孩、江景、老板、宽敞、电梯、服务、干净、特别、天宝兄弟、隔音、马路、潮宗街、酒店、效果、小院、推车、寄存、值得、下次、湘菜、卫生、屋前、井井有条、人带、打卡、开心、帅哥、打扫卫生、退款、对面、国金中心、展示、很棒、聚会、出游、两个、改变、出行、当天、相符、智能、周边、楼下、留意到、不用说、设计、全家、大方、住宿、结束、一条街、东西、整体、服务员、新装修、外面、吃饭、耳塞、完善、景点、咖啡屋、打理、押金、看得出、爸妈、区域、超赞、这家、层高、好久、惬意、一行、行李、美食街、江边、游玩、温馨、精致、风格、人员、过长、看法、文艺、下楼、房型、桂花树、小姐姐、很漂亮、沁人心脾、地方、茶颜悦色,0.04058
Topic4,24,地理位置、下次、卫生、环境、长沙、民宿、房间、设施、舒服、舒适、位置、满意、锁死、干净、特别、不错、热情、酒店、好好、楼下、齐全、床垫、推荐、一家、江景、贴心、湖南、挺舒服、五一广场、心情、小吃、选择、视野、这家、国金、工作人员、橘子洲、配备、坡子街、小姐姐、环境卫生、入住、服务、感觉、卸妆、美术馆、眼罩、伟人、清洗、法式、湘雅医院、距离、三口、步行、幽静、太漂亮、眺望、客服、还定、步行街、往后、陷落、性价比、疲惫、预定、丢掉、很好、放松、潮宗街、小别墅、对面、好用、尽责、姐姐、低落、边上、投影仪、母校、滴滴、设备齐全、那种、新风、用品、地铁口、不好意思、谢子龙、小伙伴、时代广场、真的、有求必应、第一、交通、适中、周边、周到、一种、软硬、质感、国庆、期待,0.069565
Topic5,24,干净、特别、房间、卫生、舒服、环境、地方、值得、老板、服务、小姐姐、感觉、热情、入住、舒适、民宿、安静、整洁、风格、打车、洗漱、哈哈哈、真的、长沙、电话、发现、下次、前台、床单、好吃、异味、性价比、楼上、齐全、闹中取静、潮宗街、强烈推荐、续房、晚上、管家、位置、不错、反馈、回复、女儿、气氛、到位、打电话、设计、挂不住、两个、提示、乡下、旁边、夜景、进出、后会、离麓、投影仪、地铁、照片、下单、没得说、输入、心情、原本、肯定、小时、麻将桌、办理、楼梯、博主、好多、商圈、不失、国庆、孩子、清清楚楚、有求必应、工作人员、消息、没了、好意思、热情周到、棒棒、态度、扫码、地铁口、优惠、村里、直木山、脸上、洗衣机、挺不错、不远、一间、毛发、耐心、泡澡、简约,0.069565
Topic6,11,房间、环境、服务、不错、民宿、干净、寄存、下次、行李、江景、温馨、楼下、舒适、满意、热情、浴缸、茶颜、可惜、超级、热心、度假、没去、便利、二中、团建、位于、古街、戴森、太太、后院、一间、酒店、有个、值得、投影仪、解放、老板、出入、同事、店长、马桶、很软、太平街、潮宗、很大、开心、小姐姐、很漂亮、店主、洗手间、蚊子、笨萝卜、细心、无敌、床头、安静、国庆、后山、贴心、打卡、特别、发现、适合、舒服、网红、一站、行程、推送、推荐、周边、城景、吹风机、智能、院子、一家人、下楼、设施、眼罩、每次、此家、交通、榻榻米、空间、露台、喜欢、布置、市中心、日出、出行、耳塞、卫生、房型、位置、体验、整洁、入住、真的、长沙、服务态度、齐全,0.031884
Topic7,16,干净、不错、房间、环境、整洁、卫生、特别、体验、管家、服务、热情、智能、烤面包、门口、地方、推荐、下次、安静、充电器、真心、屋内、电动车、桂花、了下、十分钟、赶上、停车场、干干净净、自然、耐心、很棒、空空、放松、第二次、超赞、出差、前台、科技、空气清新、老板、充电、郑州、马桶、强烈推荐、最爱、岳麓山、背靠、旅游、夜丘、乐趣、感觉、很好、坡子街、有个、住店、边上、院子、装修、惊喜、追求、老板娘、齐全、好喝、不太好、一尘不染、大门、挺大、真的、房东、电车、长沙、咖啡、潮宗街、设施、位置、布局、小吃街、舒服、到位、分都、入住、停车、身心、温馨、爱好、满意、民宿、舒适、服务态度、喜欢、晚上、很大、值得、交通、出行、酒店、好吃、名宿、超级、便利,0.046377
Topic8,39,不错、房间、干净、位置、卫生、民宿、真的、长沙、安静、环境、服务、老板、酒店、特别、设施、很大、齐全、晚上、入住、这家、舒服、周边、惬意、性价比、超级、服务态度、好看、整洁、旁边、出门、适合、橘子洲、风格、开心、庭院、两个、露台、布置、便利、交通、私汤、出行、装修、热情、地方、下次、房子、总体、免费、地铁站、好吃、旅游、拍照、朋友、不远、下午茶、设计、表弟、泡泡、好喝、态度、愉快、强烈推荐、打卡、选择、担心、冬天、户外、喜欢、品质、空间、老板娘、唯一、布草、质量、院子、优越、整体、二楼、不算、体验、图片、温馨、笨萝卜、休息、值得、帮忙、冰箱、随便、国庆、退房、床品、管家、本地人、舒适、小店、拥挤、很久、夜景、哇塞,0.11304
Topic9,25,房间、干净、不错、整洁、民宿、服务、院子、性价比、位置、喜欢、阳光、行李、小姐姐、下次、舒服、适合、很漂亮、安静、老板、一家、环境、入住、长沙、酒吧、下午茶、出去玩、管家、舒适、店长、外面、超好、前台、酒店、很大、需求、设施、绿荫、晚上、推荐、特别、交通、值得、风景、超级、卫生、开心、电话、询问、硬件、咖啡厅、临时、大气、合适、零食、时刻、玻璃房、旅游、葱葱、下功夫、桂花树、装饰、洗衣机、分离、没想到、箱子、聊天、了到、宜人、温暖、起床、朋友家、隔音、真的、合伙人、白白胖胖、几个、格调、周到、亲切、醒来、一只、哇塞、略有、身上、落地窗、同类、意外、傍晚、入睡、季节、行李箱、可爱、拉满、想逛、细致、攻略、距离、关注、玩住、坐在,0.072464
