word,counts
trait,1
manager,1
chers,1
credit,1
coworkers,1
building,1
idea,1
met,1
coworker,1
didn,1
conect,1
linkedin,1
pivot,1
oportunity,1
grow,1
top,1
change,1
emie,1
faust,1
suces,1
lie,1
preparation,1
stay,1
focused,1
kep,1
stres,1
bay,1
knowing,1
devote,1
energy,1
santosh,1
yadav,1
diverse,1
team,1
benefit,1
busines,1
hanah,1
awonuga,1
ned,1
workplace,1
day,1
ryan,1
hopkins,1
join,1
conversation,1
alexis,1
haselberger,1
wil,1
identify,1
deal,1
digital,1
distraction,1
htps,1
pronoun,1
fowlkes,1
phd,1
