Unnamed: 0,Unnamed: 1,Unnamed: 2,评论内容,fenci,情感得分,情感类别,主题概率,主题类型
于2023年6月入住,朋友出游,5.0,太喜欢这间名宿啦～地理位置很好就在市中心附近 一楼就是咖啡馆 从房间门口出来就是长沙很火的网红景点 大花窗 可以换上衣服美美的来拍照 房间里的设施也很齐全应有尽有！很干净很整洁 还有一面超大的镜子 没人可以拒绝 整体很温馨～楼下有很多店铺 吃东西什么都很方便 强烈推荐家人们来旅游可以首选这家哦！,喜欢 名宿 地理位置 很好 市中心 一楼 咖啡馆 房间 门口 长沙 很火 网红 景点 大花 换上 衣服 美美 拍照 房间 设施 齐全 应有尽有 干净 整洁 超大 镜子 拒绝 整体 温馨 楼下 店铺 东西 强烈推荐 旅游 首选 这家,0.9999999536157282,正面,"[(7, 0.2898115), (11, 0.6867619)]",11
于2023年6月入住,朋友出游,5.0,房间很好看！！配备戴森的吹风机这点很棒 女生长头发很快吹干 房间没来得及拍 但是楼下咖啡厅（住客免费打卡，不是住客78一位）很好拍！！！超级出片 场景很多 装修很有质感 床垫很舒服我们两个人来住，免费打卡相当于省了156！,房间 好看 配备 戴森 吹风机 很棒 生长 头发 很快 吹干 房间 楼下 咖啡厅 住客 免费 打卡 住客 一位 很好 超级 出片 场景 装修 质感 床垫 舒服 两个 免费 打卡 相当于,-0.1674466080791175,负面,"[(5, 0.9698907)]",5
于2023年6月入住,朋友出游,5.0,放假风格很好看 很干净 配置齐全 装修好看 服务也超级棒 地理位置适中 靠近五一 但是民宿附近又很安静 还可以拍照什么的 泰酷辣！！ 来长沙旅游或者探店什么的朋友们可以试试定他们家 不亏很赚,放假 风格 好看 干净 配置 齐全 装修 好看 服务 超级 地理位置 适中 靠近 五一 民宿 安静 拍照 酷辣 长沙 旅游 探店 朋友 试试 不亏,0.9999794309864078,正面,"[(12, 0.9626647)]",12
于2023年6月入住,朋友出游,5.0,房间很好看 楼下是咖啡厅 不过我到的比较晚没来得及好好参观一下 旁边还有个买手店 也没来得及逛 下次再去吧 很适合拍照 也挺方便的 离五一就一站路 附近也有很多吃的 民宿还有管家 如果有行李的话会来帮忙接 不过我当时没什么行李就没让来接 是很温柔的一个小哥哥 投影仪也很清楚 我都想买一个同型号的装家里了,房间 好看 楼下 咖啡厅 好好 参观 旁边 手店 下次 适合 拍照 五一 一站 民宿 管家 行李 帮忙 没什么 行李 温柔 哥哥 投影仪 同型号 家里,0.934521373787911,正面,"[(10, 0.96266544)]",10
于2023年6月入住,其他,5.0,位置在长沙市中心很方便 最好的一点管家小哥服务超级好、主动会帮我们提行李 房间卫生还挺干净整洁  一楼还是网红咖啡厅,位置 长沙市 中心 一点 管家 小哥 服务 超级 主动 行李 房间 卫生 干净 整洁 一楼 网红 咖啡厅,-0.5620448090075536,负面,"[(8, 0.9481462)]",8
于2023年6月入住,朋友出游,5.0,环境很好很多明星都来住过的耶 出行也很方便离吃饭的玩的地方都很近步行就能到 房间很大很宽敞很适合外出居住！,环境 明星 出行 吃饭 地方 步行 房间 很大 宽敞 适合 外出 居住,0.9683362453067016,正面,"[(10, 0.9282029)]",10
于2023年6月入住,朋友出游,5.0,房间很漂亮而且香香的！！阳台那里很出片 楼下有咖啡厅 然后房间外头就是很多人打卡的花窗,房间 很漂亮 香香的 阳台 楼下 咖啡厅 房间 外头 打卡 花窗,0.3238855167240115,正面,"[(8, 0.915148)]",8
于2023年6月入住,商务出差,5.0,非常舒服 适合来旅游的朋友入住 环境好 拍照也很出片 推荐！,舒服 适合 旅游 朋友 入住 环境 拍照 推荐,0.7094399500791495,正面,"[(7, 0.20233709), (13, 0.7013639)]",13
于2023年6月入住,情侣出游,5.0,服务很好，环境也好，拍照就更好啦,服务 环境 拍照 更好,0.6837471876547669,正面,"[(0, 0.0133341355), (1, 0.0133341225), (2, 0.013334125), (3, 0.013334116), (4, 0.013334123), (5, 0.013334148), (6, 0.01333416), (7, 0.41723266), (8, 0.013334148), (9, 0.013334143), (10, 0.40942356), (11, 0.013334138), (12, 0.01333417), (13, 0.013334145), (14, 0.013334123)]",7
于2023年6月入住,朋友出游,5.0,管家服务非常好 房间卫生干净整洁,管家 服务 房间 卫生 干净 整洁,0.1897334166678985,正面,"[(12, 0.3833601), (13, 0.49282882)]",13
于2023年6月入住,独自旅行,5.0,房间很舒服，推荐,房间 舒服 推荐,0.3626728994650006,正面,"[(0, 0.016666789), (1, 0.016666785), (2, 0.016666783), (3, 0.016666807), (4, 0.016666792), (5, 0.016666804), (6, 0.016666807), (7, 0.016666792), (8, 0.016666839), (9, 0.01666678), (10, 0.01666678), (11, 0.016666796), (12, 0.016666798), (13, 0.76666486), (14, 0.016666789)]",13
于2023年6月入住,独自旅行,5.0,太棒啦！！很出片！！,太棒,0.8011822071642303,正面,"[(0, 0.03333939), (1, 0.03333939), (2, 0.03333939), (3, 0.03333939), (4, 0.03333939), (5, 0.03333939), (6, 0.03333939), (7, 0.03333939), (8, 0.03333939), (9, 0.03333939), (10, 0.03333939), (11, 0.03333939), (12, 0.03333939), (13, 0.53324854), (14, 0.03333939)]",13
于2023年6月入住,商务出差,5.0,民宿很有风格，有格调，闹中取静，很舒服，一楼的咖啡馆也特别适合打卡拍照，每天都很多小姐姐拍照，下次不忙的时候一定要在这里喝杯咖啡好好休息一下。,民宿 风格 格调 闹中取静 舒服 一楼 咖啡馆 特别 适合 打卡 拍照 小姐姐 拍照 下次 不忙 喝杯 咖啡 好好 休息,0.9998289687181808,正面,"[(5, 0.95333076)]",5
于2023年6月入住,情侣出游,5.0,住宿很安静，还配备了戴森吹风机，真的不错,住宿 安静 配备 戴森 吹风机 真的 不错,0.660039152037236,正面,"[(14, 0.88332856)]",14
于2023年6月入住,朋友出游,4.7,房间很好看 就是我们两个人住有点浪费了 住四个人刚好！楼下茶颜 罗家臭豆腐 小龙虾什么都有 还不用排队 就是卫生可以再搞得好一点！离地铁站步行10分钟左右 去五一广场就几个站 很方便啦～下次去还会住这里！,房间 好看 两个 浪费 四个 楼下 茶颜 罗家 臭豆腐 小龙虾 不用 排队 卫生 一点 地铁站 步行 分钟 五一广场 几个 下次,-0.0526710598372177,负面,"[(5, 0.9555528)]",5
于2023年6月入住,情侣出游,5.0,非常好看的房间，干净明亮。超级喜欢。小姐姐人也很好，楼下就是商场，买东西也很方便。值得推荐，跟照片一样不踩雷,好看 房间 干净 明亮 超级 喜欢 小姐姐 楼下 商场 东西 值得 推荐 照片,0.9940466070876166,正面,"[(1, 0.61805356), (13, 0.3200387)]",1
于2023年6月入住,朋友出游,5.0,房间和图片差不多，感觉挺干净的，无人自助入住太适合我这种社恐哈哈哈哈,房间 图片 感觉 干净 无人 自助 入住 适合 社恐 哈哈哈哈,0.3260248441719902,正面,"[(7, 0.91514736)]",7
于2023年6月入住,商务出差,5.0,环境好，老板服务好，耐心带我选房，细心服务值得推荐,环境 老板 服务 耐心 选房 细心 服务 值得 推荐,0.9753725717165274,正面,"[(12, 0.9066624)]",12
于2023年6月入住,其他,5.0,这次来长沙还是住的梦，环境很整洁,长沙 环境 整洁,0.6342421957070685,正面,"[(0, 0.016666839), (1, 0.016666839), (2, 0.016666837), (3, 0.016666818), (4, 0.016666835), (5, 0.016666863), (6, 0.016666831), (7, 0.01666688), (8, 0.016666837), (9, 0.016666854), (10, 0.01666685), (11, 0.016666833), (12, 0.7666642), (13, 0.016666839), (14, 0.016666865)]",12
于2023年6月入住,朋友出游,1.0,真的不怎么样，唉,真的 不怎么样,-0.2532041052629823,负面,"[(0, 0.022223124), (1, 0.022223113), (2, 0.022223135), (3, 0.022223113), (4, 0.022223113), (5, 0.022223132), (6, 0.022223221), (7, 0.02222312), (8, 0.6888761), (9, 0.022223191), (10, 0.022223113), (11, 0.02222312), (12, 0.02222312), (13, 0.022223134), (14, 0.022223163)]",8
于2023年6月入住,朋友出游,5.0,很好干净卫生,干净 卫生,-0.1385625507241024,负面,"[(0, 0.022222426), (1, 0.022222418), (2, 0.022222403), (3, 0.022222389), (4, 0.022222389), (5, 0.022222426), (6, 0.022222407), (7, 0.022222433), (8, 0.022222478), (9, 0.022222433), (10, 0.022222444), (11, 0.02222243), (12, 0.022222454), (13, 0.68888605), (14, 0.02222243)]",13
