content,emotion_scroe
&zwnj;非常感谢京东商城给予的优质的服务，从仓储管理、物流配送等各方面都是做的非常好的。送货及时，配送员也非常的热情，有时候不方便收件的时候，也安排时间另行配送。同时京东商城在售后管理上也非常好的，以解客户忧患，排除万难。给予我们非常好的购物体验。,0.9929046895917588
(?&bull;??&bull;?)??价格超优惠，性能也非常棒，完美的一次购物凑单买的，没想到质量跟专卖店一样，特别特别喜欢，而且价格优惠发货速度很快，东西包装的很好，价格优惠，我很满意?，还会回购(*^__^*)非常满意的一次购物，物有所值，比实体店里实惠多了！宝贝确实很棒，个人非常喜欢，朋友也说好来着，推荐购买,0.9999999999452269
***挣气的手机突然崩了 直接换了11 那屏显音效真的没话说 速度快 特别是音效 听着都有环绕声 听筒也会有声音是带上耳机听也很不错啊 环绕声环绕声 很完美 拍摄效果也不错 特别是夜景 自带滤镜 也可以自己调 我就特别喜欢照相 不管是风景还是觉得一瞬间的美好 就会情不自禁拿出手机照下来 不过个人还是喜欢原图在Xs，11和11pro中选了很久，最后还是买了11，之前还比较担心11的太宽，后摄像头会很丑，结果到手后颜值爆表，手感也很好！系统的运行速度没的说，很丝滑！唯一的不足是屏幕的ppi太低，没有三星的oled屏看起来细腻，不过用了两天也就看习惯了！总体还是很棒的！手机用了几天了，比较满意。手机外观漂亮，拿着手感很好，大小刚刚好。屏幕清淅细腻，外放音质非常好。大广角镜头外出拍风景照片最好了，ios手机系统运行非常流畅，用久了也不会卡机。iphone拍照一如既往的真实，特别是两个摄影头带来了更多的玩法。,1.0
**后价格真香。白色很耐看，特别喜欢白色，特别貌美，好看。手感很好。12还是挺适合女孩的，挺轻薄，拍照很有质感，挺不错的，可以看看图4。,0.9999960160718757
"，
欢的就是续航时间，充电一次可以用一天。
这次的活动减下来价格还是很合适的，这款
手机特别轻巧，比11要轻差不多 30g左右，
而且性能强大，搭载最新 A14仿生芯片，流
畅自然。充电特别快，有无线快充和有线直
充的。黑色外观很炫酷，感觉黑色最适合全
屏手机了，后盖玻璃看着典雅、大气。运行
速度很快，苹果系统都是运行流畅，不卡
顿，苹果运行软件速度特快，信号除外。音
质很不错，苹果外壳拿着丝滑、顺手整体体验不错，各方面细节做得很
好，没有发现绿屏的情况。屏幕分辦率也很
好，屏幕显示细腻，升级之后的更好用，特
别满意。",1.0
，绿色满意，趁优惠拿下,0.6165262205099724
"?
IPhone13的综合能力很强，性价比很高。虽然与某些Android手机相比，充电仍然相对较慢。而且只有 iPhone 13 Pro 型号才能获得 120Hz 显示屏和远摄变焦。但这款 iPhone 绝对是性价比非常高的手机。

?
设计和颜色
iPhone 13 确实有两个值得注意的设计变化。首先，后置摄像头现在对角线排列，而不是垂直排列。其次，更重要的是，刘海现在缩小了 20%，同时仍然提供了自四年前 iPhone X 引入此功能来实现原深感摄像头系统和面容 ID。",0.9999428050993446
"?
大屏手机是目前智能手机的大环境，也是为了高效处理器散热做出的妥协，也许只有行业标杆苹果才能把小屏旗舰手机做到完善和优秀，iPhone 12 mini 是苹果目前推出的最小尺寸的苹果 5G手机，是小屏玩家钟爱的手机，5.4英寸屏幕，宽度只有64.2mm，单手操作没有任何问题，它的手感真的太好了",0.9991446404565968
??Apple iPhone11 64G的，黑色的，外观设计时尚大方，使用运行也是很流畅的，反应速度也快，不用担心有卡顿的，前后双摄像头，拍照清晰，充电??一次待机时间也长，6.18入手的，很划算的！,0.9999999923660118
"??同一月购买了两部????因为之前的手机用了好久啦，继4之后8p，X R等等然后一直在用华为了，也没有太卡，时间久啦，决定换一下，
???这次入手的是绿色,128g 的，内存应该可以够用的嘛????
?????这次的这个绿色真的超乎我的想象，他跟上次版本绿色不一样，这次的比较清新???颜色也很正，很喜欢的，直接秒杀我的黑色，跟男朋友一起入手的，上手感觉很好，直角边??????
??????????运行速度也是可以的，我自己拿12就可以啦，足够自己玩的啦，待机时间挺长的，充一次电，差不多可以玩一天，这个要看你自己怎么玩的啦，买回来手机要好好的保护哦，??
??像素挺清楚的，喜欢哇????
???隔天就到的速度真的很快哇??????体验中国的速度，真的很快???????????????????????",0.9999999999971652
