所属主题,文章数量,特征词,主题强度
Topic0,4,单薄、厉害、很足、不错、剧透、很棒、无聊、尴尬、宏大、有限、偏僻、糟糕、落后、最火、艰难、太弱、糟心、混乱、幸好、悲惨,0.045977
Topic1,4,努力、无聊、尴尬、不尬、恶俗、昏暗、苦难、烦躁、很棒、宏大、有限、偏僻、厉害、不错、很足、糟糕、落后、艰难、费劲、恶搞,0.045977
Topic2,5,单薄、特效、巨难、配套、难熬、宏大、流畅、谨慎、简单、幸好、厉害、很棒、无聊、尴尬、有限、很足、不错、偏僻、糟糕、艰难,0.057471
Topic3,4,很棒、珍惜、友好、可耻、干旱、厉害、残酷、狭隘、焦急、尴尬、艰难、无聊、宏大、有限、偏僻、不错、很足、太弱、好奇、落后,0.045977
Topic4,5,欢乐、保洁、热闹、成熟、太大、愉快、傲慢、奇观、有限、不通、糟糕、太弱、很棒、无聊、尴尬、偏僻、宏大、厉害、很足、不错,0.057471
Topic5,6,尴尬、很大、充满、生硬、漂亮、确实、不错、努力、宏大、着急、精明、有大、混乱、恶俗、很好、不利、很棒、无聊、偏僻、有限,0.068966
Topic6,10,确实、不好意思、不错、厉害、独特、有幸、灿烂、痛苦、尊重、强硬、急促、最长、僵硬、惨烈、平平、懈怠、单薄、绚丽、较大、很足,0.11494
Topic7,5,紧凑、枯燥、很棒、无聊、紧张、宏大、很足、有限、最火、尴尬、厉害、偏僻、不错、糟糕、落后、艰难、太弱、剧透、确实、费劲,0.057471
Topic8,16,很棒、可乐、确实、郁闷、麻烦、最挤、干净、糟心、宏大、偏僻、落后、无聊、尴尬、有限、厉害、不错、很足、艰难、糟糕、幸好,0.18391
Topic9,16,无聊、不错、凌乱、很棒、完整、不适、友好、快乐、糟糕、不高、舒适、较高、独特、尊重、挺大、火爆、热爱、薄弱、最烦、沉默,0.18391
Topic10,2,很棒、生硬、不耐烦、不错、紧凑、挺好、无聊、抠出、剧多、有限、尴尬、厉害、偏僻、宏大、艰难、落后、很足、糟糕、最火、恶搞,0.022989
Topic11,4,不错、矫情、辛苦、不适、落差、混乱、尴尬、宏大、封建、很棒、无聊、有限、厉害、偏僻、很足、糟糕、艰难、太弱、落后、确实,0.045977
Topic12,3,糟糕、有限、很棒、无聊、尴尬、宏大、很足、偏僻、不错、厉害、落后、幸好、艰难、太弱、确实、费劲、烦躁、剧透、悲惨、最火,0.034483
Topic13,3,尴尬、强忍、确实、无聊、怕累、惊艳、着困、完整、好奇、很棒、有限、宏大、厉害、偏僻、糟糕、最火、很足、太弱、落后、艰难,0.034483
