content,emotion_scroe
"外形外观：外观好，好漂亮
屏幕音效：画质好，屏幕清晰
拍照效果：看重的是后置摄像头，好用，照的照片美丽，好摄像头，色彩鲜艳，清晰
运行速度：快
待机时间：两天多，时间长
其他特色：质量轻，物美价廉",0.9999999999570155
"屏幕素质通透，清晰细腻，可以120hz+DC调光同时开启；
操作系统RealmeUI3顺滑流畅，拥有滑动暂停的操作逻辑，即在上一个动画未播放完成时手速快可以进行下一个操作；
尤其是拥有双击空白处锁屏的功能，比MIUI更符合操作逻辑。
新的系统同时注重安全功能，可以向大部分应用发送空白身份，保护隐私。
我购买的是80W版本的顶配，基于自己的需求（办公室、家、床头均有磁吸线），80W5000mAH的电池续航更好。
发热很小，相较于骁龙888、天玑1200发热量小很多，基本上日常使用感觉不到温度。
拍照766的头，效果不仅仅是扫码，结合滤镜可以进行一些创作。
外观制作相较于K50精良太多，有一种高级感，黑色背部磨砂手感优秀。
天玑8100运行速度很流畅，是功耗最优没有之一的存在。
非常值得信赖的品牌，质量有保障，价格还亲民，相当满意。",1.0
"外形外观：外观设计时尚好看，独有的双条纹设计十分亮眼
运行速度：运行速度很快，打开软件不卡顿
待机时间：待机时间长，充电速度快
拍照效果：拍照效果很好
其他特色：性价比真的高，第一次买真我手机，哈哈哈哈",0.9999999999965017
首发上市的第一批用户，期盼已久的搭载150W光速秒充的Realme GT Neo3终于到手啦！打开就让人眼前一亮的感觉，全新的勒芒配色时尚新颖又独特，潮流前卫又个性，手机的质量和做工又上了一个台阶，质感和手感非常好，充电速度那是个飞快，简直太攒劲了，秒速回血，手机各方面配置均衡全面，性能强劲，是超值实用和超高性价比的典型代表！,0.9999999999982356
"外形外观：手感不错，很轻不累手。
屏幕音效：摸了个天马屏还行！颜色饱和度高，我就喜欢鲜艳的的！
拍照效果：766底子在这，拉垮不了。
运行速度：虽说120hz，ui偶尔丢帧。其他没什么问题挺快的。
待机时间：5000毫安够用！充电也挺快。
其他特色：gt模式不错，玩原神很稳，开录屏都能57帧。插帧挺好用，感觉延迟不大，原神完全可用。",0.9999999998817393
"手机非常好，相比于上一个用的苹果，充电速度简直起飞，这还是80w的，背后磨砂手感也不错，不过要带手机壳都一样啦，处理器很强大，也很冷静，运行流畅，值得推荐
外形外观：细长，挺不错
屏幕音效：屏幕还可以
拍照效果：不是拍照党，日常够用
运行速度：8100很快
待机时间：5000电池没得说",0.9999999999999902
手机速度快不快还没试，好看是真的，最主要的是充电器的插头真的是好重好重，又大又重的，然后插孔不是普通usb，是小插孔。颜值高，放在手上质感也很好，更具体的等我用段时间在评论，不过现在的感官觉得这个钱花费的并不亏！！！先支持一波！！！,0.45756964991142357
"外形外观：机身手感很好，不沾指纹
运行速度：运行速度快，指纹解锁很灵敏
待机时间：电量挺耐用，充电速度非常快",0.999618856059506
物流超快。客服服务态度好。手机行货，正品。8100处理器太好了。这个颜色太炫酷了。真我手机真好。物有所值。,0.9991746364758992
"外形外观：颜值高
屏幕音效：120hz高刷流畅 双扬声器放音乐带感
拍照效果：像素以及ois满意
运行速度：12运行流畅
待机时间：七把游戏耗电50
其他特色：GT模式打游戏很流畅 150w充电很快",0.9999999985115418
