所属主题,文章数量,特征词,主题强度
Topic0,2710,paris、de、wonderful、condolence、offering、notredame、francis、macron、president、united、trump、pope、happened、rebuild、french、mosque、april、offer、parisian、time,0.095389
Topic1,1176,donation、notredame、pour、rebuilding、million、france、ac、real、muslim、event、question、focus、hour、gt、restored、york、uplay、hmm、ago、monument,0.041394
Topic2,4170,fire、cathedral、notre、dame、paris、notredame、devastating、photo、watch、damage、drone、inside、footage、medium、historic、blaze、destroyed、arson、video、day,0.14678
Topic3,1026,time、don、puerto、rico、flint、reason、child、people、remember、homeless、absolutely、completely、picture、tax、sound、glad、gesture、assistance、public、sharing,0.036114
Topic4,4169,dame、notre、cathedral、rebuild、amp、art、tweet、burning、trump、restore、people、historian、post、donation、flame、burn、minister、scan、isi、didn,0.14674
Topic5,1410,news、notredame、fire、bbc、cathedral、twitter、restoration、loss、blaze、video、lost、window、play、nice、image、aftermath、damn、highlight、monday、rose,0.04963
Topic6,1317,spire、design、notredame、france、competition、international、call、rt、global、hope、contest、launch、rebuild、hunchback、awesome、jesus、woman、wake、car、medium,0.046357
Topic7,799,god、cool、life、shit、fucking、prayer、forest、building、human、hundred、american、money、billionaire、burnt、future、dear、incredible、original、attack、en,0.028124
Topic8,1596,church、france、catholic、cathedral、bell、rebuilt、french、report、iconic、notre、dame、solidarity、social、hear、amp、christian、notredame、built、government、ring,0.056177
Topic9,1388,sad、history、love、day、beautiful、amazing、tragedy、guy、visit、architecture、construction、imagine、holy、idea、piece、true、live、week、head、gothic,0.048856
Topic10,1409,church、burned、notredame、black、daily、fuck、pay、louisiana、site、white、build、lol、moment、st、fire、attic、raise、war、change、person,0.049595
Topic11,1241,people、money、rebuild、disney、company、notredame、country、join、walt、coming、family、share、pledging、architectural、move、donating、friend、copy、yall、donated,0.043682
Topic12,1794,people、flint、building、water、conversation、money、donate、clean、announces、lot、save、robot、notredame、america、send、rich、grenfell、historical、huge、doesn,0.063147
Topic13,1053,notredame、french、omar、ilhan、statement、wow、story、gonna、flame、top、check、tinderbox、hey、landmark、wrong、chance、girl、feel、response、happen,0.037064
Topic14,3152,notredame、cathedral、creed、assassin、unity、rebuild、free、pledge、ubisoft、dame、notre、restoration、billion、game、architect、pc、donating、effort、disney、apple,0.11095
