Unnamed: 0,Unnamed: 1,Unnamed: 2,评论内容,fenci,情感得分,情感类别,主题概率,主题类型
于2023年2月入住,朋友出游,5.0,住宿位置很不错！环境也非常好！特别干净，老板人也很好，入住沟通很顺利。,住宿 位置 不错 环境 特别 干净 老板 入住 沟通 顺利,0.929913428842006,正面,"[(8, 0.9141398)]",8
于2023年2月入住,情侣出游,5.0,环境很好，房间配施很好！服务态度更好！很满意。,环境 房间 配施 服务态度 更好 满意,0.5351257089033963,正面,"[(16, 0.8650754)]",16
于2023年2月入住,情侣出游,5.0,环境非常好，轻奢风。非常适合拍照！！强烈推荐,环境 轻奢风 非常适合 拍照 强烈推荐,0.9141401971925508,正面,"[(16, 0.8425868)]",16
于2023年2月入住,家庭亲子,5.0,环境非常舒适,环境 舒适,0.7043934162344612,正面,"[(0, 0.018518718), (1, 0.01851872), (2, 0.68518186), (3, 0.018518718), (4, 0.018518718), (5, 0.018518718), (6, 0.018518718), (7, 0.018518716), (8, 0.01851872), (9, 0.018518718), (10, 0.018518716), (11, 0.018518716), (12, 0.018518718), (13, 0.018518718), (14, 0.018518716), (15, 0.018518718), (16, 0.01851872), (17, 0.018518718)]",2
于2023年2月入住,朋友出游,5.0,看了很多长沙旅游攻略，不少人都不建议住民宿，不过我看这家民宿是去年才开业的，位置也挺好，就选择了大梦，果然没有选错，环境不错，位置离步行街也很近，走路过去或者楼下扫个单车或电动车都很方便，就是住三四天中间没人打扫这一点不如酒店吧。其他都很好。,长沙 旅游 攻略 建议 民宿 这家 民宿 去年 开业 位置 选择 选错 环境 不错 位置 步行街 走路 楼下 单车 电动车 三四天 打扫 一点 酒店,0.3589145595501859,正面,"[(8, 0.9622212)]",8
于2023年2月入住,朋友出游,5.0,酒店性价比很高，老板也很热情，会提前沟通好几点到入住也很方便很用心了。位置在芙蓉广场去热门打卡景点都很方便步行十分钟 过个桥就能吃到很好吃的八一路原味粉 和一个卖鸭子的店 总之这一趟长沙之旅住的很舒服 吃的也很开心 推荐广大网友入住这里！！,酒店 性价比 老板 热情 提前 沟通 几点 入住 用心 位置 芙蓉 广场 热门 打卡 景点 步行 十分钟 好吃 一路 原味 鸭子 一趟 长沙 旅住 舒服 开心 推荐 网友 入住,0.999614665007588,正面,"[(6, 0.9685175)]",6
于2023年2月入住,朋友出游,5.0,看了很久选择了这家，客服小姐姐很热情。 住的时候出去玩，真的是去哪里都方便，走一走就到想去的地方了。地铁也方便，夜里也没有那么吵。总体还是很不错的。 :淋浴间要是可以有个浴帘就更好了。因为洗完以后会有好多水飞出去。 总体来说还是很不错的，如果有机会再去长沙，还是会选择这家的。,很久 选择 这家 客服 小姐姐 热情 出去玩 真的 想去 地方 地铁 夜里 总体 不错 淋浴间 有个 浴帘 更好 洗完 好多 飞出去 总体 不错 机会 长沙 选择 这家,0.5370744706729409,正面,"[(8, 0.96626896)]",8
于2023年2月入住,朋友出游,5.0,位置很好找，而且客服小哥哥会提前发信息提醒，入住前可以提前联系一下更方便一点。晚上也挺安静的，一点都不吵，房间大但是开一台空调就挺暖和了，携程客服和民宿客服都很耐心解决问题，推荐推荐！,位置 好找 客服 哥哥 提前 信息 提醒 入住 提前 一点 晚上 安静 一点 房间 一台 空调 暖和 携程 客服 民宿 客服 耐心 解决问题 推荐 推荐,-0.9985279466244356,负面,"[(1, 0.963674)]",1
于2023年2月入住,朋友出游,5.0,真的很不错 房间很安静 客服也很热情 4人出游也不会很拥挤 唯一不足就是热水器 哈哈哈 需要分开洗澡就没啥关系 长沙真的是来了还想来的城市,真的 不错 房间 安静 客服 热情 出游 拥挤 唯一 热水器 哈哈哈 分开 洗澡 关系 长沙 真的 想来 城市,-0.459371966798207,负面,"[(9, 0.9502909)]",9
于2023年2月入住,家庭亲子,5.0,交通便利，干净卫生，与图片一致。突然停水了也很快解决，回复也很及时。下次过来还是会订大梦！非常满意！入房时没照，这两张时退房时照的。,交通 便利 干净 卫生 图片 停水 很快 解决 回复 下次 会订 满意 没照 两张 退房 时照,-0.7272958976073407,负面,"[(1, 0.9444416)]",1
于2023年2月入住,朋友出游,5.0,房间很干净，入住方便，设施齐全，夜晚很安静不吵闹嘈杂，总体感觉很喜欢。,房间 干净 入住 设施 齐全 夜晚 安静 吵闹 嘈杂 总体 感觉 喜欢,0.8085649385175133,正面,"[(2, 0.92734754)]",2
于2023年2月入住,朋友出游,5.0,很温馨很舒服又漂亮，挺不错的，复式设计挺喜欢的，推荐 不会失望哟,温馨 舒服 漂亮 挺不错 复式 设计 喜欢 推荐 失望,0.9951042557286942,正面,"[(7, 0.9055541)]",7
于2023年2月入住,朋友出游,5.0,位置，环境很好，卫生也做的不错，住的很舒服。,位置 环境 卫生 不错 舒服,0.8526438159535177,正面,"[(12, 0.84259015)]",12
于2023年2月入住,朋友出游,5.0,长沙我还会在来，大梦我还会来住.,长沙,-0.4000000000000001,负面,"[(0, 0.027777936), (1, 0.02777794), (2, 0.027777938), (3, 0.027777938), (4, 0.027777936), (5, 0.027777936), (6, 0.027777936), (7, 0.027777936), (8, 0.027777944), (9, 0.027777938), (10, 0.027777944), (11, 0.027777936), (12, 0.027777936), (13, 0.52777505), (14, 0.027777936), (15, 0.027777936), (16, 0.027777936), (17, 0.027777936)]",13
于2023年2月入住,朋友出游,5.0,出行方便，挺满意,出行 满意,0.6084779530337969,正面,"[(0, 0.01851891), (1, 0.6851785), (2, 0.018518914), (3, 0.018518912), (4, 0.018518914), (5, 0.018518912), (6, 0.01851891), (7, 0.01851891), (8, 0.01851891), (9, 0.01851891), (10, 0.01851891), (11, 0.01851891), (12, 0.018518914), (13, 0.01851891), (14, 0.018518915), (15, 0.01851891), (16, 0.018518917), (17, 0.01851891)]",1
于2023年2月入住,家庭亲子,5.0,忘记拍照了，房间很干净，一般的酒店都特吵，这家很安静，也不会催你退房，在一个高层小区里，一家四口住挺好的，除了厕所小点，其它都没毛病，推荐推荐 棒棒棒,忘记 拍照 房间 干净 酒店 这家 安静 退房 高层 小区 一家 四口 厕所 小点 毛病 推荐 推荐 棒棒,0.9909740712939086,正面,"[(2, 0.9502901)]",2
于2023年2月入住,家庭亲子,5.0,第二回来了，非常棒的一次体验，房间里面非常干净，两张大床超赞，与老板娘沟通也非常愉快，再来长沙的话首选还是它！！,回来 体验 房间 干净 两张 大床 超赞 老板娘 沟通 愉快 长沙 首选,0.9867135267911422,正面,"[(10, 0.92734843)]",10
于2023年2月入住,家庭亲子,5.0,房间很干净整洁 地理位置也很优秀 去橘子洲、岳麓山都很近 吃东西也很方便 房东小姐姐也很热心 非常满意！,房间 干净 整洁 地理位置 优秀 橘子洲 岳麓山 东西 房东 小姐姐 热心 满意,0.999869970073158,正面,"[(16, 0.9273483)]",16
于2023年2月入住,朋友出游,5.0,位置不错，打车去哪都方便，房间和大厦都很新挺干净，不过楼上两张床没有隔断，适合闺蜜朋友出行,位置 不错 打车 房间 大厦 干净 楼上 两张床 隔断 适合 闺蜜 朋友 出行,0.9086345611770864,正面,"[(12, 0.9325381)]",12
于2023年2月入住,朋友出游,5.0,挺棒的，环境也很舒适，位置也在市中心，出行很方便,挺棒 环境 舒适 位置 市中心 出行,0.9716079164099268,正面,"[(12, 0.86507636)]",12
于2023年2月入住,朋友出游,5.0,住得比较满意，酒店挺干净，也靠近51广场,比较满意 酒店 干净 靠近 广场,0.854286528132947,正面,"[(14, 0.84258854)]",14
于2023年2月入住,朋友出游,5.0,非常好！老板人也好！！下次还来！！！，,老板 下次,-0.1407263521940838,负面,"[(0, 0.018518621), (1, 0.018518625), (2, 0.018518623), (3, 0.018518621), (4, 0.018518621), (5, 0.018518621), (6, 0.018518623), (7, 0.018518621), (8, 0.018518625), (9, 0.68518347), (10, 0.018518625), (11, 0.018518621), (12, 0.018518623), (13, 0.018518623), (14, 0.018518625), (15, 0.018518621), (16, 0.018518623), (17, 0.018518621)]",9
于2023年2月入住,朋友出游,5.0,酒店很干净，住着也很舒适，环境也不错,酒店 干净 舒适 环境 不错,0.9514839599118006,正面,"[(2, 0.842591)]",2
于2023年2月入住,朋友出游,5.0,设施很足 样样齐全 有种在家住的感觉,设施 很足 样样 齐全 有种 家住 感觉,0.9885319566929044,正面,"[(13, 0.8819399)]",13
于2023年2月入住,家庭亲子,5.0,很满意，服务很好。,满意 服务,0.385026266562358,正面,"[(0, 0.018518696), (1, 0.018518694), (2, 0.018518696), (3, 0.018518696), (4, 0.018518692), (5, 0.018518692), (6, 0.018518694), (7, 0.018518696), (8, 0.018518692), (9, 0.018518694), (10, 0.018518696), (11, 0.018518692), (12, 0.018518697), (13, 0.018518692), (14, 0.018518696), (15, 0.018518692), (16, 0.68518215), (17, 0.018518694)]",16
于2023年2月入住,家庭亲子,5.0,非常满意的一次旅行,满意 旅行,0.6503998533110678,正面,"[(0, 0.018519383), (1, 0.018519383), (2, 0.68517053), (3, 0.018519383), (4, 0.018519383), (5, 0.018519383), (6, 0.018519383), (7, 0.018519383), (8, 0.018519383), (9, 0.018519383), (10, 0.018519383), (11, 0.018519383), (12, 0.018519383), (13, 0.018519383), (14, 0.018519385), (15, 0.018519383), (16, 0.018519387), (17, 0.018519383)]",2
于2023年2月入住,家庭亲子,5.0,周边都很方便,周边,0.1999999999999997,正面,"[(0, 0.027778376), (1, 0.027778378), (2, 0.027778376), (3, 0.027778376), (4, 0.027778376), (5, 0.027778376), (6, 0.027778376), (7, 0.027778376), (8, 0.027778376), (9, 0.52776766), (10, 0.027778376), (11, 0.027778376), (12, 0.027778376), (13, 0.027778376), (14, 0.027778376), (15, 0.027778376), (16, 0.027778376), (17, 0.02777838)]",9
于2023年2月入住,朋友出游,5.0,房间干净整洁,房间 干净 整洁,0.7852822427191486,正面,"[(0, 0.013889005), (1, 0.0138890045), (2, 0.013889006), (3, 0.0138890045), (4, 0.0138890045), (5, 0.013889005), (6, 0.013889005), (7, 0.013889004), (8, 0.0138890045), (9, 0.0138890045), (10, 0.7638869), (11, 0.013889004), (12, 0.0138890045), (13, 0.0138890045), (14, 0.0138890045), (15, 0.013889004), (16, 0.013889006), (17, 0.013889004)]",10
于2023年2月入住,朋友出游,5.0,服务很好！,服务,0.0220119317012961,正面,"[(0, 0.027777944), (1, 0.02777794), (2, 0.02777794), (3, 0.027777946), (4, 0.02777794), (5, 0.027777938), (6, 0.02777794), (7, 0.027777944), (8, 0.027777938), (9, 0.027777942), (10, 0.527775), (11, 0.027777938), (12, 0.027777946), (13, 0.027777938), (14, 0.02777794), (15, 0.02777794), (16, 0.027777942), (17, 0.027777942)]",10
于2023年2月入住,朋友出游,5.0,非常不错！,不错,0.7224264705882353,正面,"[(0, 0.027777908), (1, 0.027777912), (2, 0.02777791), (3, 0.027777908), (4, 0.027777908), (5, 0.5277755), (6, 0.027777908), (7, 0.027777912), (8, 0.027777914), (9, 0.02777791), (10, 0.027777908), (11, 0.027777908), (12, 0.027777916), (13, 0.027777912), (14, 0.02777791), (15, 0.027777908), (16, 0.027777912), (17, 0.027777914)]",5
于2023年2月入住,情侣出游,5.0,服务好热情,服务 热情,0.4915805603324341,正面,"[(0, 0.018518668), (1, 0.018518668), (2, 0.018518668), (3, 0.018518668), (4, 0.018518666), (5, 0.018518664), (6, 0.018518666), (7, 0.018518666), (8, 0.018518666), (9, 0.018518668), (10, 0.018518668), (11, 0.018518664), (12, 0.6851827), (13, 0.018518666), (14, 0.018518668), (15, 0.018518664), (16, 0.018518668), (17, 0.018518666)]",12
于2023年2月入住,朋友出游,5.0,服务很好哦,服务,0.0220119317012961,正面,"[(0, 0.027777946), (1, 0.027777942), (2, 0.027777942), (3, 0.027777947), (4, 0.027777942), (5, 0.02777794), (6, 0.027777942), (7, 0.027777946), (8, 0.02777794), (9, 0.027777944), (10, 0.527775), (11, 0.02777794), (12, 0.027777968), (13, 0.02777794), (14, 0.027777942), (15, 0.027777942), (16, 0.027777944), (17, 0.027777944)]",10
于2023年2月入住,朋友出游,5.0,有一说一，老板服务态度真的绝啊！！！真的好！！！我住这么多酒店，这是老板服务态度最好的一次，事无巨细啥都能帮忙，楼下大厅还有个投影，还能撸猫，直接就是和小姐妹一起看三体哈哈哈哈哈，房间卫生也挺不错的，反正我觉得挺赞的这一家，下次来长沙应该还会考虑住他们家吧,有一 老板 服务态度 真的 真的 酒店 老板 服务态度 事无巨细 帮忙 楼下 大厅 投影 撸猫 姐妹 三体 哈哈哈 房间 卫生 挺不错 反正 挺赞 一家 下次 长沙,-0.6856750942494552,负面,"[(9, 0.9636742)]",9
于2023年2月入住,朋友出游,5.0,房间很安静，在都正街里，里面好多小酒馆，很古风，位置也很好，去哪里都挺近的，前台也特别好，还帮着拿行李，发了很多攻略，房间很干净，智能语音哒～楼下有烘干机～长沙很好，就是出来玩太累了，大家一定要准备舒服的鞋子！带好雨伞，一直在下雨，蒙蒙细雨，不过下雨也不冷，不错哒，推荐大家～,房间 安静 正街 好多 小酒馆 古风 位置 前台 特别 行李 攻略 房间 干净 智能 语音 楼下 烘干机 长沙 舒服 鞋子 雨伞 下雨 蒙蒙细雨 下雨 不冷 不错 推荐,0.9873824153822606,正面,"[(2, 0.9662683)]",2
于2023年2月入住,朋友出游,5.0,店家服务很热心，日式风格装修还带有智能化系统，关键民宿地理位置超级好，就在市中心黄兴广场旁边的一条古街里，入住的那天还敢上了综艺节目来古街录制，体验感直接拉满~,店家 服务 热心 日式 风格 装修 带有 智能化 系统 关键 民宿 地理位置 超级 市中心 黄兴广场 旁边 一条 古街 入住 那天 综艺节目 古街 录制 体验 拉满,0.9991612083754092,正面,"[(6, 0.96367395)]",6
于2023年2月入住,独自旅行,5.0,设施齐全先进 房间干净明亮 环境幽雅 服务很好 拍了一些街景 我选称为长沙最好的一条街 比什么五一广场太平街好了不止一点 这才是旅游人真正该来的地方,设施 齐全 先进 房间 干净 明亮 环境 幽雅 服务 街景 称为 长沙 一条街 五一广场 太平街 一点 旅游 地方,0.9999727405596124,正面,"[(3, 0.9502915)]",3
于2023年2月入住,朋友出游,5.0,这家民宿的卫生做的非常好 棒 楼下还有胖猫咪激情揽客，老板很热情，有一种“小隐隐于野，大隐隐于市”的感觉，很好的一次入住体验。,这家 民宿 卫生 楼下 猫咪 激情 揽客 老板 热情 一种 隐隐 隐隐 感觉 很好 入住 体验,0.8406003764349921,正面,"[(1, 0.94444215)]",1
