所属主题,文章数量,特征词,主题强度
Topic0,7,酒店、入住、服务、客服、公寓、房间、开门、超好、老板娘、艺术、休息、管家、这间、整洁、民宿、客人、走廊、微信、环境、回复、出气、同事、较久、异味、周到、隔音、细节、极慢、到位、分公司、通话、满满的、项目、影响、只能、热水、泡泡浴、房东、上海、气息、祝你们、繁琐、口头、态度、内部、服务态度、初次、四位、加热、极差、状态、好好、别墅、空调、总体、五星、舒服、位置、牛奶、上铺、打扰、蛮横、卫生、喜欢、烧烤、夜丘、反馈、倒闭、管理、影院、不好、睡觉、玫瑰花、晚上、回答、亲切、感受、推荐、装修、管够、氛围、强烈推荐、令人厌恶、独栋、施工、民俗、舒适、争执、内饰、编织袋、就近、热情、效果、浴室、小姐姐、旁边、泡池、安静、超级、早日,0.038462
Topic1,22,环境、推荐、房间、长沙、民宿、干净、下次、不错、老板、真的、地铁、智能、安静、楼下、卫生、热情、出行、地铁站、交通、入住、小姐姐、一点、全屋、好找、客服、晚上、便利、管家、小度、服务、同学、提前、帮忙、哥哥、五一广场、品牌、第一次、位置、空调、茶颜悦色、店家、设施、隐隐、小爱、贴心、有个、感觉、行李、满意、地理位置、巷子、国金中心、窗户、价格、哈哈哈、携程、一家、提醒、只能、回复、挂钩、出门、楼上、检查、即可、实惠、书写、按了、整体、激情、这家、多米、玄关、号线、洗衣机、一只、两张、白猫、公交、直达、洗漱、上海、值得、流动、清泉、新奇、系统、金星、通透、吵醒、一圈、语音、主动、不远、咖啡厅、介绍、大窗、猫咪、免费、手动,0.12088
Topic2,20,房间、干净、真的、安静、喜欢、环境、推荐、入住、这家、民宿、舒服、下次、舒适、热情、卫生、酒店、不错、泳池、服务员、感觉、满意、超级、有个、位置、很大、服务、后栋、出门、晚上、小姐姐、露台、很漂亮、下雨、风格、店长、管家、朋友、好喝、好吃、图片、长沙、五一广场、前台、院子、女朋友、冰箱、好看、老板娘、老板、夏天、房子、形容、拼盘、语音、四口、淑女、大自然、投影幕、不冷、一条、高层、住宿、俯瞰、茶颜、老天爷、接地、预定、好多、超大、早上、挺大、滴滴、关键、蒙蒙细雨、图书馆、拿捏、一下手、退房、颜值、贴心、效果、愉快、路上、烘干机、基诺、雨伞、味道、攻略、悠闲、一家、市中心、饮料、惊艳、显示、网上、员工、厕所、卡布、茶颜悦色、特别,0.10989
Topic3,4,服务、环境、设施、房间、很好、干净、不用、小爱、楼下、无赖、事情、态度恶劣、旅游、幽雅、明亮、店家、动手、打开、热情、五一广场、电器、缺乏教养、好次、出行、街景、称为、长沙、超级、太平街、强烈推荐、人格、先进、扣费、真的、一条街、冷漠、智能、黑店、地方、同学、好玩、借口、一点、老板、齐全、胡乱、不错、下次、酒店、感觉、舒服、满意、民宿、推荐、体验、安静、位置、入住、舒适、闹中取静、喜欢、性价比、特别、卫生、周边、值得、整洁、超好、格调、友好、老板娘、好看、亲切、可爱、猫咪、名宿、简约、很大、装修、吃喝玩乐、东西、优秀、地理位置、岳麓山、房东、热心、朋友、楼上、适合、市中心、很足、旅行、帮忙、前台、房型、行李、公寓式、古街、风格、茶颜悦色,0.021978
Topic4,8,房间、女朋友、特别、介绍、管家、夏天、干净、真的、出行、毛毛、好看、试试、清新、这家、到时候、体验、好玩、繁华、宽松、处于、感染力、闹中取静、续住、稍微、两个、网上、隔音、卫生间、文化、狠狠、泡池、外出、不太好、中心地带、华远、之上、湖南、海信广场、布置、沐浴露、第一站、间房、柚子、差点、老板、用品、古街、帅哥、楼上、格调、质量、品牌、商量、江景、到位、出门、潮宗、前段时间、便利、姐姐、云玺、店家、路线、亲切、椅子、居住、柚子茶、矿泉水、餐厅、住宿、笑容、民宿、位置、密码锁、不行、泳池、物超所值、贴心、舒适、温馨、热情、朋友、美女、肯定、露台、天气、特色、边上、前台、感觉、太冷、态度、最爱、纸巾、白色、供暖、服务、舒服、不错、环境,0.043956
Topic5,7,不错、房间、复古、民宿、干净、感觉、关上门、揉捏、与世隔绝、布局、公里、隐藏、内部、楼下、出行、咖啡馆、打扫、生活用品、床上用品、一家、有种、真的、舒服、热心、蜗牛、骨子里、彼彼、齐全、岳麓山、橘子洲、穿越、进出、景点、一晚、民巷、距离、舒适、特色、小店、真实、去过、好看、院子、年代、值得、店主、卫生、第一次、推荐、服务、老板、环境、下次、长沙、热情、满意、酒店、位置、安静、喜欢、体验、闹中取静、周边、性价比、入住、特别、整洁、管家、超级、可爱、老板娘、这家、设施、行李、贴心、强烈推荐、设计、很棒、发出、总体、小姐姐、便利、地理位置、交通、超棒、店家、五一广场、风格、前台、愉快、温馨、超赞、绝佳、智能、一条龙、吃喝玩乐、街上、猫咪、大床、周到,0.038462
Topic6,9,房间、老板、楼下、步行、古街、入住、地理位置、好吃、打卡、干净、推荐、落地窗、风格、超级、坡子街、友好、舒服、黄兴广场、酒店、贴心、文和友、感觉、环境、安静、服务、综艺节目、咖啡、试试、店家、一条、热门、性价比、几点、一进到、国金、原味、位置、一路、长沙、带有、小姐姐、老板娘、简约、小吃、芙蓉、漂亮、照片、大小、房东、投影仪、老街、吃喝、热情、网友、沟通、周年、温馨、体验、配色、旅住、缺点、视野、惬意、即可、好评、布置、唯一、高级、质量、热心、十分钟、旁边、狗狗、临街、便宜、鸭子、那天、用品、强烈推荐、很漂亮、卫生、地方、一趟、下次、录制、艺术、空调、喜欢、设备、太平、关键、晚上、洗漱、日式、开阔、装修、坐地铁、岳麓山、拉满、小东西,0.049451
Topic7,5,真的、设计、超级、特别、推荐、舒服、服务、不错、情房、民宿、卫生、失望、复式、装修、蒸汽、眼罩、投影、干净、十足、吹风机、太棒了、贴心、戴森、温馨、漂亮、喜欢、浴缸、音质、挺不错、哈哈哈、画面、潮宗街、管家、老板、房间、环境、满意、热情、安静、闹中取静、酒店、长沙、出行、下次、感觉、入住、性价比、体验、舒适、一晚、周边、服务态度、店家、可爱、这家、猫咪、旅行、整洁、楼下、位置、地方、便利、小姐姐、交通、地理位置、总体、设施、老板娘、值得、很好、五一广场、看得出、包子铺、上海、不太好、南站、实惠、免费、当地人、价格、沙湖、清泉、爷爷、公交、吃饭、态度、美女、繁华、本地人、早起、第一站、特地、湖南、清新、格调、帅哥、重点、馆子、气息、差点,0.027473
Topic8,9,民宿、长沙、这家、老板、不错、位置、房间、选择、特别、环境、一层、两位、小姐姐、总体、干净、拍照、入住、热情、下次、值得、好多、机会、威士忌酒、建议、单车、情调、张杰、朋友、打扫、三四天、格调、一点、升级、夜里、哈哈哈、舒服、淋浴间、居住、推荐、礼貌、服务、咖啡馆、艺术馆、看中、签名、电动车、非常适合、出去玩、那种、长得帅、小爱、地方、洗完、地铁、沟通、去年、旅游、步行街、飞出去、拖鞋、攻略、行李、干干净净、有个、适合、楼下、厕纸、归属、一楼、酒店、选错、哥哥、更好、走路、温柔、一家、两杯、周到、听说、真的、明星、卫生、住宿、开业、顺利、很久、想去、舒适、闹中取静、智能、同学、喧闹、害怕、发出、原木、浴帘、画作、客服、街上、一眼,0.049451
Topic9,15,老板、房间、真的、下次、超级、热水、声音、楼下、热情、不错、服务、民宿、凌晨、服务态度、长沙、隔音、干净、很大、装修、卫生、环境、洗漱、体验、出游、哈哈哈、周边、地理位置、落地窗、位于、六七点、污垢、再来、大厅、客服、爱好者、姐妹、挺不错、拥挤、详情、反正、重度、不行、洗澡、一清二楚、希望、风格、小吃店、想来、中心、超大、平方、视野、楼梯间、血印、要放、真太、热水器、唯一、敢写、靠近、入住、舒适、提前、边上、撸猫、复古、路过、挺赞、放出、很久、一家、幸好、分开、夜宵、楼上、制热、环境卫生、楼梯、客厅、更好、一两点、路边、用心、关系、事无巨细、热情好客、主题、卫生间、总体、提供、长沙市、态度、上楼、大清早、舒服、夜景、城市、空调、宽敞、吃饭,0.082418
