所属主题,文章数量,特征词,主题强度
Topic0,28,推荐、房间、干净、民宿、入住、服务、环境、老板、特别、卫生、酒店、长沙、超级、位置、朋友、管家、出行、不错、设施、整洁、机会、热情、一次性、耐心、体验、满意、下次、烧烤、真的、好评、惊喜、孩子、密码、旅游、好吃、景色、一共、地铁口、很大、店家、便捷、降价、第二天、一点、楼下、沟通、半夜、用心、智能、交通、环境优美、到位、客服、舒服、美食、地铁站、适合、游玩、清新、性价比、公里、超高、一家、整体、告知、贴心、打车、送到、最终、心态、宽敞、住宿、五一广场、装饰、条件、茶颜悦色、行李、担心、选择、晚上、花溪、自费、优雅、双床、大方、好玩、小朋友、景色宜人、意外、第一、户外、描述、地址、每日、落脚、提前、崭新、房价、复式、之中,0.084848
Topic1,17,真的、民宿、服务、干净、喜欢、环境、这家、管家、超级、不错、长沙、下次、老板、卫生、贴心、风格、入住、小姐姐、设施、晚上、开心、装修、阿姨、体验、早餐、强烈推荐、舒服、齐全、前台、酒店、担心、特别、古街、适合、不用、拍照、啊啊啊、审美、简约、地方、名宿、热情、价格、丰盛、拼盘、步行、姐妹、整体、位置、五一广场、态度、到达、推荐、选择、房间、印象、发现、茶颜悦色、几天、烟霞、有求必应、黄兴广场、东茅街、确实、一辈子、还给、家里人、智能、照明灯、寸土寸金、聚会、朋友圈、水果、桂花树、房间内、好看、宝藏、放心、热闹、感动、儿子、住店、一百多米、大声、商圈、会订、时尚、一点、提前、微信、周边、玩到、回答、物超所值、影院、安利、公司、旅行、满房、国金中心,0.051515
Topic2,38,房间、服务、民宿、干净、管家、特别、入住、长沙、下次、卫生、真的、舒服、设施、推荐、环境、楼下、舒适、地方、值得、位置、闹中取静、前台、体验、热情、满意、这家、齐全、老板、晚上、酒店、贴心、攻略、哥哥、挺不错、交通、很好、不错、很棒、服务态度、惊喜、感觉、好吃、拍照、小姐姐、泳池、村子、预期、市中心、唯一、宝宝、行李、隔音、客房、味道、周边、小哥、超出、过程、好看、开心、意境、选择、几天、安静、旅游、五一广场、温度、非常适合、岳麓山、地理位置、很漂亮、当天、还给、整体、热闹、下午、设计、周到、老板娘、沟通、到位、朋友、院子、一家、投影、喜欢、适合、整洁、携程、美食、有意思、事情、整齐、随口、华远、早餐、婴儿车、二十几分钟、浴池、浴室,0.11515
Topic3,44,房间、环境、长沙、入住、民宿、干净、不错、满意、设施、卫生、齐全、感觉、下次、体验、真的、舒服、出行、这家、服务、安静、喜欢、晚上、舒适、管家、下午、装修、设计、热情、空调、年轻人、庭院、公寓、地理位置、下午茶、旅游、适合、全程、酒店、整体、院子、图片、位置、推荐、风格、宁静、阿姨、江景、老城区、凉爽、意外、距离、贴心、没想到、冰箱、愉快、帮忙、地铁站、放心、泳池、简约、有个、饮品、选择、出差、免费、老板娘、惊喜、夜市、休息、超级、冬瓜山、配套、设备、地段、唯一、关键、布局、交通、提前、打卡、整洁、便捷、马桶、老板、态度、五一广场、精美、窗帘、无论是、布置、回复、玩玩、各类、回家、笨萝卜、待命、出境、植物、大自然、阳光,0.13333
Topic4,26,房间、干净、整洁、入住、卫生、下次、设施、服务、不错、地理位置、民宿、贴心、洗衣机、姐姐、退房、管家、漏水、时间、长沙、特别、安静、感觉、真的、舒服、五一广场、老板、体验、选择、太平街、阿姨、帮忙、台盆、住宿、第二天、冰箱、有求必应、超级、房东、楼下、热情、位置、环境、还给、办理、市中心、到位、回来、步行、热情周到、下午茶、行李箱、公交、注重、出游、不到、沟通、床品、图片、坡子街、整体、好看、提前、投影、小孩子、文和友、用水、适合、新村、拿到、外卖、打扫、酒店、走路、用品、拍照、距离、缺点、推荐、地铁站、出行、游泳、好吃、泳池、提供、建议、晚上、口味、微信、挺舒服、地点、系统、傍晚、姜茶、美食、更换、对面、交通、烘干机、怕人、每次,0.078788
Topic5,29,特别、不错、下次、环境、服务、感觉、房间、很棒、老板、值得、酒店、房主、卫生、长沙、拍照、晚上、装修、贴心、满意、安静、干净、民宿、楼下、再来、位置、好看、交通、一家、风格、整洁、超级、旅游、热情、周到、服务态度、地方、性价比、入住、真的、出片、打卡、屋内、那种、绝美、确实、没事、卫生间、门口、自助式、好多、边上、楼道、发微、赶紧、正街、凉爽、面积、景点、反馈、害怕、还行、生活用品、安稳、小吃、天花板、国庆、回来、需求、闹中取静、安心、住家、热闹、桂花、订房、漂亮、打电话、果汁、酒屋、够够、公共、一条街、没灯、图片、老婆、朋友、昨天晚上、睡觉、审美、美学、有心、离店、牛奶、游玩、神仙、周边、摆设、空调、阿姨、很大、超好,0.087879
Topic6,58,房间、干净、民宿、环境、卫生、服务、喜欢、真的、舒服、位置、长沙、不错、管家、设施、体验、老板、住宿、五一广场、安静、楼下、咖啡、整洁、周到、特别、东西、风格、晚上、服务态度、很好、地理位置、酒店、小姐姐、下次、推荐、入住、好吃、值得、好喝、朋友、价格、一点、下楼、直木山、建议、还给、不远、满意、舒适、早餐、整体、交通、赠送、宽敞、美食、很棒、茶颜悦色、第一、出门、漂亮、免费、图片、下午茶、很漂亮、院子、酒吧、冬瓜山、逛街、游玩、完善、黄兴广场、异味、烟霞、一杯、齐全、一家人、打卡、步行、很大、接到、热情周到、提前、原木、空空、机会、工作人员、停车、走路、方便快捷、排队、露营、热情、退房、感觉、简约、旁边、发呆、好找、两张床、不让、贼帅,0.17576
Topic7,14,干净、卫生、设施、舒适、酒店、视野、便利、齐全、交通、感觉、体验、这家、房间、老板、不错、旅行、店家、晚上、真的、一晚、坐在、睡觉、长沙、推荐、入住、江边、愉快、露营、民宿、服务、岳麓山、满意、开阔、环境、床单、热情、安静、选择、整洁、天气、尽收眼底、消好毒、邮轮、泳池、浴室、遇见、宽敞明亮、可惜、想去、热水、心儿、惬意、设备齐全、安心、真好、美妙、到时候、被褥、人间烟火、温馨、用品、亲切、行李、安逸、饮品、小吃、太棒了、赏心悦目、傍晚、日子、下水、度过、舒服、转凉、泡池、无法形容、好久、吹风、江上、吧台、大学、美景、收拾、夜景、肯定、细节、更是、可圈可点、还给、床铺、小哥、卫生死角、几天、小院儿、信息、以往、景区、服务态度、建好、周边,0.042424
Topic8,14,房间、下次、投影、前台、长沙、早餐、民宿、好吃、适合、服务、浴缸、一家、设施、拍照、步行、马桶、一次性、超级、机会、喜欢、文和友、情侣、高清、体验、距离、楼下、小姐姐、环境、地铁站、舒服、干净、解决、便利、设计、价格、性价比、淋浴、关闭、床上、结束、湘江、漂亮、热水、肚子、海信广场、分钟、市中心、旅游、态度、无人、不失、值得、精致、四天、跛子、太平、几分钟、店家、观享梅、惬意、影响、特种兵、公交车站、投影机、很漂亮、耐心、帮忙、安利、追剧、中路、洗衣机、宝藏、想要、电器、充足、分离、吃货、风格、卷发、安静、花花草草、老街、江景、高性价比、抽油烟机、值守、靠近、黄兴广场、出游、再来、一体机、再见、牌子、服务态度、感应、天宝兄弟、订到、阿姨、溪湖、动静,0.042424
Topic9,27,干净、房间、不错、民宿、舒服、环境、卫生、热情、朋友、适合、体验、很棒、特别、设施、服务、心情、真的、推荐、位置、老板、管家、长沙、老板娘、拍照、感觉、早餐、马桶、出行、太好了、出门、院子、地方、好吃、喜欢、楼下、地铁口、周边、细心、市中心、整洁、贴心、小姐姐、特色、服务态度、很好、完善、入住、这家、下次、晚上、梦洁、国金、住客、打开、霞霞、地段、露台、吹风、密码锁、挺好玩、房型、正街、来到、氛围、人均、厕所、对面、旅游、包括、材质、阿姨、民国、升级、很漂亮、行程、两瓶、阳台、狠多、随便、技术、智能化、布置、步行、超好、商圈、来长、服务周到、正儿八经、有求必应、房门、优美、周末、好友、米粉、一楼、山景、四件套、回家、店家、度假,0.081818
