content,emotion_scroe
大连的星海广场、劳动公园、胜利广场、中山路、都有我童年最美好的回忆。大连是我的第二故乡，想把这座城介绍给所有人[爱心],0.9999999986555819
大连，一直想去的地方[泣不成声],0.721289469466935
房琪 我刚刚兵检初审没过 难过死了[流泪],0.35909154288177625
大连很好，因为它是我的家，夏天的海澡和烧烤，冬天的妖风是我永远都忘不了的[泣不成声][泣不成声][泣不成声][泣不成声],0.9563751806133073
有没有小连[黑脸],0.3562024417583224
我好喜欢你，我也一直把你当做榜样[赞],0.8436153105103846
向往的旅行地,0.8952408105694606
背景bgm是什么好好听[流泪],0.8157110523985475
那本书我也去过,0.6126339628858398
有文化就是不一样，好喜欢听你说话,0.728693581431922
希望我的男孩在大连能快乐.,0.996111828161542
@想收破烂 这里哪里呀，好好看,0.6280659780296179
妙不可言的奇观异景一一中国大好河山,0.9429125460465587
可是她一点大碴子味儿都没有[捂脸],0.6806684458789687
生长在大连让我很骄傲，我太爱这座城市了！爱祖国爱大连~愿疫情消散，想出去走走,0.9999931223820566
@Zww' 好多都去过 很好玩,0.8862942346503834
新疆也是我的第二故乡，我生在那里八岁时便和家人回来了。,0.9819132837470796
@咒宸 来吧[舔屏][舔屏],0.3124999999999998
@平铺秋江 快看看[泣不成声],0.7164835164835165
@FmmmY [泣不成声][泣不成声][泣不成声],0.5
伤心的城市，没有陈日成这个城市我在也不想去,0.7482496544752834
羡慕你有一个美好的童年，不像有些人的童年需要一生来治愈,0.9999920550024375
[色]哇第二故乡 哈哈 一样[泪奔],0.6392600036055263
@KZH [不失礼貌的微笑]真的吗,0.6111111111111113
@呆妹的神 大连耶:victory_hand:,0.463684906142772
@,0.8333333333333333
原来大连也这么美,0.9456358344408826
@期. 你们那边还不错哦[舔屏][舔屏][舔屏],0.4663843509043025
何其有幸，我去过这里[灵机一动],0.8952181534590772
大连是个好地方,0.8132048882384302
@豆土不吃土豆 大连大连！！,0.7866242063504608
@等 我们要去一次大连,0.7101660026085619
没想到你竟然在大连生活过，太喜欢你，喜欢每一个视频，每一句话都很治愈[比心],0.9760277706579004
@Blue [泪奔][泪奔],0.3124999999999998
@城南花已开. [暗中观察],0.125
我的家乡[赞][赞][赞],0.8780844279994073
@星星  今天我就在这里！[猪头],0.5
@长野星河散去 好想去海边,0.8467803906352711
@草莓大亨 人家的volg[舔屏][舔屏],0.5
@宇瑶 大连大连,0.9021437273695013
共鸣，我十八岁到大连上学，22岁离开。你视频里的地方那几年我也经常和同学去，有14年没回去过了,0.9991639157528734
@rhdlp 靠  房琪,0.5
大连，我的家乡，嘿嘿,0.9740578324426841
@春朝. 满广场的海鸥 ，这里好看[流泪],0.7559389854838623
不是你去的那个吗@想再见你:keycap_1:面,0.326161085742398
胜利广场一进去就迷路[捂脸][捂脸],0.5451587419475843
@神奇小w. [流泪]羡慕你了,0.8799665618015723
@あがない [泣不成声]真的想家了[泣不成声],0.611102552689791
难道就我的第一反应是光污染吗[流泪],0.05065762103368987
这是光污染[看],0.13975541830046467
确定不是后期修改的吗，这个光线有点意思啊,0.7399147043253084
光污染好严重啊[捂脸],0.21798645545884832
夭寿啦 大楼的魂被吹跑了,0.21136249446165
丁达尔效应，不是光污染，是大气污染,0.5168639293745961
反光煞,0.23919101933146703
全是玻璃的楼有时候确实很烦的 反光很刺眼,0.3520126537034044
光污染吗,0.13975541830046467
你要相信光[看],0.3512195121951217
光污染也很可怕,0.15612265916283707
只有我一个人反复的听那个小孩的一声“哇”吗[暗中观察],0.413699590808138
哪位仙人在收集灵气突破[看],0.9436710053968779
这是奥特曼在打怪兽吗[呲牙][呲牙],0.5008433370018528
光刹,0.13975541830046512
丁达尔效应,0.8020859269935734
墙体太亮，反光的效果,0.04234600908154429
@Apu建筑表现（系统课程） Apu老师！这个效果可以在3dmax里做出来吗？,0.9390852032851996
@开心。 光,0.3512195121951217
@ys. 啥啊这是,0.125
[比心][比心],0.3124999999999998
 ,0.5262327818078083
光影[灵机一动][来看我],0.35122323517628384
@陈皮话梅糖  好漂亮啊,0.9389688394024527
@蒋大王的叁只喵  居然是光污染,0.03979518300430063
@智媛呀  你相信光吗[看],0.3512195121951217
达尔文效应，学过物理的都知道。,0.7591605909147335
天堂之光[尬笑],0.7005472856535021
阿弥陀佛[泣不成声],0.5
@胖抖抖 [泣不成声],0.5262327818078083
迪迦！,0.7714872740513108
儿子：哇，光～～～～,0.5040030430544394
@可可达西西 光，是迪迦[看][看],0.35009747424712456
你相信光么,0.3512195121951217
@盆景猫 你相信光吗[看],0.3512195121951217
生日快乐呀姐[灵机一动],0.9564680829156991
之前我就住这里[暗中观察],0.7499999999999999
迪迦！变身！,0.752446040152213
@ 星空猫 要相信光,0.9610744432936947
海市蜃楼[机智],0.5570779863945432
盖亚[抓狂],0.5
@hoshi_L @用户00000000000 《光污染》,0.13975541830046467
真是少见多怪[暗中观察],0.18631130105621785
科普:光污染主要包括白亮污染、人工白昼污染和彩光污染。在日常生活中，人们常见的光污染的状况多为由镜面建筑反光所导致的行人和司机的眩晕感，以及夜晚不合理灯光给人体造成的不适感。,0.0007733056463989918
光之国,0.50304419581855
@心悦 水汽,0.5
@Romantic. [看]哇,0.125
拔丝高楼[猪头],0.48674026416036453
@严伯钧 这是怎么回事啊,0.3302166330419527
这是光污染啊,0.13975541830046467
大连必胜[呲牙][赞],0.2821191780177522
稳赢了,0.8663487169572047
找一下午没凑齐几张照片做这个视频[泪奔]断更好久的我[泣不成声],0.08316083454046697
大连的大足球（劳动公园），打高尔夫球（友好广场）,0.9945004006231912
就那个调色板我不知道在哪[看],0.5133192708250794
那个城堡是哪？,0.8333333333333333
大连的足球神话55场不败呢,0.8004061535115623
