所属主题,文章数量,特征词,主题强度
Topic0,1700,pat、hell、love、france、robertson、god、burning、notredame、claim、result、people、tribute、travel、live、firefighter、homeless、daily、bubbling、fucking、literally,0.083901
Topic1,975,paris、de、notredame、agree、cool、michigan、april、copy、fire、attack、question、millennium、art、lady、firm、change、moment、son、cathedral、gonna,0.04812
Topic2,3158,notre、dame、cathedral、fire、paris、app、inside、photo、mosque、damage、vatican、arson、pretty、devastating、blaze、alaqsa、construction、cath、worker、rebuilt,0.15586
Topic3,1733,fire、notredame、news、cathedral、video、france、heart、rebuild、macron、paris、relic、obama、michelle、pc、race、chaplain、rescue、vow、broke、french,0.08553
Topic4,807,trump、rt、fire、cathedral、beautiful、president、call、pope、notre、conspiracy、closer、dame、amazing、extent、theory、nice、called、memory、notredame、city,0.039828
Topic5,844,free、creed、assassin、unity、ubisoft、notredame、offer、lot、wow、plan、gt、donates、bring、share、restore、flying、christianity、visit、prof、cathedral,0.041654
Topic6,1219,church、black、burned、notredame、louisiana、catholic、nbc、raise、fire、spire、france、real、held、international、design、book、caused、rebuild、news、donation,0.060162
Topic7,1227,money、people、rebuild、billionaire、donating、restoration、reconstruction、donated、donation、picture、rich、religious、effort、pledged、game、bad、twitter、repair、cathedral、feel,0.060557
Topic8,1638,amp、people、building、fuck、don、history、post、million、historic、white、warning、sad、architect、company、as、care、person、happen、life、yeah,0.080841
Topic9,745,watch、rebuilding、burn、started、muslim、top、shit、article、roof、link、read、business、holy、fire、dumb、mind、lol、car、worldwide、crisis,0.036768
Topic10,1273,cathedral、notre、dame、rebuild、st、day、support、fire、notredame、week、patrick、saved、disney、lost、america、french、late、pledge、gas、priest,0.062827
Topic11,1413,flint、water、movie、donate、disney、clean、medium、told、people、notre、dame、family、imagine、cathedral、joke、notredame、tragedy、follow、ted、cruz,0.069736
Topic12,898,visit、time、didn、humanity、hear、puerto、burning、joke、rico、story、church、oak、click、politician、people、quebec、dying、official、burnt、ppl,0.044319
Topic13,1509,notre、dame、cathedral、billion、raised、dollar、planet、people、flame、jesus、money、photo、fund、claim、woman、notredame、inferno、restore、indian、american,0.074474
Topic14,1123,cathedral、fire、christian、notredame、notre、dame、global、siege、archbishop、sydney、crown、image、child、statue、golden、france、bell、iconic、doesn、church,0.055424
