发博id,发博用户,发博用户粉丝,发博用户关注,发博用户ip,发博用户博文数,发博时间,博文内容,博文点赞,博文评论,博文转发,博文url,是否有图片,是否有视频,博主是否认证,是否有表情,是否有@,评论用户,评论内容,一级情感分数,一级情感类型,评论用户id,评论id,评论用户url,评论时间,评论点赞,评论头像,评论ip,评论粉丝,评论性别,用户关注数,用户粉丝数,微博数量,二级评论用户,二级评论内容,二级情感分数,二级情感类型,二级评论用户id,二级评论id,二级评论用户url,二级评论时间,二级评论点赞,二级评论头像,二级评论ip,二级评论粉丝,二级评论性别,二级用户关注数,二级用户粉丝数,二级微博数量,评论分词
1700648435,成都商报,25378986,888,四川,196198,2023-03-03,据媒体报道，全国人大代表、四川省雅安市雨城区第二中学校长庹庆明3月2日在接受采访时表示，建议将高考中外语科目的分值降至100分。庹庆明认为，高考模式目前存在外语在高考中所占分值过高，耗费学生过多精力和时间；增加学生学习负担；外语对于很多人的实用价值是有限的；不利于城乡教育公平，高考中外语分值越大对落后地区，特别是农村学生越不利等多种问题。   ://./6 ://./65,73927,5217,562,https://m.weibo.cn/detail/4875313114252250,False,True,True,True,False,爱吃的小蛋壳,除非你改变英语在国际上的地位再说吧，不是我舔英语国家，现在做学术做生意出国旅游都需要基本的英语口语能力，哪怕你不会说，也要看的懂，不然呵呵你到了国外机场都出不去吧。但是建议降低分值占比，提出实用性学科的占比这个可,0.622398979690046,积极,2064827522,4875343288600010,https://weibo.com/u/2064827522,2023-03-03 23:04:42,9692,"https://tvax4.sinaimg.cn/crop.0.0.1080.1080.50/7b12c482ly8hcx27sfm6zj20u00u0q65.jpg?KID=imgbed,tva&Expires=1706512360&ssig=neltaTQ56M",北京 海淀区,206,女,407,206,1048,2024不感冒,我建议数学也降分 我日常生活中也没用到过函数公式买菜,0.998254767765077,积极,7796450507.0,4875473300226190.0,https://weibo.com/u/7796450507,2023-03-04 07:41:18,4419.0,"https://tvax3.sinaimg.cn/crop.0.0.1080.1080.50/008vD6VJly8hljk944mzmj30u00u043p.jpg?KID=imgbed,tva&Expires=1706512362&ssig=STwGUk%2FGHa",其他,33.0,女,110.0,33.0,3760.0,媒体报道 全国 人大代表 四川省 雅安市 雨城区 中学校长 庹庆明 接受 采访 建议 高考 外语 科目 分值 降至 庹庆明 高考 模式 外语 高考 中所 分值 耗费 学生 精力 时间 增加 学生 学习 负担 外语 实用价值 有限 不利于 城乡 教育 公平 高考 外语 分值 越大 落后地区 特别 农村 学生 不利 多种
1683472727,央广网,7077636,559,北京,117447,2023-07-20,“西安11万中考生，其中4万是河南回流生”“西安孩子600分还没有高中上”……近日，这些传言在西安家长的心头回旋，引发热议。对此，西安教育局回应称，今年共有103031人通过西安市中考报名资格审查，户籍在西安市、学籍不在西安市就读（即网传“回流生”）3608人，占全市报名人数的3%，网传“回流生4万人”信息严重不实。从现实反馈看，这一回应尚不能平息当地很多家长的疑虑，他们仍然忧心忡忡。究其原因，家长们担心有人钻空子，以“回流生”名义，行“中考（高考）移民”之实，破坏教育公平。根据当地现有政策，户籍在西安、但学籍不在西安的学生，可以回到西安参加中考。这考虑到了随父母在外就读孩子们的实际需求。但因为外地人落户西安较为容易，一些人便打着“回流生”政策的主意，做起了“生意”，侵犯了其他考生的正当权益。有媒体报道，指导外省学生“回流”至西安参加中考的攻略不胜枚举，这些攻略发布者有不少是民办中学、补习机构或中介，这说明“回流生”背后或许会有一条灰色产业链。此说是否属实，还需相关部门进一步调查。但从网上流传的图片看，确实能看到有专场讲座打着“河南娃，西安上学全攻略”之类的招牌。也有西安家长向央广网记者反映，2023年中考招生咨询会时，很多车牌以“豫”开头的车辆出现在会场附近，现场有招生学校打出“欢迎河南考生报考”字样。此外，所谓“你决定不了你的出生地，但是可以改变你的考试地”“一次改变，命运不同”等一些宣传语，透着明晃晃的商业企图，大行其道、蛊惑人心。家长们反映的此类现象，值得关注，相关部门应按图索骥，深入调查。调查，是给公众一个交代；处理，是还教育公平一个尊严。换言之，如果确实有人违规操作“中考移民”，就必须依规受到惩罚。只有尽全力消除教育投机现象，让“回流生”政策回归本义，才能更好维护教育公平，消除广大家长的焦虑。（央广网特约评论员 秦川）,35084,4636,1950,https://m.weibo.cn/detail/4925654296955470,True,False,True,True,False,七月秋爽_xa,顶上去，希望严查，拒绝高考移民,0.614139370928207,积极,1452524532,4925656360814930,https://weibo.com/u/1452524532,2023-07-20 19:10:53,3135,"https://tva3.sinaimg.cn/crop.222.34.556.556.50/5693c3f4jw8ezys5xhocij20rt0hedim.jpg?KID=imgbed,tva&Expires=1706512548&ssig=eMhN17YSqe",陕西 西安,254,女,1198,254,4957,火与白2009,高考移民多少年都有了，2000年，我同学去新疆考试，跟我考一样的分数，她去了中山大，公平么？,0.99776782061823,积极,1761125793.0,4925678384318400.0,https://weibo.com/simplelifewf,2023-07-20 20:38:24,108.0,"https://tvax4.sinaimg.cn/crop.0.0.1080.1080.50/68f8a5a1ly8hchqb54ldhj20u00u0go2.jpg?KID=imgbed,tva&Expires=1706512549&ssig=Yysm7FfEaT",海外 其他,299.0,女,1323.0,299.0,5239.0,西安 考生 河南 回流 西安 孩子 高中 近日 传言 西安 家长 心头 回旋 引发 热议 对此 西安 教育局 回应 共有 西安市 中考 报名 资格 审查 户籍 西安市 学籍 西安市 就读 回流 全市 报名 人数 网传 回流 信息 现实 反馈 回应 平息 家长 疑虑 忧心忡忡 究其原因 家长 担心 有人 钻空子 回流 名义 中考 高考 移民 破坏 教育 公平 现有 政策 户籍 西安 学籍 西安 学生 回到 西安 参加 中考 父母 在外 就读 孩子 需求 外地人 落户 西安 打着 回流 政策 主意 做起 生意 侵犯 考生 正当权益 媒体报道 指导 外省 学生 回流 西安 参加 中考 攻略 不胜枚举 攻略 发布者 民办 中学 补习 机构 中介 回流 背后 一条 灰色 产业链 属实 相关 部门 进一步 调查 网上 流传 图片 确实 专场 讲座 打着 河南 西安 上学 全攻略 招牌 西安 家长 央广 记者 考招生 咨询会 车牌 开头 车辆 会场 现场 招生 学校 打出 河南 考生 报考 字样 出生地 改变 考试 改变 命运 宣传语 明晃晃 商业 大行其道 蛊惑人心 家长 此类 现象 值得 关注 相关 部门 按图索骥 深入调查 调查 公众 交代 教育 公平 尊严 确实 有人 违规操作 中考 移民 惩罚 尽全力 消除 教育 投机 现象 回流 政策 回归 本义 更好 维护 教育 公平 消除 家长 焦虑 央广 特约 评论员 秦川
2712946375,北京感恩公益基金会,152524,794,北京,2517,2023-05-06, ♡  梦想还是要有的，万一实现了呢？稳泉小学的刘金山校长是个敢想敢做的人，他第一次申请的梦想，便是把车库改造成学生食堂，第二次申请的梦想是给学校宿舍修建卫生间。这些看似不起眼的梦想得以实现，都意味着另一个梦想的起点。2015年发起的“一校一梦想”项目，致力于改善乡村学校的教学条件，推动社会教育公平。现在，我们鼓励乡村教师教育创新，让边缘化的乡村学校回到教育的本质，从内卷中抽身出来。截止到2023年3月底，我们已经帮助816所乡村小学，实现1105个“个性化”的梦想。点击链接加入月捐，坚持一份小小善举，你也可以为家乡学校带来大大改变呀！   ://./64,4593,3074,9126,https://m.weibo.cn/detail/4898351017888020,False,True,True,True,True,微公益,截止到2023年3月底，@北京感恩公益基金会 已经帮助816所乡村小学，实现1105个“个性化”的梦想[送花花][666][666]#看见公益# ,0.997482105671441,积极,2089358175,4898416683125320,https://weibo.com/weibogongyi,2023-05-06 15:10:08,37,"https://tvax3.sinaimg.cn/crop.0.0.501.501.50/002hoJvply8hhfz9k4wwyj60dx0dxq3102.jpg?KID=imgbed,tva&Expires=1706512783&ssig=hnfblXOSZp",北京 海淀区,17692441,女,1645,17692441,29407,北京感恩公益基金会,这是每一个乡村学生的梦，这是每一所乡村学校的梦想，这就是http://t.cn/Rsh9pVf[心],0.989175311006454,积极,2712946375.0,4898419329470670.0,https://weibo.com/ganengongyi,2023-05-06 15:20:39,0.0,"https://tvax1.sinaimg.cn/crop.0.0.1080.1080.50/a1b446c7ly8h0lyspdkecj20u00u0aaj.jpg?KID=imgbed,tva&Expires=1706512784&ssig=LPCblPPVvL",北京,152524.0,男,794.0,152524.0,2517.0,梦想 要有 稳泉 小学 刘金山 校长 第一次 申请 梦想 便是 车库 改造 学生 食堂 第二次 申请 梦想 学校 宿舍 修建 卫生间 看似 不起眼 梦想 得以 意味着 梦想 起点 发起 一校 梦想 项目 致力于 改善 乡村 学校 教学 条件 推动 社会教育 公平 鼓励 乡村 教师 教育 创新 边缘化 乡村 学校 回到 教育 本质 内卷 抽身 截止 月底 乡村 小学 个性化 梦想 点击 链接 一份 小小 善举 家乡 学校 带来 改变
3535242572,国网浙江电力,246530,282,浙江,69131,2023-05-19, 5月18日，浙江省首个“电力爱心教室”在衢州龙游县泽随实验学校揭牌。现场， 志愿者还为在校学生带去了一堂“电力安全知识科普”课程。据悉，“电力爱心教室”是国家电网公司深入学习贯彻党中央、国务院关于促进教育公平与质量提升工作重点，落实提升青少年近视防控相关要求，支持和促进我国教育事业发展的重点品牌项目，也是“国网爱心工程·春苗培育行动”公益项目之一。2022年8月，国网浙江电力、 联合国家电网公益基金会，在龙游县泽随实验学校启动实施国家电网“电力爱心教室”公益项目，积极开展“奉献光明·点亮梦想”系列活动。该项目实施至今， 已为泽随实验学校开展10间教室的智能护眼灯光改造，检查维护学校各类用电设备10余次，捐赠各类文具物资、书籍价值5万元，开展科普进校园等活动5次。 ://./6,2326,1360,1220,https://m.weibo.cn/detail/4903180750819492,False,True,True,True,True,国网龙游县供电公司,奉献光明点亮梦想 爱心电力在行动,0.987603612149573,积极,3957575020,4910295178545960,https://weibo.com/u/3957575020,2023-06-08 09:51:02,0,"https://tvax3.sinaimg.cn/crop.0.0.599.599.50/ebe3cd6cly8h902o2cqlaj20gn0gnmxs.jpg?KID=imgbed,tva&Expires=1706512869&ssig=CoJSzWFG6Y",浙江,247,男,56,247,4503,,,,,,,,,,,,,,,,,浙江省 首个 电力 爱心 教室 衢州 龙游县 实验学校 揭牌 现场 志愿者 在校学生 带去 一堂 电力 知识 科普 课程 电力 爱心 教室 国家电网 公司 学习 贯彻 党中央 国务院 教育 公平 质量 提升 工作 重点 落实 提升 青少年 近视 防控 相关 支持 我国 教育 事业 发展 重点 品牌 项目 国网 爱心 工程 春苗 培育 公益 项目 国网 浙江 电力 联合 国家电网 公益 基金会 龙游县 实验学校 启动 实施 国家电网 电力 爱心 教室 公益 项目 积极开展 奉献 光明 点亮 梦想 系列 活动 项目 实施 实验学校 教室 智能 护眼灯 改造 检查 维护 学校 各类 用电 设备 余次 捐赠 各类 文具 物资 书籍 价值 万元 科普 进校园 活动
5044281310,澎湃新闻,32355792,717,上海,141183,2023-11-03, 近日，天津中德应用技术大学一学生实名举报学校助学金分配不公，引起社会关注。当事人表示：班内进行困难生助学金评定时，自己作为建档立卡家庭经济困难学生落选，平日有高消费行为的学生却评得上，他质疑其中存在舞弊情况。而且，他在怀疑助学金名额被舍友挤占后，对方还找到辅导员，要求他搬离宿舍。 / 目前，正在该校巡视的天津市委巡视八组表示，已接到有关此事的反映，会按照相关程序转相关单位处理。天津中德应用技术大学发布情况声明称，学校已成立工作专班进行调查核实。此外，天津市教委也已介入处理此事。建档立卡家庭经济困难学生本是重点资助对象，为何会被身边“穿高档球鞋、总是旅游”的同学挤掉助学金名额，甚至因此被排挤出宿舍？如果事实的确如举报学生所言，人们不难理解他的不忿。当然，出于情绪化、误会或是信息偏差等原因，不排除举报学生所述情况有所失真，甚至存在部分夸大、不实等状况。但无论如何，通过查明此事确保助学金公正分配，都是许多大学生与网友的心声。因此，当下校方和有关部门最迫切的任务，就是尽快确认事实，还原此次助学金评选的过程，以此为基础公正处理。复盘此次评选，涉事学生提出的不少关键疑点都亟待回应。比如，在资格认定上，相关负责老师和辅导员是否存在明知道一些学生不符合国家助学申请资格，依然暗中“放水”的滥用职权行为？在进行班内民主评议时，是否存在形式化发放，甚至将助学金变为“人情奖”的现象？相关认定和审核流程上，是否有影响公正评选的程序性漏洞？一笔雪中送炭的助学金，不仅能切实帮助困难家庭减轻经济负担，让真正有需要的学生在校园里安心生活学习，更关乎大家对社会公平的体认。近些年，我国对高校学生的资助力度不断提升，刚刚发布的《2022年中国学生资助发展报告》显示，去年国家助学金资助高校学生1221万人次，金额467亿元。这些资助经费对于促进教育公平、保障“不让一个学生因家庭经济困难而失学”，具有不容忽视的作用。与此同时，如何让每一笔助学金都能用到实处，也是社会各界普遍关注的议题。此前，一些地方出现过学生弄虚作假冒领助学金，真正困难的学生却羞于启齿、不愿申请资助的情况。长此以往，助学金就失去了应有的效用。解决这一问题的一个可行思路是借助“大数据”等工具进行分析印证，尽量减少困难学生的自证负担和隐私泄露风险，同时加强动态审核，严惩弄虚作假等行为。近几年，西安电子科技大学等高校通过分析学生的食堂消费数据，锁定困难学生，并悄悄给他们的饭卡充值的做法，就更加精准、更具温度，值得推广借鉴。加强部门间的联动，让信息流动更为便利，有利于在照顾到学生自尊心的同时，精准锁定需要经济帮扶的人群。对于试图操纵助学金评选、随意冒领者，也应有更为清晰明确的举报和惩罚机制，从而抬高违规成本，让恶意觊觎助学金者不敢随意伸手。助学金绝不是可以随意操纵挥霍的“人情福利”，使助学金回归助人本质，让每一笔资助都能用在刀刃上，是社会的共同期待。无论如何，让家境优渥者靠“表演”冒领、让真正困难者在沉默中落选，都是人们最不希望看到的情况。（微信公号“中青评论”）://./60,21026,1227,364,https://m.weibo.cn/detail/4964113117611633,True,False,True,True,False,老坛酸菜我只吃脚踩的,放心 我们不会寒心的 又不是第一次寒[doge],0.609963639504793,积极,2365507501,4964118096254270,https://weibo.com/u/2365507501,2023-11-03 22:24:06,3742,"https://tvax4.sinaimg.cn/crop.0.0.512.512.50/8cfec7adly8hiuidnpndwj20e80e8dgd.jpg?KID=imgbed,tva&Expires=1706512899&ssig=LDMfUZdw0p",浙江,653,男,112,653,251,毒舌chaos,已经冻住了是不是[二哈],0.311148187571865,消极,5992532802.0,4964119074832510.0,https://weibo.com/u/5992532802,2023-11-03 22:27:58,251.0,"https://tvax3.sinaimg.cn/crop.0.0.996.996.50/006xy3wSly8g5ic9gmza9j30ro0ro0ue.jpg?KID=imgbed,tva&Expires=1706512900&ssig=w0LeAPyAx7",福建 三明,90.0,男,363.0,90.0,78.0,近日 天津 技术 大学 学生 实名 举报 学校 助学金 分配不公 社会 关注 当事人 班内 困难生 助学金 评定 建档立卡 家庭 经济 困难 学生 落选 平日 消费行为 学生 评得 质疑 舞弊 情况 怀疑 助学金 名额 舍友 挤占 找到 辅导员 搬离 宿舍 该校 巡视 天津市委 巡视 八组 接到 此事 相关 程序 相关 单位 天津 技术 大学 发布 情况 声明 学校 成立 工作 专班 调查核实 天津市 教委 也已 介入 此事 建档立卡 家庭 经济 困难 学生 重点 资助 对象 身边 高档 球鞋 旅游 同学 挤掉 助学金 名额 排挤 宿舍 事实 举报 学生 不难理解 不忿 情绪化 误会 信息 偏差 原因 排除 举报 学生 所述 情况 失真 夸大 不实 状况 无论如何 查明 此事 确保 助学金 公正 分配 大学生 网友 心声 校方 部门 迫切 确认 事实 还原 助学金 评选 过程 以此 基础 公正处理 复盘 评选 涉事 学生 提出 关键 疑点 亟待 回应 资格 认定 相关 负责 老师 辅导员 学生 符合国家 助学 申请 资格 依然 放水 滥用职权 班内 民主评议 形式化 发放 助学金 变为 人情 现象 相关 认定 审核 流程 影响 公正 评选 程序性 漏洞 一笔 雪中送炭 助学金 切实 困难 家庭 减轻 经济负担 学生 校园 安心 生活 学习 关乎 社会 公平 体认 近些年 我国 高校学生 资助 力度 提升 刚刚 发布 中国 学生 资助 发展 报告 显示 去年 国家 助学金 资助 高校学生 万人次 金额 亿元 资助 经费 教育 公平 保障 不让 学生 家庭 经济 困难 失学 不容忽视 作用 一笔 助学金 用到 实处 社会各界 关注 议题 此前 地方 学生 弄虚作假 冒领 助学金 困难 学生 羞于启齿 申请 资助 情况 长此以往 助学金 应有 效用 解决 可行 思路 借助 数据 工具 分析 印证 尽量减少 困难 学生 自证 负担 隐私 泄露 风险 动态 审核 严惩 弄虚作假 近几年 西安电子科技大学 高校 分析 学生 食堂 消费 数据 锁定 困难 学生 悄悄 饭卡 充值 做法 精准 更具 温度 值得 推广 借鉴 部门 联动 信息 流动 便利 有利于 照顾 学生 自尊心 精准 锁定 经济 帮扶 人群 试图 操纵 助学金 评选 随意 冒领 应有 清晰明确 举报 惩罚 机制 抬高 违规 成本 恶意 觊觎 助学金 随意 伸手 助学金 随意 操纵 挥霍 人情 福利 助学金 回归 助人 本质 一笔 资助 能用 刀刃 社会 期待 无论如何 家境 优渥 表演 冒领 困难者 沉默 落选 希望 情况 微信 公号 评论
7623834762,离光璇疯,201663,480,其他,25445,2023-07-20,同一张试卷，别人学了九年，而有些外地学生转学，还要重新学习，跟他们考同一张试卷，怎么就怕考输？学更多的孩子是不是更辛苦？谁心疼自己的孩子一直熬夜学习？而别的孩子可以有快乐童年？现在各地都在吸收人口，增加就业，孩子入学符合流程，参加中考理所当然，投机取巧包装的确实应该被处罚，但是流程合规的，就应该给他们考试的机会。教育公平很重要，有些地区的孩子，当地教育确实卷，他们想去考试简单的地方，自己找出路，为什么要堵死？这是不是也是一种不公平？ ,5740,1178,68,https://m.weibo.cn/detail/4925667940505404,False,False,True,True,False,无相劫指Xin,优胜劣汰 试卷上分高低 考分低却靠户籍录取的才是真正的悲哀[good],0.419884692783799,中性,6883466424,4925688928539150,https://weibo.com/u/6883466424,2023-07-20 21:20:18,186,"https://tvax4.sinaimg.cn/crop.0.0.751.751.50/007vQk40ly8g5zx53kuh4j30kv0kv0u9.jpg?KID=imgbed,tva&Expires=1706513099&ssig=H9LsE%2BQ3Mt",浙江 杭州,88,女,355,88,143,离光璇疯,是啊，他们市区的就靠房子户口卷了资源了,0.807925853378554,积极,7623834762.0,4925689071668520.0,https://weibo.com/u/7623834762,2023-07-20 21:20:52,16.0,"https://tvax2.sinaimg.cn/crop.0.0.500.500.50/008jWPGOly8hj0zkcsbxpj30dw0dw753.jpg?KID=imgbed,tva&Expires=1706513100&ssig=%2BsdzOBBMfh",其他,201662.0,男,480.0,201662.0,25445.0,一张 试卷 九年 外地 学生 转学 重新学习 考同 一张 试卷 考输 孩子 辛苦 心疼 孩子 熬夜 学习 孩子 快乐 童年 吸收 人口 增加 就业 孩子 入学 符合 流程 参加 中考 理所当然 投机取巧 包装 确实 处罚 流程 合规 考试 机会 教育 公平 地区 孩子 教育 确实 考试 简单 地方 找出路 堵死 一种 公平
2886358364,Eva的科技生活,1709866,1008,山东,11721,2023-09-01,科技助力教育公平 做了啥？｜科技青年说本期  我采访到了三位利用设备学习的朋友，一起看看他们都是如果是用设备的～  项目发起人余铁琳，使用  和  编写代码，从初二开始自学编程，帮助更多女孩走进编程的世界。晴猫科技创始人黄赓，为零基础的人群提供编程语言的培训课程。让更多的人群感受到编程的乐趣，通过编程给予生活更多可能性。 “智惠计划”乡村发展奖学金获得者陈小龙，通过使用更好的管理农业种植，通过来控制无人机打药，非常高效。从这次采访中真的让我有很深的感触，原来可以有这么多的用处，通过教育和学习可以改变自己， 共同进步～ ://./6,960,872,1084,https://m.weibo.cn/detail/4941117272886102,False,True,True,True,False,微博抽奖平台,奖品名称：现金奖品*3人；抽奖时间：2023-09-12 22:50:00；抽奖规则：http://t.cn/A6OV3EGX,0.892423584867659,积极,5581785513,4942655664167280,https://weibo.com/u/5581785513,2023-09-05 17:00:03,7,"https://tvax3.sinaimg.cn/crop.0.0.996.996.50/0065KBoBly8h8v3q01rdaj60ro0roaar02.jpg?KID=imgbed,tva&Expires=1706513366&ssig=yIy1FlDFnJ",北京,16182843,男,1274,16182843,7553,,,,,,,,,,,,,,,,,科技 助力 教育 公平 科技 青年 本期 采访 三位 利用设备 学习 朋友 设备 项目 发起人 余铁琳 编写 代码 初二 自学 编程 女孩 走进 编程 世界 晴猫 科技 创始人 黄赓 基础 人群 提供 编程语言 培训 课程 人群 感受 编程 乐趣 编程 给予 生活 可能性 智惠 计划 乡村 发展 奖学金 获得者 小龙 更好 管理 农业 种植 控制 无人机 高效 采访 真的 感触 用处 教育 学习 改变 共同进步
3203137375,四川观察,12408911,871,四川,83536,2023-03-02,近日，全国人大代表、四川省雅安市雨城区第二中学校长庹庆明接受 采访时表示，建议将高考中外语科目的分值降至100分。庹庆明认为现在的高考模式存在问题：①外语在高考中所占分值过高，耗费学生过多的精力和时间；②外语对于很多人的实用价值是有限的；③不利于城乡教育公平，高考中外语分值越大对落后地区特别是农村学生越不利；④增加学生的学习负担；⑤学生实际用在外语学习的时间远超出课时分配比例。 ://./6,5035,845,168,https://m.weibo.cn/detail/4874880644548492,False,True,True,True,True,雄霖霖霖霖,降低政治还差不多，直接取消得了，尤其是考研,0.981607119501114,积极,7375379358,4874888201902250,https://weibo.com/u/7375379358,2023-03-02 16:56:21,601,"https://tvax1.sinaimg.cn/crop.0.0.720.720.50/00838l5Aly8h689xs8iccj30k00k0t9i.jpg?KID=imgbed,tva&Expires=1706513469&ssig=LdGJ1nzJph",其他,19,男,73,19,99,春江潮水连海平1994,不学政治，想培养反贼吗,0.97263864770919,积极,5583283390.0,4874919252854850.0,https://weibo.com/u/5583283390,2023-03-02 18:59:44,91.0,"https://tvax1.sinaimg.cn/crop.0.0.344.344.50/0065QT3Uly8hk5y2u5uooj309k09kt8y.jpg?KID=imgbed,tva&Expires=1706513471&ssig=GM0chiiO5t",辽宁 沈阳,59.0,女,659.0,59.0,703.0,近日 全国 人大代表 四川省 雅安市 雨城区 中学校长 庹庆明 接受 采访 建议 高考 外语 科目 分值 降至 庹庆明 高考 模式 外语 高考 中所 分值 耗费 学生 精力 时间 外语 实用价值 有限 不利于 城乡 教育 公平 高考 外语 分值 越大 落后地区 特别 农村 学生 不利 增加 学生 学习 负担 学生 外语 学习 时间 超出 课时 分配比例
5044281310,澎湃新闻,32355787,717,上海,141184,2023-08-11,近日，新东方杭州线下中心突然全面关闭，引发媒体关注。此事起因，是一名叫做“铁头惩恶扬善”的短视频博主，以家长身份实地探访后，曝光并举报杭州新东方违规补课。在视频中，这名把“惩恶扬善”写在网名里的网红表示：要让补课行为在浙江“断根”。一方面，不乏有人将“铁头惩恶扬善”视作英雄，支持他的做法。另一方面，针对此事，舆论场上也有不少非议。尤其耐人寻味的是，在批评“铁头惩恶扬善”的行列中，有不少人都是学生家长，认为他的做法虽然合法合规，却有“不接地气”之嫌。仔细倾听家长们在最近这场争议中发出的声音，不难发现：补习班“退场”后，家长和学生的一些合理诉求需要得到倾听，如果“教育空档”不能及时得到填补，形形色色的补习班便难免“死灰复燃”。此外，在教育公平这件事上，不同区域、不同学校、不同经济水平的家庭，也会有不同的主观认知，要真正做到“一碗水端平”，既要做“减法”，也要做“加法”。在网上反对“铁头惩恶扬善”的声音中，有两种论调最具代表性。其一是“家长工作太忙，孩子没地方去怎么办？”其二则是“举报得了大众补课班，举报得了一对一私家班吗？”前一种论调提出的，是实实在在的课外托管需求。相比之下，后一种论调更在乎公平。打击非法补习，本身就是为了教育公平，但在部分家长看来，如果这种打击无法对所有实质性的非法补习活动一视同仁，反而会给他们带来不公平的感觉。教育公平不是一道简单的选择题。面对眼前这场争议，还要多听听家长的心声。说到底，把学生和家长的合理诉求满足好，遵从科学的教育规律，才能从根本上解决问题。“中青评论”微信公号://./6018,4408,743,167,https://m.weibo.cn/detail/4933458067981817,True,False,True,True,False,星辰大海Dreamers,问题在于它根本不是为了正义只是打着正义的旗号提升自己的流量……这种人还能被称为“英雄”真特么是社会的悲哀[微笑],0.999957479992622,积极,2518133204,4933462664153330,https://weibo.com/u/2518133204,2023-08-11 08:10:21,581,"https://tvax1.sinaimg.cn/crop.0.0.1020.1020.50/9617a9d4ly8hg0ajs0nx5j20sc0sc77o.jpg?KID=imgbed,tva&Expires=1706513701&ssig=qHLerwlnvH",北京 海淀区,690,男,1374,690,50148,舆波yubo,回复@改柯易叶i:是层主先用悲哀这种程度的词讽刺的，所以我才用同样力度来回击他，他还把我拉黑了，看来是急了。另外，一个普通人的绝大多数竞争者都是普通人，有钱的竞争者只占很少很少一部分，反对双减的人就相当于为了和很少量的有钱人竞争给自己的绝大多数竞争者都抬高竞争力，你觉得这合理么？,0.99827109398927,积极,7815385684.0,4934685304554610.0,https://weibo.com/u/7815385684,2023-08-14 17:08:41,0.0,"https://tvax1.sinaimg.cn/crop.0.0.751.751.50/008wUyPOly8ha5jamdtzmj30kv0kvmy4.jpg?KID=imgbed,tva&Expires=1706513703&ssig=nOWFLxMdJc",北京,56.0,男,274.0,56.0,131.0,近日 新东方 杭州 线下 中心 关闭 引发 媒体 关注 此事 起因 一名 铁头 惩恶扬善 视频 博主 家长 身份 实地 探访 曝光 举报 杭州 新东方 违规 补课 视频 惩恶扬善 网名 网红 补课 浙江 断根 不乏 有人 铁头 惩恶扬善 视作 英雄 支持 做法 此事 舆论 场上 非议 耐人寻味 批评 铁头 惩恶扬善 行列 学生家长 做法 合法 合规 接地 仔细 倾听 家长 这场 争议 发出 声音 不难 发现 补习班 退场 家长 学生 诉求 倾听 教育 空档 填补 形形色色 补习班 难免 死灰复燃 教育 公平 这件 区域 学校 经济 水平 家庭 主观 认知 一碗水端平 既要 减法 加法 网上 反对 铁头 惩恶扬善 声音 两种 论调 代表性 家长 工作 孩子 地方 二则 举报 大众 补课班 举报 一对一 私家 一种 论调 提出 实实在在 课外 托管 需求 相比之下 一种 论调 在乎 公平 打击 非法 补习 教育 公平 家长 打击 实质性 非法 补习 活动 一视同仁 带来 公平 感觉 教育 公平 一道 简单 选择题 面对 眼前 这场 争议 听听 家长 心声 说到底 学生 家长 诉求 遵从 科学 教育 规律 从根本上 解决问题 评论 微信 公号
1618051664,头条新闻,110462560,1723,北京,273219,2023-06-03,近日，华南理工大学一名苏姓女博士的毕业答辩视频，引发舆论关注。公示名单显示，苏某被四川大学公示为“特聘副研究员”。网传该女博士疑介入导师顾某婚姻，顾某还带其发表高水平论文。从人性角度看，如果导师和学生有真实的亲密关系，可能在评分、评优、配置资源时，对学生给予特殊优待，进而破坏教育公平和学术公平，侵犯其他学生的平等、合法权利。2021年，教育部发布明确制止中小学教职工与学生发生恋爱关系。对于大学，我国虽然禁止导师和学生发生不正当关系，但如果导师和学生谈恋爱，则很难受这一规定的约束。有鉴于类似事件多发的当前现实，尽早把禁止大学师生恋提上议事日程，方能维护一方校园净土。 ://./67,13974,666,308,https://m.weibo.cn/detail/4908582489293168,False,False,True,True,False,暴饮暴食唐老鸭,想谈恋爱？可以啊，恋爱自由嘛，但是不能拿工作权力交换，所以辞职就行了,0.996862758665031,积极,6865362087,4908613175610890,https://weibo.com/u/6865362087,2023-06-03 18:27:21,307,"https://tvax2.sinaimg.cn/crop.0.0.1080.1080.50/007uCmizly8hgig28fxqoj30u00u0dg8.jpg?KID=imgbed,tva&Expires=1706513952&ssig=bVeCFuxyAO",上海,231,女,556,231,1644,,,,,,,,,,,,,,,,,近日 华南理工大学 一名 苏姓 女博士 毕业 答辩 视频 引发 舆论 关注 公示 名单 显示 苏某 四川大学 公示 特聘 副研究员 传该 女博士 介入 导师 顾某 婚姻 顾某 发表 高水平 论文 人性 角度看 导师 学生 真实 亲密关系 评分 评优 配置 资源 学生 给予 优待 破坏 教育 公平 学术 公平 侵犯 学生 平等 合法权利 教育部 发布 制止 中小学 教职工 学生 发生 恋爱 关系 大学 我国 禁止 导师 学生 发生 正当关系 导师 学生 谈恋爱 难受 约束 有鉴于 类似 事件 多发 现实 禁止 大学 师生恋 议事日程 维护 一方 校园 净土
