commentId,userNick,userMember,replyInfo,commentKeywordList,commentTagInfo,publishStatus,usefulCount,replyCount,score,images,scores,content,recommendItems,publishTypeTag,childrenTag,ipLocatedName,search-area,sight-name,sight-id,sight-address,分词,情感分值,emotion_type,聚类结果
174998694,鸿门1990,,,[],[],6,1,0,5,https://dimg04.c-ctrip.com/images/1mh3o12000apg2wzy70DC_W_640_10000.jpg?proc=autoorient;https://dimg04.c-ctrip.com/images/1mh5p12000apg5afeD202_W_640_10000.jpg?proc=autoorient;https://dimg04.c-ctrip.com/images/1mh6n12000apg5vw5E751_W_640_10000.jpg?proc=autoorient,景色-5.0;趣味-5.0;性价比-5.0,体验感真的不是很好买的三球联票90那几层居然全是档次很低的娃娃机和游戏机作为国际大都市标志性景点感觉有点掉价最上面一层太空层也特别不适合孩子不抱着根本看不到，望远镜也得抱着既然如此卖儿童票干嘛而且上楼前也没有提示望远镜只能投硬币硬件实在是落后,"['塔身灯光秀', '东方明珠塔地标乐园·印象光绘艺术馆', '78米“更上•海”环动多媒体秀', '黄浦江游览（东方明珠码头）', '东方明珠·空中旋转餐厅']",2023-02-23 发布点评,3岁宝宝,广东,黄浦区,东方明珠,762,上海市浦东新区陆家嘴世纪大道1号,体验 真的 三球 联票 几层 全是 档次 娃娃 机和 游戏机 国际 大都市 标志性 景点 感觉 掉价 一层 太空 特别 适合 孩子 不抱 看不到 望远镜 既然如此 儿童票 干嘛 楼前 提示 望远镜 只能 硬币 硬件 实在 落后,0.0155,负面,1
174702329,M28****3437,黄金贵宾,,[],[],6,0,0,5,https://dimg04.c-ctrip.com/images/0EQ0c12000aienrzi6E2B_W_640_10000.jpg?proc=autoorient;https://dimg04.c-ctrip.com/images/0EQ0n12000aiev8ud9CD0_W_640_10000.jpg?proc=autoorient,景色-5.0;趣味-5.0;性价比-5.0,东方明珠塔共三个球，它的高度是468米，是亚洲第一高塔。它的底部有六根柱子，有三根柱子里有电梯直通最上面的球。最上面的球是旋转餐厅，中间的球是观光球，它的外层是玻璃做的，透过玻璃能看到黄埔江。从上往下看，汽车像玩具车一样大小，行人像蚂蚁一样移动！,,2023-01-26 发布点评,,上海,黄浦区,东方明珠,762,上海市浦东新区陆家嘴世纪大道1号,东方明珠 塔共 三个 高度 亚洲 第一 高塔 底部 六根 柱子 三根 柱子 电梯 直通 旋转 餐厅 观光 外层 玻璃 透过 玻璃 黄埔江 汽车 玩具车 大小 行人 蚂蚁,0.3034,负面,0
175248082,Minaaamiao,黄金贵宾,,[],[],6,0,0,5,https://dimg04.c-ctrip.com/images/0EQ1e12000asm7azn44B1_W_640_10000.jpg?proc=autoorient;https://dimg04.c-ctrip.com/images/0EQ3g12000aslpgbp88AD_W_640_10000.jpg?proc=autoorient;https://dimg04.c-ctrip.com/images/0EQ0q12000asm3fgcD7BD_W_640_10000.jpg?proc=autoorient;https://dimg04.c-ctrip.com/images/0EQ4012000asm7usk815E_W_640_10000.jpg?proc=autoorient,景色-5.0;趣味-4.0;性价比-5.0,之前写了很长，携程app自动重启也没给我保存草稿。总的来说，我们周一早上9点到门口，入园需要安排1.5-2小时。可以带吃的和水，园区的小吃有点贵但没到离谱的地步。中午出来吃不太实际，有点远。我们没买任何优先权一天时间也基本玩完，还是边闲逛边玩的，除了飞跃地平线其他都在1小时以内的排队时间，不用特别安排计划。附近的节目有路上的工作人员可以提醒你几点在哪。下雨一定要带雨衣，伞在设施上不让打，园区雨衣90非常坑。灯火表演不要往前凑，越往前越看不见，完了还出不去。整体体验良好，安逸。,"['七个小矮人矿山车', '风暴来临——杰克船长之惊天特技大冒险', '创界雪佛兰数字挑战', '加勒比海盗——沉落宝藏之战']",2023-03-21 发布点评,,上海,黄浦区,上海迪士尼度假区,1412255,上海市浦东新区川沙新镇黄赵路310号,很长 携程 自动 重启 保存 草稿 周一 早上 点到 门口 入园 安排 小时 园区 小吃 没到 离谱 地步 中午 没买 优先权 时间 玩完 闲逛 边玩 飞跃 地平线 小时 以内 排队 时间 不用 特别 安排 计划 节目 路上 工作人员 提醒 几点 下雨 雨衣 设施 不让 园区 雨衣 灯火 表演 往前 往前 看不见 出不去 整体 体验 安逸,0.0857,负面,1
174698190,M13****738,铂金贵宾,,[],[],6,0,1,5,https://dimg04.c-ctrip.com/images/0EQ3g12000aiaq2lw7CDA_W_640_10000.jpg?proc=autoorient;https://dimg04.c-ctrip.com/images/0EQ1c12000aiao7cy03CC_W_640_10000.jpg?proc=autoorient;https://dimg04.c-ctrip.com/images/0EQ4l12000aiaohboA8BD_W_640_10000.jpg?proc=autoorient,景色-5.0;趣味-5.0;性价比-5.0,等待时间都太长了，一天就能要几个项目，每个项目至少排队一个小时左右，除非入口左侧那边的儿童项目相对时间短，夜晚的烟花很壮观，是太平洋保险赞助。,"['七个小矮人矿山车', '雷鸣山漂流', '创极速光轮', '加勒比海盗——沉落宝藏之战', '风暴来临——杰克船长之惊天特技大冒险']",2023-01-25 发布点评,,安徽,黄浦区,上海迪士尼度假区,1412255,上海市浦东新区川沙新镇黄赵路310号,等待时间 太长 几个 项目 项目 至少 排队 小时 入口 左侧 儿童 项目 时间 夜晚 烟花 壮观 太平洋保险 赞助,0.2467,负面,0
174663707,Yumiko,铂金贵宾,,[],[],6,0,0,5,https://dimg04.c-ctrip.com/images/0EQ5y12000ahmq4ok6617_W_640_10000.jpg?proc=autoorient;https://dimg04.c-ctrip.com/images/0EQ4v12000ahmsja5A1D0_W_640_10000.jpg?proc=autoorient;https://dimg04.c-ctrip.com/images/0EQ3012000ahmqjtrDDAA_W_640_10000.jpg?proc=autoorient;https://dimg04.c-ctrip.com/images/0EQ5912000ahmt5kc0613_W_640_10000.jpg?proc=autoorient;https://dimg04.c-ctrip.com/images/0EQ4s12000ahmpx751DE4_W_640_10000.jpg?proc=autoorient,景色-5.0;趣味-5.0;性价比-5.0,去的时候正是上海疫情高峰，再加上入住酒店提前一小时入园，所以那天玩了很多项目，来了那么多次迪士尼，那天玩到的项目是最多的，演职人员也比以前减少，但特殊时期都可以理解。,"['加勒比海盗——沉落宝藏之战', '创极速光轮', '翱翔•飞越地平线', '米奇童话专列', '奇梦之光幻影秀']",2023-01-23 发布点评,,上海,黄浦区,上海迪士尼度假区,1412255,上海市浦东新区川沙新镇黄赵路310号,上海 疫情 高峰 入住 酒店 提前 小时 入园 那天 项目 迪士尼 那天 玩到 项目 演职人员 减少 时期 理解,0.2136,负面,2
174850303,果果&朵朵妈妈,黄金贵宾,,[],[],6,2,2,5,https://dimg04.c-ctrip.com/images/0EQ5g12000amhurmt3613_W_640_10000.jpg?proc=autoorient;https://dimg04.c-ctrip.com/images/0EQ2q12000amhorlh8E25_W_640_10000.jpg?proc=autoorient;https://dimg04.c-ctrip.com/images/0EQ0512000amhudk0DA10_W_640_10000.jpg?proc=autoorient;https://dimg04.c-ctrip.com/images/0EQ6912000amhrrw720A0_W_640_10000.jpg?proc=autoorient;https://dimg04.c-ctrip.com/images/0EQ0b12000amhp48mC33B_W_640_10000.jpg?proc=autoorient;https://dimg04.c-ctrip.com/images/0EQ3012000ami7t3jE433_W_640_10000.jpg?proc=autoorient;https://dimg04.c-ctrip.com/images/0EQ0d12000ami9n6a8E23_W_640_10000.jpg?proc=autoorient;https://dimg04.c-ctrip.com/images/0EQ4l12000amhurn084A1_W_640_10000.jpg?proc=autoorient;https://dimg04.c-ctrip.com/images/0EQ5k12000ami8m8q4064_W_640_10000.jpg?proc=autoorient,景色-5.0;趣味-5.0;性价比-5.0,第二次来；项目多了一些；但是工作人员的服务态度明显不如以前了，都不应说相当热情了；连回答问题都不耐烦了，其他地方还好吧~,"['加勒比海盗——沉落宝藏之战', '漫游童话时光', '古迹探索营', '创界雪佛兰数字挑战']",2023-02-08 发布点评,,上海,黄浦区,上海迪士尼度假区,1412255,上海市浦东新区川沙新镇黄赵路310号,第二次 项目 工作人员 服务态度 不应 热情 回答 不耐烦 地方 还好,0.0969,负面,2
174691510,158****0559,铂金贵宾,,[],[],6,0,0,5,https://dimg04.c-ctrip.com/images/0EQ1y12000ai6tsmb023A_W_640_10000.jpg?proc=autoorient;https://dimg04.c-ctrip.com/images/0EQ0712000ai6v41zBF2B_W_640_10000.jpg?proc=autoorient;https://dimg04.c-ctrip.com/images/0EQ7112000ai6sa8n758E_W_640_10000.jpg?proc=autoorient;https://dimg04.c-ctrip.com/images/0EQ3112000ai6u8gy9457_W_640_10000.jpg?proc=autoorient;https://dimg04.c-ctrip.com/images/0EQ6512000ai6u6yl8D80_W_640_10000.jpg?proc=autoorient;https://dimg04.c-ctrip.com/images/0EQ3212000ai6urc23DB0_W_640_10000.jpg?proc=autoorient;https://dimg04.c-ctrip.com/images/0EQ3u12000ai6uykvCFFD_W_640_10000.jpg?proc=autoorient;https://dimg04.c-ctrip.com/images/0EQ3712000ai6trsz6582_W_640_10000.jpg?proc=autoorient;https://dimg04.c-ctrip.com/images/0EQ2i12000ai6v3vn277D_W_640_10000.jpg?proc=autoorient,景色-5.0;趣味-5.0;性价比-5.0,建议节假日如果想玩得多就需要两日票，一日建议买快速通道～不然你会发现一天下来只玩了没几个～酒店有预算可以住景区酒店还可以租小推车，方便溜娃～,"['风暴来临——杰克船长之惊天特技大冒险', '冰雪奇缘：欢唱盛会', '创极速光轮', '七个小矮人矿山车', '翱翔•飞越地平线']",2023-01-25 发布点评,,海南,黄浦区,上海迪士尼度假区,1412255,上海市浦东新区川沙新镇黄赵路310号,建议 节假日 两日 一日 建议 快速通道 发现 几个 酒店 预算 景区 酒店 小推车,0.2779,负面,0
175147198,爱花的兔叽,黄金贵宾,,[],[],6,0,0,4,https://dimg04.c-ctrip.com/images/0EQ2k12000arfm88c566E_W_640_10000.jpg?proc=autoorient;https://dimg04.c-ctrip.com/images/0EQ6x12000arg3kve25FE_W_640_10000.jpg?proc=autoorient;https://dimg04.c-ctrip.com/images/0EQ4d12000arg6vps4BE0_W_640_10000.jpg?proc=autoorient;https://dimg04.c-ctrip.com/images/0EQ5t12000arfow6t048F_W_640_10000.jpg?proc=autoorient;https://dimg04.c-ctrip.com/images/0EQ3f12000arg2113173E_W_640_10000.jpg?proc=autoorient;https://dimg04.c-ctrip.com/images/0EQ2512000arfko5x0726_W_640_10000.jpg?proc=autoorient;https://dimg04.c-ctrip.com/images/0EQ4r12000arfc0zd1BB7_W_640_10000.jpg?proc=autoorient;https://dimg04.c-ctrip.com/images/0EQ3a12000arga65c95B9_W_640_10000.jpg?proc=autoorient;https://dimg04.c-ctrip.com/images/0EQ4t12000arg27ai11CD_W_640_10000.jpg?proc=autoorient,景色-5.0;趣味-5.0;性价比-4.0,景色很美很怡人，但败笔是时断时续的承包照相的吆喝声，夹杂着北方某地地方音的招徕顾客的照相啦照相啦 等等！真的很败兴！说实话有些小小的失望！,['都市观光旅游巴士'],2023-03-11 发布点评,,上海,黄浦区,外滩,736,上海市黄浦区中山东一路（临黄浦江）,景色 很美 很怡 败笔 时断时续 承包 照相 吆喝声 夹杂着 北方 某地 地方 招徕 顾客 照相 照相 真的 败兴 说实话 小小的 失望,0.0049,负面,1
174758181,qtrqqcl,黄金贵宾,,[],[],6,1,0,5,https://dimg04.c-ctrip.com/images/1mh4612000ajhcpxf3033_W_640_10000.jpg?proc=autoorient;https://dimg04.c-ctrip.com/images/1mh3312000ajheowu1098_W_640_10000.jpg?proc=autoorient;https://dimg04.c-ctrip.com/images/1mh5u12000ajhe914F977_W_640_10000.jpg?proc=autoorient;https://dimg04.c-ctrip.com/images/1mh5x12000ajhdbo32D2C_W_640_10000.jpg?proc=autoorient;https://dimg04.c-ctrip.com/images/1mh2d12000ajhdylt0869_W_640_10000.jpg?proc=autoorient;https://dimg04.c-ctrip.com/images/1mh2c12000ajhdlul6081_W_640_10000.jpg?proc=autoorient;https://dimg04.c-ctrip.com/images/1mh3b12000ajhd9x10A9A_W_640_10000.jpg?proc=autoorient;https://dimg04.c-ctrip.com/images/1mh2512000ajherutA4C9_W_640_10000.jpg?proc=autoorient;https://dimg04.c-ctrip.com/images/1mh4112000ajhe26aA024_W_640_10000.jpg?proc=autoorient;https://dimg04.c-ctrip.com/images/1mh0j12000ajhdx5u9E40_W_640_10000.jpg?proc=autoorient;https://dimg04.c-ctrip.com/images/1mh0k12000ajhdrw4FB9B_W_640_10000.jpg?proc=autoorient;https://dimg04.c-ctrip.com/images/1mh0n12000ajhco9v3CAB_W_640_10000.jpg?proc=autoorient;https://dimg04.c-ctrip.com/images/1mh3812000ajhdoniD62C_W_640_10000.jpg?proc=autoorient;https://dimg04.c-ctrip.com/images/1mh5012000ajhdqqpA393_W_640_10000.jpg?proc=autoorient;https://dimg04.c-ctrip.com/images/1mh4312000ajhe00v1822_W_640_10000.jpg?proc=autoorient,景色-5.0;趣味-5.0;性价比-5.0,180元的门票，不算贵，但是两边都拦起来了，观景角度大概在260度，没有达到360度无死角。还有一点，玻璃反光影响拍照，很难避开,,2023-01-30 发布点评,,浙江,黄浦区,上海之巅观光厅,2005734,上海市浦东新区银城中路501号近东泰路（上海中心大厦内）,门票 不算 两边 观景 角度 死角 一点 玻璃 反光 影响 拍照 很难 避开,0.0098,负面,1
174723164,_WeCh****42736,钻石贵宾,,[],[],6,0,0,5,https://dimg04.c-ctrip.com/images/0EQ6j12000aitej2r8E12_W_640_10000.jpg?proc=autoorient;https://dimg04.c-ctrip.com/images/0EQ5112000ait9w339DD5_W_640_10000.jpg?proc=autoorient;https://dimg04.c-ctrip.com/images/0EQ3w12000aitbqdu6ACB_W_640_10000.jpg?proc=autoorient,景色-5.0;趣味-5.0;性价比-5.0,好高，118层有点晕晕的感觉,"['生长的天际线', '巅峰景象', '垂直城市']",2023-01-27 发布点评,,浙江,黄浦区,上海之巅观光厅,2005734,上海市浦东新区银城中路501号近东泰路（上海中心大厦内）,晕晕 感觉,0.0828,负面,1
174728017,M97****55,铂金贵宾,,[],[],6,0,0,5,https://dimg04.c-ctrip.com/images/0EQ3h12000aiws1ko10BD_W_640_10000.jpg?proc=autoorient;https://dimg04.c-ctrip.com/images/0EQ5712000aiwta9bE46E_W_640_10000.jpg?proc=autoorient,景色-5.0;趣味-5.0;性价比-5.0,不亏是中国之巅，风景独好！,,2023-01-28 发布点评,,安徽,黄浦区,上海之巅观光厅,2005734,上海市浦东新区银城中路501号近东泰路（上海中心大厦内）,不亏 中国 之巅 风景 独好,0.2953,负面,1
175049407,ell****ng,铂金贵宾,,[],[],6,0,0,4,,景色-4.0;趣味-4.0;性价比-4.0,如果来上海旅游大概想去的吧，想不明白有什么好玩的，太高了吓人,,2023-02-28 发布点评,,上海,黄浦区,上海之巅观光厅,2005734,上海市浦东新区银城中路501号近东泰路（上海中心大厦内）,上海 旅游 明白 好玩 太高 吓人,0.1084,负面,2
174835986,追杀丘比特,黄金贵宾,,[],[],6,1,1,5,,景色-5.0;趣味-5.0;性价比-5.0,还可以，就是去的时候天气不好，看不清楚。,,2023-02-06 发布点评,,江苏,黄浦区,上海之巅观光厅,2005734,上海市浦东新区银城中路501号近东泰路（上海中心大厦内）,天气 不好 看不清楚,0.0683,负面,1
174782794,任征宇,钻石贵宾,,[],[],6,0,0,5,,景色-5.0;趣味-5.0;性价比-5.0,这样买票方便。上去看看不白来,,2023-02-01 发布点评,,上海,黄浦区,上海之巅观光厅,2005734,上海市浦东新区银城中路501号近东泰路（上海中心大厦内）,买票 不白来,0.2797,负面,1
174686651,M27****152,铂金贵宾,,[],[],6,0,0,5,,景色-5.0;趣味-5.0;性价比-5.0,人少的时候来应该很好,['巅峰景象'],2023-01-25 发布点评,,上海,黄浦区,上海之巅观光厅,2005734,上海市浦东新区银城中路501号近东泰路（上海中心大厦内）,人少,0.2955,负面,1
