所属主题,文章数量,特征词,主题强度
Topic0,46,房间、干净、舒服、推荐、民宿、特别、感觉、酒店、舒适、真的、环境、服务、整洁、不错、满意、装修、朋友、贴心、超级、楼下、风格、卫生、这家、设计、整体、下次、床垫、简约、投影、管家、温馨、满满、入住、很棒、地铁站、小吃、长沙、阳光、江景、好吃、老板、细节、浴缸、位置、很漂亮、进门、投影仪、周末、下午、好评、视野、惬意、高层、壁炉、绝佳、强烈推荐、行李、坡子街、好看、有家、厨房、冰箱、失望、五一、临江、效果、打麻将、五星、商圈、喜欢、住宿、体验、沙发、卫生间、网红、外卖、开心、小姐姐、性价比、出行、耐心、设施、拍照、挺不错、地理位置、二次、马桶、米粉、开放式、长长的、趣味、动画片、亲切感、太棒了、清晰、有人、洁具、超有、两步、太绝,0.12958
Topic1,8,民宿、环境、泡澡、管家、入住、房间、不错、卫生、干净、姐妹、舒适、贴心、适合、超级、特别、喜欢、电影、这家、设施、安静、下次、出游、服务、小食、一级、老街、浴缸、五一广场、舟车劳顿、办理、特色、不负众望、周边、配套、坡子街、围炉、住宿、挑选、地铁站、朋友、热情、沐浴、夜景、火车、实拍、价格、接待、温暖、睡觉、拍摄、一模一样、空闲、房型、推荐、下午、老板、地段、满意、地方、太平、体验、卸下、戴森、无聊、水果、好久、温馨、灯光、一身、晚上、拍照、很棒、球球、步行、舒心、选择、迎宾、煮茶、美丽、齐全、情侣、性价比、吹风机、宽敞、闺蜜、地理位置、整体、舒服、位置、整洁、长沙、很好、真的、酒店、出行、感觉、挺不错、楼下、小姐姐、值得,0.022535
Topic2,13,卫生、民宿、房间、不错、小姐姐、管家、真的、干净、舒服、热情、位置、出行、入住、体验、放心、面积、店家、满意、房东、建议、房间内、步行街、地理位置、各类、设施、房型、下次、老板娘、地铁站、细节、惬意、独栋、齐全、楼下、老板、感觉、距离、氛围、推荐、泡澡、步行、亲切、赞赞、景色、好找、爱惨、旧楼、受限、投影设备、审美、适合、信息、小心、马歇尔、临街、办事效率、壁炉、白色、江面、超赞、风格、很辛、布置、停车场、朋友、退房、两天、治安、哈哈哈、查房、客厅、一线、复式、物资、岳麓山、疑问、目测、总体、一层、很大、院子、越来越、愉快、洗澡、工作日、长者、小时、明明白白、简约、五一、榻榻米、碰到、主动、前台、环境优美、浴缸、分钟、地方、采光、阴雨天,0.03662
Topic3,30,环境、房间、设施、不错、卫生、推荐、干净、民宿、齐全、朋友、服务、喜欢、真的、院子、小姐姐、长沙、抽湿机、桔子、暖和、完善、电热毯、设备齐全、江景、地铁站、老板、简约、出差、细心、露台、好评、阳台、价格、很大、安静、太平街、后院、管家、别太美、风格、这家、旅游、外卖、选择、交通、装修、特别、晚上、果断、没收、体贴、保安、优惠、适合、行政、看完、小朋友、难觅、你家、友好、前台、阴雨、铁门、夫妇、路程、一楼、大气、美真、安保、超高、几分钟、店主、品位、拍照、提水、不到、会员、优越、北欧、春风、情侣、绵绵、酒廊、前栋、鱼池、值得、申请、五分、总体、送到、灯光、赠送、电视、强烈推荐、不用说、空调、应有尽有、屋子、潮宗街、投影、惬意,0.084507
Topic4,40,房间、环境、干净、不错、卫生、设施、楼下、民宿、服务、装修、地理位置、真的、下次、贴心、江景、选择、体验、入住、公寓、风格、值得、满意、小姐姐、特别、推荐、客厅、文和友、拍照、好吃、齐全、地铁站、酒店、管家、位置、窗外、五一广场、设计、这家、舒服、喜欢、床头柜、太平街、惬意、很棒、便利、淡季、令人满意、湘江、风景、楼层、停车、温馨、坡子街、开心、好看、视野、整体、服务态度、出差、旁边、旅游、煮茶、长沙、两个、氛围、房子、配备、热情、晚上、价格、图片、朋友、完善、对面、很好、橘子洲、友好、舒适、洲际、黄兴、很熟、更是、边上、大厅、布局、人士、夕阳、橙光、马桶、地道、棒棒、实图、清理、超好、那种、独家、帮忙、四个、喝茶、格局,0.11268
Topic5,37,房间、干净、真的、酒店、设施、不错、入住、老板、舒服、拍照、风格、服务、齐全、喜欢、楼下、民宿、整洁、卫生、位置、长沙、管家、环境、安静、晚上、推荐、细节、电影、用品、灯光、很棒、温馨、特别、出行、装修、惊喜、很快、江边、免费、住宿、地铁站、风景、下次、密码、马桶、美景、睡觉、简约、好看、外面、用心、体验、湘江、投影、出差、好吃、坡子街、小姐姐、满意、出门、热情、地理位置、五一广场、复古、床上、温暖、解放、夜景、发现、欧式、咖啡、天气、看着、安心、很大、最多、平方、提供、一重、适合、落地、北塔、南塔、空间、热闹、打扫、迎接、闺蜜、目测、打扫卫生、洗衣机、帮忙、感觉、体感、是从、下楼、朋友、玻璃、一张、两张床、回复,0.10423
Topic6,19,干净、服务、房间、卫生、安静、周到、不错、环境、感觉、特别、设施、打扫、适合、强烈推荐、明亮、公区、阳光、位置、风格、很漂亮、冰箱、巷子、热情、性价比、光线、保洁、酒店、窗户、很好、厕所、岳麓山、湘江、体验、管家、社恐、浴缸、靠近、满分、无可挑剔、采光、用心、窗帘、一大、稍微、靠着、来到、太平、在外、白天、被子、收获、穿着、奶油色、出门、保暖、独特、亮点、没备、不重、地漏、回到、强力、设计、声音、不让、很大、大学城、有趣、老街、繁华、浴室、对面、太好了、上铺、分离、帽子、一栋、孩子、齐全、清香、老板娘、东西、瑕疵、值得、一整天、阿姨、出行、好吃、交通、便利、一股、幸福、买点、舒适、进门、新开业、洗衣机、风景、床上、背靠,0.053521
Topic7,16,房间、干净、民宿、下次、卫生、很大、管家、环境、楼下、位置、推荐、服务、感觉、下楼、味道、整洁、洗漱、交通、休息、性价比、客人、设施、入住、满意、特别、齐全、热情、长沙、异味、攻略、统统、首推、旅行、旁边、精致、看能、落地窗、网红、品质、好看、往外面、天宝兄弟、用品、超快、文和友、房间内、还给、平日、国金、屏幕、再来、拖鞋、退房、配置、家具、夜景、一切都是、边上、适合、后栋、遗失、有个、差旅、聊天、损失、打卡、窗户、俯瞰、吃喝玩乐、可亲、建议、幽静、不好、下午茶、分钟、早餐、流程、卫生间、无敌、保存、回复、湘江、开心、洗衣机、冬瓜山、露台、窗边、上楼、公司、人士、浴缸、很棒、烧烤、第一次、提供、贴心、景色、简单、茶颜悦色、惊艳,0.04507
Topic8,14,房间、推荐、超级、环境、干净、位置、舒服、不错、晚上、长沙、姐妹、卫生、打卡、服务、客厅、开心、旅游、朋友、超好、哥哥、很小、空空、热情、国金中心、真的、老板娘、潮宗街、好找、询问、特种兵、藏身、八百、满分、周到、五一广场、极限、投影仪、两天、肖战、光脚、前台、茶颜、齐全、定时、全新、一条、节省时间、步行、外卖、回复、贴心、感受、靠近、纯白色、帮忙、整理、就近、傍晚、客服、小事、两杯、适配、中心、店里、大片、用品、本来、外观设计、商业街、解决、舒适、装饰、洗漱、地标、院子、公社、美食、床单、味道、魅力、景点、软软、体验、布置、好多、距离、逛逛、东西、赶时间、感受一下、无尘、民宿、安静、岳麓山、情令、不好、内心、氛围、鸟叫声、早上,0.039437
Topic9,25,房间、服务、干净、环境、体验、下次、热情、民宿、管家、舒适、老板娘、温馨、特别、卫生、入住、位置、整洁、长沙、下午茶、好评、交通、很漂亮、酒店、江景、地理位置、小姐姐、感觉、很棒、很好、空调、性价比、攻略、行李、一应俱全、晚上、这家、有求必应、早餐、免费、时间、机会、两个、设施、不错、价格、服务态度、贴心、朋友、味道、妥妥、热水、一对、安上、恐怖、一路上、精致、岳麓山、拍照、厕所、装修、马桶、惬意、赶紧、前台、团建、窗户、美女、暖气、遗憾、宝藏、鸟叫、屁股、周末、床品、镜子、三四百元、行李箱、没话说、全新、哈哈哈哈、出乎意料、家人、地段、地铁站、回答、可逛、感谢、寄存、心思、缺点、地铁口、优雅、二楼、有意思、眼罩、居住、洗澡、游玩、带上、空气清新,0.070423
