Unnamed: 0,Unnamed: 1,Unnamed: 2,评论内容,fenci,情感得分,情感类别,主题概率,主题类型
于2023年3月入住,朋友出游,4.5,房间挺漂亮的，床也很软，不过现在小露台上没有植物啦，有点光秃秃，房间隔音很好，完全听不见什么噪音！但是民宿开在咖啡馆楼上晚上出去和回去不太方便，有点太麻烦店员啦！,房间 漂亮 很软 露台 植物 光秃秃 房间 隔音 听不见 噪音 民宿 咖啡馆 楼上 晚上 回去 麻烦 店员,-0.8495966470262475,负面,"[(12, 0.94840443)]",12
于2023年3月入住,朋友出游,5.0,环境很不错，干净卫生,环境 不错 干净 卫生,0.7388864221884703,正面,"[(0, 0.81428343), (1, 0.014285855), (2, 0.014285913), (3, 0.01428585), (4, 0.01428587), (5, 0.014285889), (6, 0.014285955), (7, 0.014285894), (8, 0.014285842), (9, 0.014285885), (10, 0.01428594), (11, 0.014285885), (12, 0.014285925), (13, 0.014285879)]",0
于2023年3月入住,家庭亲子,5.0,首先位置很好，走几分钟就是芙蓉站，到五一广场就一站，去哪里都很方便，而且晚上很安静一点都不吵，然后这栋楼也比较新，环境比较好，楼下有保安，不是那种老旧的公寓，楼层高风景也不错，再说房间，比较干净，床很大睡的也很舒服，2张床睡4个人妥妥的，冰箱洗衣机烧水壶都有，还有个4人桌可以一起吃饭，美中不足的是厕所比较小，没有防滑垫和浴帘，老人洗澡要当心，洗澡的话不能连着洗，不然热水来不及烧，性价比非常高，2个盲盒房间都很不错，附上退房照,位置 几分钟 芙蓉 五一广场 一站 晚上 安静 一点 这栋 环境 楼下 保安 那种 公寓 楼层 风景 不错 房间 干净 很大 舒服 妥妥 冰箱 洗衣机 水壶 人桌 吃饭 美中不足 厕所 防滑垫 浴帘 老人 洗澡 当心 洗澡 连着 热水 性价比 盲盒 房间 不错 附上 退房,-0.9817622408610752,负面,"[(10, 0.97889525)]",10
于2023年3月入住,朋友出游,5.0,首先我要说这家店价格很实惠，随便一拍都很有感觉，位置也很方便，到哪里都方便，性价比超级高，老板也很热情，一点不嫌我们问题太多都有耐心解答，推荐好吃的。本次行程主要就是吃吃吃，很开心。下次再来还会选择这家店，下次换个风格住住。,要说 这家 价格 实惠 随便 感觉 位置 性价比 超级 老板 热情 一点 太多 耐心 解答 推荐 好吃 本次 行程 开心 下次 再来 选择 这家 下次 风格,0.9540305795829068,正面,"[(3, 0.96560717)]",3
于2023年3月入住,家庭亲子,5.0,交通方便，楼下就有便利店，有水果超市，有小吃店，距离五一广场也不远。房间格局很规整，有餐桌，客厅也有小桌，方便放东西，还有小飘窗，可以看夜景，非常棒！,交通 楼下 便利店 水果 超市 小吃店 距离 五一广场 不远 房间 格局 规整 餐桌 客厅 小桌 东西 夜景,0.9961358807615468,正面,"[(5, 0.94841033)]",5
于2023年3月入住,朋友出游,4.0,卫生 位置等都挺好的，但给个建议哈，浴室那里没有格挡门的话，洗澡真的太容易溅出来了。另外不知道是哪里的声音（有点像空调外机的那种），有点点吵,卫生 位置 挺好 建议 浴室 洗澡 真的 声音 有点像 空调 外机 那种 点点,-0.914280293308858,负面,"[(5, 0.9336701)]",5
于2023年3月入住,家庭亲子,4.0,如果对住的没太大要求的，整体还行。除了一点，家里老人家都说浴室没有门，水都溅出来了这一点不太好，且没有防滑垫，这个要改进！,对住 整体 一点 家里 老人家 浴室 一点 不太好 防滑垫 改进,-0.5771467185094883,负面,"[(11, 0.9155804)]",11
于2023年3月入住,家庭亲子,5.0,超级棒，服务特别好，还会给你推荐吃的玩的，房间隔音也不错，值得推荐，主要服务态度真的让人太喜欢了，,超级 服务 特别 推荐 房间 隔音 不错 值得 推荐 服务态度 真的 喜欢,0.8769490546259058,正面,"[(6, 0.92856944)]",6
于2023年3月入住,朋友出游,5.0,小姐姐服务十分赞，卫生环境也是不错的，就是隔音效果要是再好一点就完美了,小姐姐 服务 卫生 环境 不错 隔音 效果 一点 完美,0.9168431097662556,正面,"[(6, 0.9071398)]",6
于2023年3月入住,朋友出游,5.0,房间卫生干净，交通方便。离地铁站近，最重要离五一广场也很近，客服也很友好。,房间 卫生 干净 交通 地铁站 五一广场 客服 友好,0.5190907909754578,正面,"[(12, 0.8968183)]",12
