所属主题,文章数量,特征词,主题强度
Topic0,23,环境、民宿、服务、长沙、卫生、房间、不错、老板、真的、小朋友、这家、干净、下次、特别、交通、五一广场、体验、周边、热情、贴心、开心、阿姨、态度、退房、喜欢、小姐姐、舒服、选择、安静、美食、好吃、晚上、便利、坡子街、文和友、不夜城、聊天、每次、米粉、照片、日料、平地、肯定、外部、当天、很堵、黄兴路、非常适合、出游、家乡、生活、早餐、几张、西餐、不二、日记、一块儿、必选、解放、物业、胖胖的、内部、位于、客服、香薰、吃糖、主题、便捷、出片、幸福、安逸、硬件、露营、软件、回到、农家、酒店、友善、休闲、装修、条件、到位、难订、好子、红酒、安妮、流连忘返、时间、小菜、行李、两天、续租、管家、第二次、第二天、度假、超级、定制、湘江、饮酒,0.10268
Topic1,6,民宿、房间、戴森、服务、绝美、管家、老板、干净、强烈推荐、吹风机、朋友、位置、推荐、到位、窗台、味道、配置、好找、公园、每间、卧室、设计师、氛围、洗护、下楼、窗帘、即可、不愧、五一广场、配备、美味、条件、悬浮、湘菜馆、人均、投影、位于、夜景、保安、温馨、小姐姐、很好、长沙、周边、早餐、观景、真的、北欧、十次、热心、冰箱、每次、溜达、简约、视野、值得、好好、齐全、用心、开阔、拉开、洗脸、岳麓山、楼下、舒服、这家、进门、好看、居住、浴缸、江景、照片、问烦、设备、便利、整体、晚上、满意、贴心、环境优美、街上、感觉、不错、交通、环境、卫生、下次、体验、性价比、安静、地理位置、特别、电器、入住、住宿、酒店、完美、很棒、超级、服务态度,0.026786
Topic2,14,环境、感觉、体验、民宿、长沙、不错、齐全、服务、设施、干净、卫生、真的、小姐姐、房间、老板、朋友、居住、特别、舒适、打扫卫生、温馨、一家、卫生间、入住、阿姨、出行、地方、第一次、天花板、酒店、安静、位置、舒服、噪音、装修、设计、适合、隔壁、房间内、微信、社恐、临时、给到、野外、不用、价格公道、人员、完美、一楼、本次、一种、床铺、想不到、别样、不算、二楼、小孩子、机会、物品、很久、店里、困难、对货、概率、热情、可否、吸引、门前、景区、网上、提前、公寓、定位、功课、游玩、份量、远离、不多、好评、预想、三亚、告诉、市中心、出游、听歌、精致、强烈推荐、蜘蛛、标识、下午茶、门店、值得、秋千、常用、山林、攻略、对版、可爱、拍照、要大,0.0625
Topic3,13,老板、位置、下次、民宿、超级、惊喜、推荐、这家、特别、服务、聚会、假期、好吃、热情、感觉、感谢、再来、酒店、长沙、管家、楼下、干净、闺蜜、万事、茶水、像是、包容、榻榻米、家电、理解、拍拍、晒太阳、百年、店家、美好、实惠、安排、巷子、放松、姐妹、上楼、栖息、周围环境、短途、色调、纯白、名宿、煮茶、山林、等位、民俗、敬野舍、相处、水果、用心、太多、饭馆、智能、好找、小酒馆、要说、上午、围炉、最佳、出片、感受、拍照、本次、更是、还订、之间、随便、回来、统统、修心、缠绕着、出去玩、走路、心灵、深处、选择、想着、一点、摄影、广济桥、价格、笨萝卜、人生、古树、时光、喜欢、真的、拥有、适合、性价比、闹中取静、文和友、入住、免费、国金中心,0.058036
Topic4,13,房间、拍照、民宿、推荐、感觉、不错、长沙、位置、楼下、安静、特别、服务、老板、地方、很大、舒服、早餐、干净、酒店、院子、卫生、疲惫、好吃、温暖、惊喜、体验、潮宗街、希望、几天、整洁、好看、出片、真的、美味、设施、值得、周到、惬意、露台、装修、房子、城市、客人、提供、照片、晚上、朋友、蜗牛、热闹、停车、店长、独立、感受、回家、一应俱全、空调、出门、店里、这家、出行、一家、区域、一点、看书、要点、不功、呈现、上次、有问必答、茶颜、秋千、设计、核心、小朋友、家太美、带上、意面、用心、前台、屋里、客房、下个月、第一次、美景、夕阳、便利、放在、草坪、下午茶、工作人员、配备、大厅、泳池、好喝、咖啡师、公司、坡子街、超大、晒太阳、赶紧,0.058036
Topic5,19,不错、环境、房间、晚上、下次、楼下、好吃、空调、排队、超级、长沙、地理位置、住宿、舒服、安静、老板、早餐、入住、特别、四个、有点像、小吃店、景区、沟通、粉面、越好、东西、幸运、着实、唯一、看着、建议、清幽、小酒、商圈、客厅、民宿、交通、主人、超市、猫猫、三间房、洗澡、几家、洗漱、挺不错、设计、湖南、吃饭、水果、点点、流程、外机、很棒、步行街、城市、夜宵、店员、宝藏、算是、超值、好看、投影、会在、出去玩、便利店、讲解、卫生、格局、一家、热情、感情、八个、风景、烧烤、蛮大、小桌、舒适、浴室、好好、闹中取静、越早、真的、情调、距离、旺区、大床、品质、那种、五一广场、回去、哥哥、不远、卫生间、这间、世外桃源、等位、套间、感觉、餐桌,0.084821
Topic6,26,房间、干净、卫生、民宿、服务、不错、环境、推荐、体验、下次、安静、交通、贴心、长沙、特别、清新、老板、住宿、朋友、热情、值得、设计、小姐姐、窗外、厕所、感觉、外卖、酒店、地铁、隔音、装修、超级、湘江、喜欢、管家、出门、这家、出游、落地窗、照片、真的、舒服、完美、好好、建议、艺术、接近、可惜、说不、名宿、信息、防撞、合适、花园、询问、时间、味道、手机、升级、地区、宝藏、心旷神、客房、坡子街、分离、时光、清静、交谈、满意、米左右、定居、快乐、留意、再来、主动、风景、空气、东西、美女、锋利、门口、干湿、甜美、家电、氛围、映入、绿意、没什么、没想到、风格、闹市区、稍加、来电、软硬、投影、各类、好像、周边、冲锋、太重,0.11607
Topic7,11,解决、安静、放松、干净、环境、舒服、不错、民宿、遥控、房间、热情、前台、服务、真的、服务态度、实景、行李、客服、厕所、吹风机、艺术、没什么、餐厅、很久、公区、安安静静、分离、体验、超级、店家、优点、缘故、绿叶成荫、无敌、一间、介绍、非常适合、下午茶、接触式、整体、一家、包场、心累、挺好、隔离、宁静、细心、闺蜜、遗憾、超好、整洁、景点、晚上、刷到、少见、干湿、设施、排水口、推荐、老公、空调、下次、下午、细致、图片、情侣、开会、早餐、区别、泳池、管家、开业、很大、周边、室内、牛奶、电池、泡澡、山边、位置、私密性、亲自动手、符合、哥哥、负责、芙尼、超大、老板、不太好、小妹、投影仪、大部分、享受、户外、特别、齐全、卫生、值得、交通、入住,0.049107
Topic8,9,棒棒、真的、值得、特别、酒店、热情、晚上、环境、黄兴广场、周边、攻略、功不可没、投影、开心、风景、意面、价格、拼盘、窗外、再来、客服、烧烤、泳池、合适、绝绝子、出门、惬意、先进、令人、围炉、客栈、烟霞、设施、店家、很爽、小吃、放空、喝茶、姐姐、干净利落、旁边、氛围、好吃、奥特曼、位置、闹区、空调、朋友、小酒馆、晚餐、露台、时光、好用、布包、小姐姐、宁静、正街、旅行、不错、度过、超大、景点、挺好吃、环境优美、喜欢、很棒、优惠、服务、盟重、房间、干净、卫生、老板、安静、舒服、体验、交通、民宿、入住、下次、满意、感觉、住宿、服务态度、地理位置、性价比、完美、电器、好好、楼下、长沙、超级、推荐、便利、出行、整体、很大、适合、管家、早餐,0.040179
Topic9,7,满意、干净、喜欢、长沙、体验、入住、小朋友、房间、卫生、超级、酒店、真的、特别、很大、服务、朋友、民宿、设计、好看、环境、整洁、会带、一间、设备、下次、照片、完善、交通、很小、地理位置、不错、性价比、隔壁、适合、装修、丽思、旅游、噪音、到时候、卡尔顿、一览无遗、细节、过程、热情、夜景、这间、魅力、香味、这家、北京、淡淡的、中心、茶颜、更好、最舒服、希尔顿、感受、全新、罗格、拍照、带有、给予、裸辞、三个、居住、五星级、重庆、武汉、旅行、带给、管家、风景、成都、坡子街、一杯、无宿、来到、顶层、太平、输于、危房改造、听说、不夜城、便利、光顾、老街、第四个、尼依、出行、肉眼、周二、晚上、城市、太棒了、延迟、几天、八点、升旗仪式、近期、声音,0.03125
