Unnamed: 0,Unnamed: 1,Unnamed: 2,评论内容,fenci,情感得分,情感类别
于2023年1月入住,朋友出游,5.0,长沙24小时！ 住在独栋法式小楼里新的一年继续轻松一点，浪漫一点。趁着过年天气好去长沙走了一趟。一整栋法式小楼一楼是对外的咖啡厅二三楼有带花园露台的房间。冬天在走廊拍拍也好美，入住的话公区，花园喝咖啡厅区域可以免费拍照。夏天可以和一整墙的蔷薇花合影。我住的是二楼的“罗马假日”，整个房问都是法式小细节，简单但温馨。地址在潮宗街里，地理位置很好（对于一个十年没来长沙的隔壁人太方便了） 楼下就能逛起来吃起来，有很多隐藏好店！,长沙 小时 独栋 法式 小楼 一年 轻松 一点 浪漫 一点 过年 天气 长沙 一趟 整栋 法式 小楼 一楼 对外 咖啡厅 二三 花园 露台 房间 冬天 走廊 拍拍 入住 公区 花园 咖啡厅 区域 免费 拍照 夏天 一整 蔷薇花 合影 二楼 罗马 假日 房问 法式 细节 简单 温馨 地址 潮宗街 地理位置 十年 长沙 隔壁 楼下 逛起来 隐藏,-0.22217677694356186,负面
于2023年1月入住,独自旅行,4.0,此行长沙订了两晚酒店，第一晚亚朵，423元，第二晚芳华458元。这并不算便宜的一间民宿。设施和照片一致，晚上七点到店时，店员说，我们这里的消费是按位收费的。哦，我已经用过晚餐，就也没有细问，晚上也不想喝咖啡了。今天早上八点半离店，整个店都是安静状态，楼下是没有店员的。店家的咖啡要12点钟才供应。做民宿，整个早上都不供应早餐与咖啡，实在另人失望。我是重度咖啡爱好者，每天自己手冲咖啡，就冲着咖啡的名头住店，却没喝到咖啡。本来还想着，早上要和老板聊聊，看都有哪些手冲、意式浓缩，用什么豆子呢，看来我是想多了。,此行 长沙 酒店 第一晚 亚朵 芳华 不算 便宜 一间 民宿 设施 照片 晚上 七点 店员 消费 收费 晚餐 细问 晚上 不想 喝咖啡 早上 八点半 离店 安静 状态 楼下 店员 店家 咖啡 点钟 供应 民宿 早上 供应 早餐 咖啡 实在 失望 重度 咖啡 爱好者 手冲 咖啡 冲着 咖啡 名头 住店 喝到 咖啡 本来 想着 早上 老板 聊聊 手冲 意式 浓缩 豆子,-0.9999999989942747,负面
于2023年1月入住,情侣出游,5.0,房间棒，服务棒，周边都是中古店、设计师店，是长沙的文创社区，安静不吵，离五一街走路五分钟，方便买买买和吃吃吃,房间 服务 周边 中古 设计师 长沙 文创 社区 安静 五一 走路 五分钟 买买,0.6745591663135222,正面
于2023年1月入住,情侣出游,5.0,很棒的民宿，值得推荐！,很棒 民宿 值得 推荐,0.9470305550420364,正面
于2023年1月入住,朋友出游,5.0,感觉这家民宿的确很适合朋友一起出去玩,感觉 这家 民宿 适合 朋友 出去玩,0.5497543267596496,正面
于2023年1月入住,情侣出游,5.0,酒店位置很好找 老板很耐心的指导 楼下就是商超特别方便 晚上还有小吃 特别棒 房间住宿里面还提供了游戏机 很好玩 空调很暖和 阿姨打扫的也很细致 强烈推荐！,酒店 位置 好找 老板 耐心 指导 楼下 商超 特别 晚上 小吃 特别 房间 住宿 提供 游戏机 好玩 空调 暖和 阿姨 打扫 细致 强烈推荐,0.5376975410246139,正面
于2023年1月入住,其他,5.0,赞 游玩便利性、性价比、床品舒适度、蚊虫治理、隔音、房间面积令我满意；房东很热情，服务很贴心，房间装修也很精致，卫生也还不错，挺方便的，交通也挺便利,游玩 便利性 性价比 床品 舒适度 蚊虫 治理 隔音 房间 面积 满意 房东 热情 服务 贴心 房间 装修 精致 卫生 不错 交通 便利,0.9999925477335776,正面
于2023年1月入住,家庭亲子,4.7,南站下车直接转地铁2号线芙蓉广场5号出囗，一条直路，非常方便，去那个景点都方便，地铁都能到，智能方便，由于是蓄水式热水器，建议提早轮流洗澡，相隔半小时更好。,南站 下车 地铁 号线 芙蓉 广场 一条 直路 景点 地铁 智能 蓄水 热水器 建议 提早 轮流 洗澡 相隔 半小时 更好,0.6830249093006555,正面
于2023年1月入住,家庭亲子,4.7,地理位置不错，靠近五一广场；里面设施设备齐全。店家还贴心的发了游玩和美食攻略；停车也很方便，需要自费。美中不足的是：1，由于是家用热水器，洗澡半小时就没热水了，需要再等等；2，年前和店家沟通有误，导致第三晚没法继续续住，只好换了另外一家民宿，有点失落！年前订的早，房间价格还挺优惠，年后订，长沙的酒店民宿价格都翻了一倍。总结这是一家不错的民宿！,地理位置 不错 靠近 五一广场 设施 设备齐全 店家 贴心 游玩 美食 攻略 停车 自费 美中不足 家用 热水器 洗澡 半小时 热水 年前 店家 沟通 有误 导致 第三 没法 续住 只好 一家 民宿 失落 年前 房间 价格 优惠 年后 长沙 酒店 民宿 价格 一倍 一家 不错 民宿,0.9999960721613317,正面
于2023年1月入住,家庭亲子,2.5,住房感受： 优点：楼层高，安静，交通方便，生活便利，有洗衣机，也有晾衣区（就是飘窗）。 缺点： 1、洗手间没有干湿分离，这点无论老板怎么解释说条件有限无法实现，但在没订房之前我已经在携程咨询过店家客服说是有的，导致几天下来洗澡总是小心翼翼缩在一个角落洗，生怕洒太多水出来整个洗手间都浸水！ 2、阿姨打扫房间不到位，我们提前到达进来放行李，确实有阿姨在收拾上位房客走后的房间，但当我们下午真正入住的时候，赤脚一踩上地板就感觉不对劲，沙发底下根本就没清理，瓜子开心果都有，目光所及的地板也是很多头发灰尘，无法忍受，最终只能自己扫一遍拖一遍。（老板说我标准高也好，有点强迫症也好，但我觉得无论是酒店还是民宿，卫生是基本要求！） 3、楼梯的感应灯自己开开关关的，太吓人了。（客服说前面没有房客反馈过，看来所有倒霉事都让我遇上了。） 4、住过好多复式公寓款的民宿，二层能有多高我们心里有数，并没有多大期待，但床靠着窗，窗边又好大一条梁，睡靠窗那个位置坐起来就差点撞到头这个是想不到的，不靠窗睡也不行，这几天长沙刚好降温，空调就装在梁上，一开就对着另外半边床直吹…… 总体来说，这个盲盒开得太堵心了。,住房 感受 优点 楼层 安静 交通 生活 便利 洗衣机 晾衣 缺点 洗手间 干湿 分离 老板 解释 条件 有限 没订 携程 咨询 店家 客服 导致 几天 洗澡 小心翼翼 角落 生怕 洗手间 浸水 阿姨 打扫 房间 到位 提前 到达 行李 确实 阿姨 收拾 上位 房客 房间 下午 入住 赤脚 地板 感觉 不对劲 沙发 底下 清理 瓜子 开心果 目光 所及 地板 头发 灰尘 无法忍受 最终 只能 一遍 一遍 老板 标准 强迫症 无论是 酒店 民宿 卫生 楼梯 感应 开开关关 吓人 客服 房客 反馈 倒霉事 遇上 好多 复式 公寓 民宿 二层 心里有数 期待 靠着 窗边 一条 靠窗 位置 差点 想不到 靠窗 不行 几天 长沙 降温 空调 一开 对着 半边 总体 盲盒 开得 堵心,-1.0,负面
于2023年1月入住,家庭亲子,4.7,酒店位置不错，是在公寓楼里，分布在各个楼层，不是体系管理的民宿，是私人的，所以在服务方面会略有不熟练，如果有停车、开票，订多件想在一层等需求，还有房门是密码锁，所以都需要提前加老板微信沟通。全程没有任何工作人员的，详细看详情页面，如果期待感是在商业民宿的程度上是会失望的。各有各的优势，因为这样的民宿优点就是绝对的自由，像租房子一样，年轻人会喜欢，年纪大点估计会觉得不大行。其他都很不错，没什么问题。,酒店 位置 不错 公寓楼 分布 楼层 体系 管理 民宿 私人 服务 略有 熟练 停车 开票 多件 一层 需求 房门 密码锁 提前 老板 微信 沟通 全程 工作人员 详细 详情 页面 期待 商业 民宿 程度 失望 优势 民宿 优点 自由 租房子 年轻人 喜欢 年纪 点估计 不错 没什么,-0.6767869723255173,负面
于2023年1月入住,朋友出游,5.0,年初一住到年初四，地理位置很好，距离五一广场步行就可以，省去打车费，住的位置很安静，住的楼层也高，卫生也算可以，我们四个人住，挺温馨，唯一缺点就是隔音不太好，老板人很好,年初一 年初 地理位置 距离 五一广场 步行 省去 车费 位置 安静 楼层 卫生 四个 温馨 唯一 缺点 隔音 不太好 老板,0.9995118386238762,正面
于2023年1月入住,家庭亲子,5.0,是复式的，空间还是比较大，环境位置都很好。 小孩也很喜欢住这里，车直接在地下停车场也很方便。叫外卖也方便，去五一广场，庙街也很方便，滴滴也很快,复式 空间 环境 位置 小孩 喜欢 地下 停车场 叫外卖 五一广场 庙街 滴滴 很快,0.9745093054896938,正面
于2023年1月入住,朋友出游,5.0,民宿不错，挺干净的,民宿 不错 干净,0.8798801387201536,正面
于2023年1月入住,家庭亲子,5.0,不错，舒适，设备齐全,不错 舒适 设备齐全,0.9809192412514067,正面
于2023年1月入住,朋友出游,5.0,比较安静，距离五一广场、黄兴广场比较远，步行大概20分钟左右（步行过），打车的话都是起步价就到了。直接打出租车就可以了不用网上平台，距离太平街好像是挺近的，小伙伴去逛了我没去，环境不错的，可以住4个人，复式公寓，2张床在2楼，中间有个帘子隔开…感觉住2个人刚好，4个人有点拥挤，卫生间只有一个,安静 距离 五一广场 黄兴广场 步行 分钟 步行 打车 起步价 出租车 不用 网上 平台 距离 太平街 好像 小伙伴 去逛 环境 不错 复式 公寓 张床 有个 帘子 隔开 感觉 拥挤 卫生间,0.8440276495999242,正面
于2023年1月入住,家庭亲子,5.0,这次旅行唯一觉得欣慰的就是订了一间民宿，干净，整理，温馨，给人带来家的感觉，离商圈也近，步行一段路就到了，老板很热情，服务也好，还介绍了长沙美食给我，下次过去绝对还订这家！,旅行 唯一 欣慰 一间 民宿 干净 整理 温馨 带来 感觉 商圈 步行 一段路 老板 热情 服务 介绍 长沙 美食 下次 还订 这家,0.9998488938288681,正面
