Unnamed: 0,Unnamed: 1,Unnamed: 2,评论内容,fenci,情感得分,情感类别
于2023年8月入住,朋友出游,5.0,已经是第二次入住啦，感觉每个房型都很有特色，并且每个房间的味道都不一样，放了不同味道的香薰。感觉唐顿特别的法式，而且床也挺软的，很适合我，躺下就不想起来了哈哈哈哈哈,第二次 入住 感觉 房型 特色 房间 味道 味道 香薰 感觉 唐顿 特别 法式 挺软 适合 不想 哈哈哈,0.6152890601666392,正面
于2023年8月入住,情侣出游,5.0,非常干净，很有感觉呢，被套毛巾啥的都有刺绣标志，很戳细节，而且枕头很舒服，很久没睡过那么香的觉了，下次来长沙玩还来这家民宿！,干净 感觉 被套 毛巾 刺绣 标志 细节 枕头 舒服 很久没 下次 长沙 这家 民宿,-0.23090876351418044,负面
于2023年8月入住,其他,5.0,房间干净卫生，罗马风格，环境舒服，二楼小露台适合打卡，小哥哥小姐姐服务很周到，一楼是一很有格调的咖啡厅，而且咖啡好好喝，图一是一楼咖啡厅，图二三是小露台,房间 干净 卫生 罗马 风格 环境 舒服 二楼 露台 适合 打卡 哥哥 小姐姐 服务 周到 一楼 格调 咖啡厅 咖啡 好喝 一是 一楼 咖啡厅 二三 露台,0.9997846291762369,正面
于2023年8月入住,情侣出游,5.0,房间干净安静，一楼是一间咖啡馆，民宿有赠送我们咖啡~~喜欢这种静谧感，但是也希望房间多放两张椅子一个桌子~,房间 干净 安静 一楼 一间 咖啡馆 民宿 赠送 咖啡 喜欢 静谧 希望 房间 两张 椅子 桌子,0.3899921433665059,正面
于2023年8月入住,家庭亲子,5.0,一开始有点小乌龙，但是很好的解决了，酒店住起来很舒服,乌龙 很好 解决 酒店 舒服,0.8437655479671042,正面
于2023年8月入住,家庭亲子,5.0,服务态度好，环境优美，很开心，下次来长沙玩，还来！,服务态度 环境优美 开心 下次 长沙,0.6899423047805151,正面
于2023年8月入住,朋友出游,5.0,民宿的小哥哥小姐姐很热情，装修风格复古有格调，也非常适合拍照！！我们住的是爱丽丝，绿色的房间很特别，推荐入住～,民宿 哥哥 小姐姐 热情 装修 风格 复古 格调 非常适合 拍照 爱丽丝 绿色 房间 特别 推荐 入住,0.9999885474149126,正面
于2023年8月入住,情侣出游,5.0,很棒，民宿很有风格，环境卫生都很好，服务也好！,很棒 民宿 风格 环境卫生 服务,0.7901719821667259,正面
于2023年8月入住,情侣出游,5.0,环境非常好，位置也不错，值得入住。,环境 位置 不错 值得 入住,0.9293350986233231,正面
于2023年8月入住,家庭亲子,5.0,智能马桶和吹风机真的不擦,智能 马桶 吹风机 真的,-0.5122101439077691,负面
于2023年8月入住,朋友出游,5.0,这次去住了四天，换了三个房型，每次都体验不同房型的感觉，房东服务很好，每次换的时候都帮我们搬行李，最满意的房型是忘江南，然后是常乐，其次是南风憩，卫生也很干净，而且三个房型都有两个卫生间，入住和退房也很方便，省了不少时间，虽然有点偏，但是离地铁口很近，长沙的地铁比较方便，楼下还有商场和夜市，总体来说性价比高，值得入住,四天 三个 房型 每次 体验 房型 感觉 房东 服务 每次 行李 满意 房型 江南 常乐 南风 卫生 干净 三个 房型 两个 卫生间 入住 退房 时间 地铁口 长沙 地铁 楼下 商场 夜市 总体 性价比 值得 入住,0.39264374902178134,正面
于2023年8月入住,朋友出游,5.0,离地铁一号线马厂站只需走路几分钟，一号线有五一广场，坐五站就到，打车也方便，楼下就是商圈，茶颜悦色臭豆腐小龙虾都有，房间很干净，有一边的床还延伸了进去，感觉带孩子的话可以让娃进去睡，哈哈！洗澡干湿分离，空调凉爽，三台电梯也很快，很方便，总的来说很满意，就是房间没照几张，光留下了长沙美食的照片了！,地铁 一号线 马厂 走路 几分钟 一号线 五一广场 五站 打车 楼下 商圈 茶颜悦色 臭豆腐 小龙虾 房间 干净 延伸 感觉 孩子 洗澡 干湿 分离 空调 凉爽 三台 电梯 很快 满意 房间 没照 几张 留下 长沙 美食 照片,0.980693102435277,正面
于2023年8月入住,家庭亲子,5.0,酒店很新，设施也很人性化，很多摆设都很有格调，很多硬件软件看得出房东是很有品味！而且管家也很快回复！不枉费我是看了两个小时民宿精挑细选才选出来的哈哈，家里人都赞不绝口 性价比非常高地理位置十分安全，不像是五一那边的旧城区 我首先就排除掉了！真心推荐 ！！感觉自己的宝藏被发现了,酒店 设施 人性化 摆设 格调 硬件 软件 看得出 房东 品味 管家 很快 回复 枉费 两个 小时 民宿 精挑细选 选出 家里人 赞不绝口 性价比 地理位置 像是 五一 旧城区 排除 真心 推荐 感觉 宝藏 发现,0.9999992751875626,正面
