word,counts
网络,3247
信息,2760
互联网,2462
数据,1945
部门,1434
平台,1341
提供,1269
国家,1234
政务,1007
相关,928
企业,918
机构,895
监督管理,730
技术,680
经营者,675
依法,662
用户,662
建立,642
能力,622
业务,613
办法,606
工业,575
推进,563
电信,561
实施,554
体系,550
主管部门,546
单位,544
推动,536
保护,529
社会,523
创新,522
行政,512
组织,511
违反,505
方式,496
市场,485
产品,480
服务提供者,469
交易,469
资源,446
提升,435
保障,430
行业,430
共享,417
支持,409
风险,408
完善,408
内容,401
文化,400
加快,399
制定,391
机制,391
食品,388
政府,387
情况,383
法律,375
执法,367
法规,365
负责,364
发布,362
信息化,358
健康,355
罚款,354
备案,352
商品,351
系统,350
消费者,349
措施,347
鼓励,345
办理,340
事项,338
改正,335
责令,331
领域,327
电信业务,321
利用,320
制度,319
标准,318
基础设施,313
地方,312
个人信息,304
申请,301
基础,295
药品,290
广告,289
域名,286
注册,283
予以,280
网信,278
记录,277
信用,266
网约,263
提高,261
开放,261
治理,261
地区,258
运行,256
电子,254
出版,253
服务平台,252
规范,250
条件,249
职责,248
产业,242
履行,241
构建,241
数据安全,241
报告,239
网站,238
信息内容,238
人员,232
协同,232
医疗,227
处置,225
水平,222
互联,220
餐饮,218
发现,210
重点,210
功能,209
处罚,208
符合,207
提供者,204
国际,203
责任,202
食品药品,202
给予,200
包括,200
医疗器械,199
上网,197
登记,196
金融,195
质量,193
全国,192
支撑,192
直辖市,191
法律法规,191
投诉,190
自治区,189
统筹,186
场所,185
认证,185
材料,184
关键,183
经济,182
义务,182
公安机关,181
合法权益,178
入网,178
审核,177
出租汽车,177
智能,175
公开,174
节目,174
受理,173
协调,172
支付,169
核心,169
保存,168
总局,167
批准,167
模式,164
公司,164
行政部门,164
公布,163
举报,163
电子商务,163
管理机构,159
地图,158
所在地,157
作出,155
网络游戏,155
视听,154
接入,153
借贷,153
维护,151
身份,151
设施,151
强化,150
条例,149
需求,149
规则,149
具备,148
原则,147
公共服务,147
电力,147
名称,145
警告,144
主体,144
指导,144
信息系统,143
账号,142
营业,141
科学,141
可靠性,141
数字,140
流程,140
变更,139
引导,139
