,word,counts
2,客户资源,3875
3,金融机构,2464
4,理财产品,2234
6,客户服务,2102
7,管理工作,1750
8,产品销售,1728
10,市场营销,1478
11,管理机构,1463
12,专业知识,1410
13,表达能力,1360
15,财务管理,1174
16,客户关系,1085
18,职业道德,1008
19,法律法规,1005
21,吃苦耐劳,890
22,组织协调,880
24,品行端正,805
26,身体健康,763
27,咨询服务,747
28,积极主动,688
31,语言表达,677
33,金融服务,635
34,金融市场,589
35,资源整合,555
37,敬业精神,536
39,商务谈判,516
40,解决问题,512
41,理论知识,505
42,售后服务,505
43,风险管理,504
44,开拓精神,500
45,分支机构,499
46,逻辑思维,488
47,认真负责,442
48,战略规划,431
49,规章制度,430
50,劳动合同,422
51,团队精神,418
52,为人正直,417
53,管理制度,415
54,风险意识,405
57,保险经纪,390
58,专业培训,388
59,人际交往,387
65,宏观经济,336
66,人际沟通,335
68,分析判断,314
69,项目管理,312
70,基础理论,307
71,解决方案,307
72,应变能力,306
73,积极进取,305
74,自我管理,300
75,业务流程,291
77,判断能力,284
79,金融业务,274
80,性格开朗,272
81,财务报表,261
82,勤奋好学,256
85,心理素质,249
88,会计核算,242
89,人际关系,241
90,商业保险,241
92,数据分析,229
93,政策法规,227
94,沟通交流,219
96,承受能力,218
98,遵纪守法,215
99,管理体系,213
