word,counts
singtel,10
singapore,9
mon,9
event,9
award,8
digital,8
mobile,7
student,7
schol,7
management,6
wil,6
technology,6
golf,6
nation,6
busines,5
growth,5
htps,5
partner,5
suport,5
gceo,5
cancer,5
anual,4
wel,4
kuan,4
service,4
impact,4
national,4
future,4
talent,4
raised,4
milion,4
life,4
fund,4
stlf,4
education,4
programes,4
special,4
vocational,4
al,4
apsn,4
family,4
subscriber,4
film,4
corporate,3
practice,3
culture,3
risk,3
continue,3
grow,3
yuen,3
mou,3
keynote,3
ben,3
god,3
regional,3
global,3
drive,3
positive,3
loking,3
programe,3
charity,3
child,3
neds,3
live,3
schols,3
critical,3
diner,3
learning,3
increase,3
bank,3
race,3
heartened,2
robust,2
governance,2
silver,2
received,2
vp,2
strategic,2
brand,2
comitment,2
standard,2
ceo,2
china,2
deliver,2
coperation,2
shared,2
partnership,2
achieve,2
society,2
play,2
focus,2
environment,2
posible,2
bring,2
based,2
reach,2
ful,2
potential,2
exciting,2
join,2
